annotation_token,instance_token,sample_token,scene,class,range_m,band_m,lidar_points,radar_points
04d8945091e646a987d750f9cbe8cc22,4dca8ca4e4af49a583d52d7189fdc80a,0085b50c1d064bbba1c214e4d712d514,scene-b201f6e737e34c2d87830fc1e2911516-6,vehicle.car,113.46030900026815,100-150,18,0
bc69c2c1f01c4852aba589e8c80f1529,58c93181e36b4cd38f2f930ad304d72a,0085b50c1d064bbba1c214e4d712d514,scene-b201f6e737e34c2d87830fc1e2911516-6,vehicle.truck,47.4836849167219,0-50,1238,11
cf723a72dc834990b8e372dc6e5957b5,5bae78e47353444f955356771f6a2de5,0085b50c1d064bbba1c214e4d712d514,scene-b201f6e737e34c2d87830fc1e2911516-6,static_object.traffic_sign,82.94555575043738,50-100,31,0
86ec30d1fd84406586986f2c4fcc5159,5dbb39d5b88845a1a8b4427f78fa9d7d,0085b50c1d064bbba1c214e4d712d514,scene-b201f6e737e34c2d87830fc1e2911516-6,vehicle.car,38.789926125904586,0-50,298,2
74f692575b734bc0baf4a2dbf42e420c,643863746cfe4b1cae258e74dcb670c3,0085b50c1d064bbba1c214e4d712d514,scene-b201f6e737e34c2d87830fc1e2911516-6,vehicle.car,138.97023799521193,100-150,1,0
1f91ba7b29cc42388fe7df6ccb2d9e1a,6a92dbd5f9b64828a539ea97f27cd13b,0085b50c1d064bbba1c214e4d712d514,scene-b201f6e737e34c2d87830fc1e2911516-6,static_object.traffic_sign,127.65734378615306,100-150,27,0
948236b0b16a4017a83390cc0b2d3381,6ae6e3aaa2df469cba5ce2f2a9dd21fb,0085b50c1d064bbba1c214e4d712d514,scene-b201f6e737e34c2d87830fc1e2911516-6,vehicle.car,138.52361890305653,100-150,1,0
ac075fc555124d2d8de831a171ddd180,6d08713897a34d66a4039eb4976224f8,0085b50c1d064bbba1c214e4d712d514,scene-b201f6e737e34c2d87830fc1e2911516-6,vehicle.truck,37.17502166842329,0-50,1603,7
1aa5cfea85954f638f34719f7443b310,6d36b8dfeede446ca55a733864fa6d40,0085b50c1d064bbba1c214e4d712d514,scene-b201f6e737e34c2d87830fc1e2911516-6,vehicle.car,31.778303327791672,0-50,100,1
8ae9ac8d5ae14084a8e3aee99f7f65d3,6ee8b69f1a3c4d9f8ee327f70f999b05,0085b50c1d064bbba1c214e4d712d514,scene-b201f6e737e34c2d87830fc1e2911516-6,vehicle.car,98.88174670688826,50-100,28,1
4b4baa11937e4cb493739f424b98a828,6f89861e0a564ce281529b009d34a9d0,0085b50c1d064bbba1c214e4d712d514,scene-b201f6e737e34c2d87830fc1e2911516-6,vehicle.car,38.77188754232856,0-50,670,5
5ecb987031dc48f8b4bc74500a6f3f9b,72002ba5b0d24eb9928bf5706913a602,0085b50c1d064bbba1c214e4d712d514,scene-b201f6e737e34c2d87830fc1e2911516-6,vehicle.car,109.86496563216248,100-150,4,0
09c9fd9c1c934bdd99fbe93578750635,749057eaf69e4fe68d8cf3871fe4565b,0085b50c1d064bbba1c214e4d712d514,scene-b201f6e737e34c2d87830fc1e2911516-6,vehicle.car,114.88512354391074,100-150,8,0
7e691583812743468b44dbd33832fb59,76e9cc2007d04ae89b53d18e26349831,0085b50c1d064bbba1c214e4d712d514,scene-b201f6e737e34c2d87830fc1e2911516-6,vehicle.car,69.76355276863896,50-100,9,1
dbea997eea2349a8a9bd7c579dd257e0,7bfb5dcb22e548e4a84c4ef368679cd6,0085b50c1d064bbba1c214e4d712d514,scene-b201f6e737e34c2d87830fc1e2911516-6,vehicle.car,16.844878422840047,0-50,2796,9
09fae7d897de4514a6b9742a08b10c3c,7c75f1569623430ab06ed1f642fb68b7,0085b50c1d064bbba1c214e4d712d514,scene-b201f6e737e34c2d87830fc1e2911516-6,vehicle.car,85.3884798659746,50-100,10,0
5fe6662f2eff4b0eae872ab2ce07700e,7daf7a5377d741d197182c47b6fff8d1,0085b50c1d064bbba1c214e4d712d514,scene-b201f6e737e34c2d87830fc1e2911516-6,vehicle.car,34.88136110218585,0-50,30,0
36ad661dbf4e4ced8ff7035e6de5c6b2,82e2cf5cba01454d8f5c99467747c926,0085b50c1d064bbba1c214e4d712d514,scene-b201f6e737e34c2d87830fc1e2911516-6,vehicle.truck,168.35967430742141,150-400,10,0
e394e5fae4a24243be8ef5bb586afa8d,85afce0f03744ba595ad0e30c2bad9c8,0085b50c1d064bbba1c214e4d712d514,scene-b201f6e737e34c2d87830fc1e2911516-6,vehicle.truck,40.96400236538092,0-50,76,2
ea94dcb2c753453eae12c95d061273ba,88ce77bb2ff143d0be1fd26f319e0334,0085b50c1d064bbba1c214e4d712d514,scene-b201f6e737e34c2d87830fc1e2911516-6,static_object.traffic_sign,80.67064390174507,50-100,17,0
223183f293174eb7809afd9b1f115af1,89ff8ea8db3946118d6cdf94ccdf324c,0085b50c1d064bbba1c214e4d712d514,scene-b201f6e737e34c2d87830fc1e2911516-6,vehicle.trailer,96.44331141043445,50-100,361,5
2e842772002641cabe85dadccb9416cd,8cfa81276da54bb1aa6a843542ec5d02,0085b50c1d064bbba1c214e4d712d514,scene-b201f6e737e34c2d87830fc1e2911516-6,vehicle.car,18.005284265894556,0-50,478,1
7c50813b24f34c9b94b849d59fc4014b,8db50e9cd9194b0dbae50cefb6b6e463,0085b50c1d064bbba1c214e4d712d514,scene-b201f6e737e34c2d87830fc1e2911516-6,vehicle.car,28.788884857632823,0-50,698,3
e14faa89fc544cf987abf0819c4cae27,90be35596543432a89235251d616a35e,0085b50c1d064bbba1c214e4d712d514,scene-b201f6e737e34c2d87830fc1e2911516-6,vehicle.car,85.41441590828363,50-100,54,0
93d15a51978f4e4e8d6b815101e25dbb,9227309e03a24f07a8ab743e36702fd3,0085b50c1d064bbba1c214e4d712d514,scene-b201f6e737e34c2d87830fc1e2911516-6,vehicle.truck,60.96266103822232,50-100,394,7
2156127cd808420cb5d3c57aa912ae16,9536c3c558df4fe29b11d137fa0d6a13,0085b50c1d064bbba1c214e4d712d514,scene-b201f6e737e34c2d87830fc1e2911516-6,vehicle.car,43.64154318527213,0-50,15,0
f6a3ca9261e142049c4ac4a53587c6c8,968e1824bfe54da09dafa8dc4e56ccf4,0085b50c1d064bbba1c214e4d712d514,scene-b201f6e737e34c2d87830fc1e2911516-6,vehicle.car,38.52006960582876,0-50,54,0
1c1b04ac6ac04ff49cae4f40005786f7,9e7a2f10542c4ca4b409745917b2b280,0085b50c1d064bbba1c214e4d712d514,scene-b201f6e737e34c2d87830fc1e2911516-6,static_object.traffic_sign,81.69081174929296,50-100,10,0
b32c587d1ca74be8aa466d68e14e598f,a09302a70057491d9c6758291732c5af,0085b50c1d064bbba1c214e4d712d514,scene-b201f6e737e34c2d87830fc1e2911516-6,vehicle.car,94.71815868328424,50-100,8,0
a48a42861c6b464e813d3d9c13b68601,aafd38ac88794c0390a05f879a6dbfa9,0085b50c1d064bbba1c214e4d712d514,scene-b201f6e737e34c2d87830fc1e2911516-6,vehicle.car,63.35011067418391,50-100,116,2
3c6c45b3bf6c4f398b47247a30759793,abd048112cbc40aba3abb774ca3d1c23,0085b50c1d064bbba1c214e4d712d514,scene-b201f6e737e34c2d87830fc1e2911516-6,vehicle.car,53.520722574549595,50-100,94,0
72cdf03356d747adb17440145e54e749,adc85d79adcf459787348e7d5edff816,0085b50c1d064bbba1c214e4d712d514,scene-b201f6e737e34c2d87830fc1e2911516-6,vehicle.car,88.30183369329667,50-100,20,0
e52c1eb03ffe47d19a848cb9d5abbd14,b99cef9d6f364ad59958c878d6e29b7d,0085b50c1d064bbba1c214e4d712d514,scene-b201f6e737e34c2d87830fc1e2911516-6,vehicle.truck,46.89109031098659,0-50,400,10
c16ea0cf35f8449e871770f1aa0d8625,ba68df5392c64e21a1109def9418e2b0,0085b50c1d064bbba1c214e4d712d514,scene-b201f6e737e34c2d87830fc1e2911516-6,vehicle.car,79.59096526639138,50-100,5,1
b717ec9413914e9589a9164f34145263,c0754f4e80704a2d97082fb07a1b8c8f,0085b50c1d064bbba1c214e4d712d514,scene-b201f6e737e34c2d87830fc1e2911516-6,vehicle.trailer,41.10063130920778,0-50,144,3
db0a83f6baf64f3e8c55e41c4ce19a83,c0872beaddf14ed594b702ec11779fbd,0085b50c1d064bbba1c214e4d712d514,scene-b201f6e737e34c2d87830fc1e2911516-6,vehicle.car,110.92644004568771,100-150,4,0
1039f377457b4c619dd0d9b4d879ea52,c28b5ffd070640d9921a9fe8aa498dea,0085b50c1d064bbba1c214e4d712d514,scene-b201f6e737e34c2d87830fc1e2911516-6,vehicle.car,56.53785156530603,50-100,157,0
8738e30ba41145e196ce0a6172aea5c5,c52a876ad9324dad85a79507a004cd0e,0085b50c1d064bbba1c214e4d712d514,scene-b201f6e737e34c2d87830fc1e2911516-6,vehicle.car,99.67729329624316,50-100,1,0
8fd82528dae140d2b007284699e5257a,c66e2d4629a3473a92fca6570437ec52,0085b50c1d064bbba1c214e4d712d514,scene-b201f6e737e34c2d87830fc1e2911516-6,vehicle.truck,198.063931264537,150-400,6,0
107e934b177945eb970d25104d216726,c898543f12a04ab59a4f9bb2c40121cb,0085b50c1d064bbba1c214e4d712d514,scene-b201f6e737e34c2d87830fc1e2911516-6,vehicle.car,96.5680185075579,50-100,5,0
b5775ea96c6e4c398bfec69b4221077a,c8de269dd96643a09b83e26ee1f302fa,0085b50c1d064bbba1c214e4d712d514,scene-b201f6e737e34c2d87830fc1e2911516-6,static_object.traffic_sign,141.0526613209044,100-150,239,3
78c8b165818147f0b6d5d8b19fa899ef,c9ef7470245c4da8b8706a1da6dba80f,0085b50c1d064bbba1c214e4d712d514,scene-b201f6e737e34c2d87830fc1e2911516-6,vehicle.truck,25.763002964636538,0-50,6987,29
1f0a1af6fa0842679d8d5ae18ab3c149,cb9c907259e44845b4337c4a0677c381,0085b50c1d064bbba1c214e4d712d514,scene-b201f6e737e34c2d87830fc1e2911516-6,vehicle.car,139.26549862530268,100-150,5,0
d9ae0f0887c145748bfd692e6e562826,cf0fee09c3f64f5d978ad3f577988560,0085b50c1d064bbba1c214e4d712d514,scene-b201f6e737e34c2d87830fc1e2911516-6,vehicle.trailer,66.55422685647575,50-100,317,12
7253788546b34e1d816b29b312f97511,d239bcd04e214469a1196e444c68b50b,0085b50c1d064bbba1c214e4d712d514,scene-b201f6e737e34c2d87830fc1e2911516-6,vehicle.car,117.64944764308378,100-150,6,0
db46d6518e9342b7b1458e12de918b1a,d48447ea87c642fdb8bdfee43eb77308,0085b50c1d064bbba1c214e4d712d514,scene-b201f6e737e34c2d87830fc1e2911516-6,vehicle.construction,30.458349941130525,0-50,2113,11
eef9bd1664dd40d48f1335c7a36b63db,d60741135d9645e3aed53c549f268230,0085b50c1d064bbba1c214e4d712d514,scene-b201f6e737e34c2d87830fc1e2911516-6,vehicle.car,141.11214407502715,100-150,7,0
9e10d9b6756449cfb52be2a93e9bc7fa,d73b9b0dd12d483a95cd369ea427944c,0085b50c1d064bbba1c214e4d712d514,scene-b201f6e737e34c2d87830fc1e2911516-6,vehicle.car,59.87909383610327,50-100,21,3
09b901d114814e5b8393eb5d1b290662,d8551a2f49ad4b61880205f7ddcab8d8,0085b50c1d064bbba1c214e4d712d514,scene-b201f6e737e34c2d87830fc1e2911516-6,vehicle.car,6.1505752406563,0-50,4088,5
776d1ac6707946fe95977010dd71ba22,d95c0ba7bcda40e6a75017760789a86c,0085b50c1d064bbba1c214e4d712d514,scene-b201f6e737e34c2d87830fc1e2911516-6,static_object.traffic_sign,96.68267890609572,50-100,3,0
e99ee213afc44862acbdf2f365f8e1d7,da0ebb2af23d4f0298f906ce34e0aced,0085b50c1d064bbba1c214e4d712d514,scene-b201f6e737e34c2d87830fc1e2911516-6,vehicle.car,153.38289612866262,150-400,15,1
effd0e737a324994afa0436a6986721b,e05213ac76d442c5ae7d3885f92f706a,0085b50c1d064bbba1c214e4d712d514,scene-b201f6e737e34c2d87830fc1e2911516-6,vehicle.car,106.97214674498619,100-150,5,3
91f5a379f13a471c9865c4b5372dfed0,e14c82d4051e4a12a77769308aa561ba,0085b50c1d064bbba1c214e4d712d514,scene-b201f6e737e34c2d87830fc1e2911516-6,vehicle.car,44.63637725038622,0-50,17,1
ce3c9bceb282460bb515e845edb1d984,e3ec75fb64d34676b7843f0cd1a92edc,0085b50c1d064bbba1c214e4d712d514,scene-b201f6e737e34c2d87830fc1e2911516-6,vehicle.car,102.44931835169378,100-150,12,0
bc9ddf0f6d4f483790212f62e5046a56,e70503fb3f9c4e23b2c96c83884bdd82,0085b50c1d064bbba1c214e4d712d514,scene-b201f6e737e34c2d87830fc1e2911516-6,vehicle.car,43.72049331559563,0-50,102,7
7b8601fe0be14f32aad85c318025fd79,ec0c313f497d4818b9812016fc3c89fa,0085b50c1d064bbba1c214e4d712d514,scene-b201f6e737e34c2d87830fc1e2911516-6,vehicle.car,105.30114536656565,100-150,2,0
7ad2ee546910442e900599647d169ec5,edb40f2a20984a16a52dc56a5116a6d8,0085b50c1d064bbba1c214e4d712d514,scene-b201f6e737e34c2d87830fc1e2911516-6,vehicle.bus.rigid,66.45819137380158,50-100,292,3
94aa2f32285c4de98047a40bb7a1e5f6,f6c7c394874e432db7692e4140593983,0085b50c1d064bbba1c214e4d712d514,scene-b201f6e737e34c2d87830fc1e2911516-6,vehicle.car,123.60374426812605,100-150,1,0
7e82f8ab0f904ef79ac1c510caf059b9,f8e111284f294cfe9b52a3bc7900d786,0085b50c1d064bbba1c214e4d712d514,scene-b201f6e737e34c2d87830fc1e2911516-6,vehicle.trailer,59.82565175298715,50-100,31,1
e9e38c1791384d4c9d66a22775a10843,fcc5d678b4b14e5bb0c3f99a54458053,0085b50c1d064bbba1c214e4d712d514,scene-b201f6e737e34c2d87830fc1e2911516-6,vehicle.car,69.52908938675164,50-100,117,2
9e3c0982a31d48cdab9a77bba828a783,0c04328ad5734e1b9e08519b89acaf9d,00b7a051298345d7a162393e5c0e2764,scene-fb64d203d417452f830ca73efed80c41-11,vehicle.car,87.78969251701922,50-100,2,0
bc17b0f0ec884ea9813243662e79f5b8,0dd12e5e3b744d2a9f245ca36a46484c,00b7a051298345d7a162393e5c0e2764,scene-fb64d203d417452f830ca73efed80c41-11,vehicle.car,128.03869226341152,100-150,23,1
d775c8ff50804c0eb1b695f4bb328fef,0e92f9819f554eebaa713aa428918ac6,00b7a051298345d7a162393e5c0e2764,scene-fb64d203d417452f830ca73efed80c41-11,vehicle.car,134.89989543533505,100-150,8,0
7920bf9aa0d4466dadee4e982d567c83,0f8205b6432a4e819c8e239b6a8d0554,00b7a051298345d7a162393e5c0e2764,scene-fb64d203d417452f830ca73efed80c41-11,static_object.traffic_sign,34.294308458681726,0-50,683,4
36b4adf758b947a3aa82d0d8e2643ce6,1233231164bd425f9c1fa92de120ce1c,00b7a051298345d7a162393e5c0e2764,scene-fb64d203d417452f830ca73efed80c41-11,vehicle.car,15.216700652841782,0-50,205,1
058e837422f64b83ab600b563bd758c6,13f6abfa27a5437188e8da733dea51ee,00b7a051298345d7a162393e5c0e2764,scene-fb64d203d417452f830ca73efed80c41-11,static_object.traffic_sign,72.30807760509107,50-100,75,0
d559d811add741939d8564abd1594073,1628e43fa5a84b6f9c9d0ba561109bd8,00b7a051298345d7a162393e5c0e2764,scene-fb64d203d417452f830ca73efed80c41-11,static_object.traffic_sign,66.50447118019618,50-100,33,0
d419ea553a0d4840b7c8df1a1ce6eac6,1aaa599eff5f431390612d33b877f7a6,00b7a051298345d7a162393e5c0e2764,scene-fb64d203d417452f830ca73efed80c41-11,static_object.traffic_sign,64.2584579298513,50-100,47,0
e9d54549e9504e0fb98a5bbcdceecd24,212bae5c531b49df986d42edecd70d29,00b7a051298345d7a162393e5c0e2764,scene-fb64d203d417452f830ca73efed80c41-11,static_object.traffic_sign,38.539369735089785,0-50,54,0
2dd4e296ac0c4a48bfbbe561524ce0c5,231968e5577a477e8526a6b4e5c985ad,00b7a051298345d7a162393e5c0e2764,scene-fb64d203d417452f830ca73efed80c41-11,vehicle.car,117.49511673931981,100-150,6,0
cb1bfc6a6e5c48e3aad90d93f6100048,25e5d975159f4d3dbded5cde1ffb6f75,00b7a051298345d7a162393e5c0e2764,scene-fb64d203d417452f830ca73efed80c41-11,vehicle.car,7.362155285887263,0-50,1517,3
c27c5437936e4ceb9147b678bc11b4e6,2734c8c505f940fbaa1f47daae1ec8a7,00b7a051298345d7a162393e5c0e2764,scene-fb64d203d417452f830ca73efed80c41-11,human.pedestrian.adult,54.090065734054484,50-100,14,0
2af37f1a84dc40b1ade91867a7159044,2d65a7da711c436797f0a6c6309097d5,00b7a051298345d7a162393e5c0e2764,scene-fb64d203d417452f830ca73efed80c41-11,vehicle.car,120.24352315958616,100-150,6,0
8a5d5b2644ba49578e18879c2922ef6a,2f665a0cf0224fbb9139e9f254873cbb,00b7a051298345d7a162393e5c0e2764,scene-fb64d203d417452f830ca73efed80c41-11,static_object.traffic_sign,28.40541520449117,0-50,246,1
4acee2bd95634d328c27fd31b86b19d3,3503ded02ed14592800227420df04947,00b7a051298345d7a162393e5c0e2764,scene-fb64d203d417452f830ca73efed80c41-11,static_object.traffic_sign,56.4061668205636,50-100,90,2
6e271bf9ffde4e84915431b441d14ba2,37c2a9eed997431e8ce7da69cfe75e63,00b7a051298345d7a162393e5c0e2764,scene-fb64d203d417452f830ca73efed80c41-11,vehicle.trailer,132.5502912956452,100-150,18,0
41aaee222ea4461586991b905758c9b6,3b67456395f64c9c9ac15a7094bcb1da,00b7a051298345d7a162393e5c0e2764,scene-fb64d203d417452f830ca73efed80c41-11,vehicle.trailer,7.429372238695902,0-50,50534,28
6676f47710a04383b56013d446445aa3,40161abfa9174b6aaf624f62937e4ccb,00b7a051298345d7a162393e5c0e2764,scene-fb64d203d417452f830ca73efed80c41-11,vehicle.car,13.801508882595526,0-50,943,3
50663c5b3dca4fa3b51e72020f58e21f,430117ae62bc4a24ad7e08a3a2e98e33,00b7a051298345d7a162393e5c0e2764,scene-fb64d203d417452f830ca73efed80c41-11,static_object.traffic_sign,86.81064682467974,50-100,9,0
d61c2a6fdf9a4aeb8a167488b2911fee,46ae653c712444b995c316302e53d2b9,00b7a051298345d7a162393e5c0e2764,scene-fb64d203d417452f830ca73efed80c41-11,vehicle.car,50.63396911176833,50-100,274,5
6e43dab5f8344a7881af8e2cc34f2bab,494c10bbe4c04e10ac4f75aa7454413a,00b7a051298345d7a162393e5c0e2764,scene-fb64d203d417452f830ca73efed80c41-11,vehicle.truck,10.873475784264121,0-50,21870,26
e2cdc73f4ca14f73861bdd8135625fe2,4bc22fd7d1f642a49311aa8481d6d5db,00b7a051298345d7a162393e5c0e2764,scene-fb64d203d417452f830ca73efed80c41-11,static_object.traffic_sign,123.49370292151775,100-150,46,0
f15fb6f8e30d448398c367c81bd517dd,5013105f00a0484d95bd16bd51a4a768,00b7a051298345d7a162393e5c0e2764,scene-fb64d203d417452f830ca73efed80c41-11,vehicle.car,141.27511598363677,100-150,7,0
26fec96cb881417bbd89cb6bdba869e8,5923910acb234f639a43993e0eab7015,00b7a051298345d7a162393e5c0e2764,scene-fb64d203d417452f830ca73efed80c41-11,vehicle.car,133.0143651102192,100-150,2,0
29784081154c4f5badeb258ee92fc996,5bc4843b1a3d49ebafff2fa8f46059f2,00b7a051298345d7a162393e5c0e2764,scene-fb64d203d417452f830ca73efed80c41-11,vehicle.car,138.33244885531604,100-150,13,0
43ffbf87c2fc4eb7a13f21d01880b53b,60fed4cdf2b04f8cb16d1987070fe1f2,00b7a051298345d7a162393e5c0e2764,scene-fb64d203d417452f830ca73efed80c41-11,static_object.traffic_sign,19.44247044561643,0-50,107,1
9818e9d30fb64230b90defb6f9a7431a,6579f2f390c749a3acd08d381d701cc6,00b7a051298345d7a162393e5c0e2764,scene-fb64d203d417452f830ca73efed80c41-11,vehicle.car,21.877366559599377,0-50,71,1
1389a5b6023844c18e9cf903e3612480,662c7664508048c5b9e6f04aa62f1ffc,00b7a051298345d7a162393e5c0e2764,scene-fb64d203d417452f830ca73efed80c41-11,vehicle.car,24.00679342624573,0-50,883,4
c159aa89d46547599e37dfb98f8daf7c,69145a64c95c4e30b31b71155dc29555,00b7a051298345d7a162393e5c0e2764,scene-fb64d203d417452f830ca73efed80c41-11,vehicle.car,31.41500148327743,0-50,1863,6
f87ac3d430154acdada524f984db0638,6af1f2ba8a8c44889bde45abee656722,00b7a051298345d7a162393e5c0e2764,scene-fb64d203d417452f830ca73efed80c41-11,vehicle.car,74.89629033622015,50-100,7,0
5d9b70f10af84a1ba6a5fb1727e92df7,6c23ce55248a4e108a52e43e24f29dd8,00b7a051298345d7a162393e5c0e2764,scene-fb64d203d417452f830ca73efed80c41-11,static_object.traffic_sign,25.738377869339505,0-50,456,0
cc5a36f435fb4e7c88c4803a7e0a44ef,6d30cfc5f022418d98e996d84dc6fdff,00b7a051298345d7a162393e5c0e2764,scene-fb64d203d417452f830ca73efed80c41-11,vehicle.car,39.38129930414713,0-50,530,2
20bcf758c6d144678ac5696e2a81be6f,6f2cac2424d1449796fb57e774cab61b,00b7a051298345d7a162393e5c0e2764,scene-fb64d203d417452f830ca73efed80c41-11,vehicle.car,122.97660442585098,100-150,16,2
193620596c1947a9ab7590d7288f311c,74aebeb35bdc43ce9ceb13fa5af7a298,00b7a051298345d7a162393e5c0e2764,scene-fb64d203d417452f830ca73efed80c41-11,vehicle.car,34.00376674278877,0-50,739,6
4462d1fce6c147ae92c377f503dbeccf,755373ee28e1488b95dedc75dfa089e2,00b7a051298345d7a162393e5c0e2764,scene-fb64d203d417452f830ca73efed80c41-11,static_object.traffic_sign,83.57209459928669,50-100,16,0
70f23fedb77045ac9a8b490887aaa8be,7c5f739dad754f268817f26673b6dc5d,00b7a051298345d7a162393e5c0e2764,scene-fb64d203d417452f830ca73efed80c41-11,static_object.traffic_sign,111.0341841872326,100-150,4,0
ddb8752f433b45bb8d53404b0f47d200,82fb0181f59a437f9d4146b0cc81257c,00b7a051298345d7a162393e5c0e2764,scene-fb64d203d417452f830ca73efed80c41-11,vehicle.truck,41.57015618140649,0-50,633,11
83814224c35d4d89abd57384f043ebe9,84898d74d96f4530a74e5ffb902502c1,00b7a051298345d7a162393e5c0e2764,scene-fb64d203d417452f830ca73efed80c41-11,vehicle.car,107.21383037355729,100-150,6,1
78d08069bf6442f2a3326800c3952b10,87ca637a17354ba6b4f781eb87f54f81,00b7a051298345d7a162393e5c0e2764,scene-fb64d203d417452f830ca73efed80c41-11,static_object.traffic_sign,108.46015745339677,100-150,8,0
40285fadb0754c57afa581b4c55caeef,89805dae0e474875af2d8bc616bc44dc,00b7a051298345d7a162393e5c0e2764,scene-fb64d203d417452f830ca73efed80c41-11,vehicle.car,95.11643889870115,50-100,41,2
32242694de83405bbc7e82cfba02beae,90ac6a9d43b442ce8df1ca7d48aa5f74,00b7a051298345d7a162393e5c0e2764,scene-fb64d203d417452f830ca73efed80c41-11,static_object.traffic_sign,54.820128237047754,50-100,89,0
4073e62d25ee40509b255c0a61bd23cd,912666f8c60d457fa1f47146175c4e52,00b7a051298345d7a162393e5c0e2764,scene-fb64d203d417452f830ca73efed80c41-11,vehicle.trailer,67.2924222297347,50-100,13,0
5afc435adf084e598f7f81d13b45f1f4,941d17f45ebb4762a93ac511123d81d1,00b7a051298345d7a162393e5c0e2764,scene-fb64d203d417452f830ca73efed80c41-11,static_object.traffic_sign,57.40122249505907,50-100,56,1
ff9de39d2fbd4505857f933ca780ef7e,9a03f8ca0dfe41029b5b5475fe04ebd6,00b7a051298345d7a162393e5c0e2764,scene-fb64d203d417452f830ca73efed80c41-11,vehicle.truck,60.73738170535488,50-100,369,8
