dataset,variant,margin_m,near_band,far_band,category,tracks,scenes,lidar_near_percent,lidar_far_percent,lidar_far_minus_near_pp,lidar_tracks_lower_far,radar_near_percent,radar_far_percent,radar_far_minus_near_pp,radar_tracks_lower_far
TruckScenes,paired,0,0-50,50-100,vehicle.trailer,44,7,99.54545454545455,100.0,0.4545454545454545,0,93.5127323460218,86.52093171979536,-6.991800626226442,12
TruckScenes,paired,0,0-50,50-100,vehicle.truck,43,9,100.0,100.0,0.0,0,99.04566477753892,95.28632770937833,-3.7593370681605975,8
TruckScenes,paired,0,50-100,100-150,ALL,504,9,99.07816078394589,95.38226993151535,-3.6958908524305323,80,44.118363578132964,26.99207471486733,-17.126288863265632,278
TruckScenes,paired,0,50-100,100-150,animal,1,1,100.0,66.66666666666666,-33.333333333333336,1,11.11111111111111,0.0,-11.11111111111111,1
TruckScenes,paired,0,50-100,100-150,human.pedestrian.adult,8,3,100.0,98.4375,-1.5625,1,11.805555555555557,0.0,-11.805555555555557,2
TruckScenes,paired,0,50-100,100-150,human.pedestrian.construction_worker,1,1,100.0,100.0,0.0,0,33.33333333333333,0.0,-33.33333333333333,1
TruckScenes,paired,0,50-100,100-150,human.pedestrian.stroller,1,1,100.0,100.0,0.0,0,15.789473684210526,33.33333333333333,17.543859649122805,0
TruckScenes,paired,0,50-100,100-150,movable_object.barrier,1,1,100.0,100.0,0.0,0,10.0,0.0,-10.0,1
TruckScenes,paired,0,50-100,100-150,movable_object.trafficcone,44,2,99.82517482517483,99.24242424242424,-0.5827505827505829,1,1.7045454545454546,0.8333333333333333,-0.8712121212121211,3
TruckScenes,paired,0,50-100,100-150,static_object.traffic_sign,99,7,99.31051518569923,98.24454866121533,-1.0659665244839234,13,21.844772479141472,13.030870471211303,-8.813902007930169,47
TruckScenes,paired,0,50-100,100-150,vehicle.bicycle,1,1,100.0,100.0,0.0,0,11.11111111111111,42.857142857142854,31.746031746031743,0
TruckScenes,paired,0,50-100,100-150,vehicle.bus.rigid,2,2,100.0,100.0,0.0,0,87.5,66.66666666666666,-20.833333333333336,1
TruckScenes,paired,0,50-100,100-150,vehicle.car,258,8,98.57110209076282,92.73934329062801,-5.831758800134814,58,45.471685765108134,23.20510983770069,-22.266575927407448,174
TruckScenes,paired,0,50-100,100-150,vehicle.construction,2,1,100.0,100.0,0.0,0,100.0,91.66666666666667,-8.333333333333332,1
TruckScenes,paired,0,50-100,100-150,vehicle.motorcycle,2,2,100.0,100.0,0.0,0,18.181818181818183,21.428571428571427,3.246753246753245,0
TruckScenes,paired,0,50-100,100-150,vehicle.other,1,1,100.0,100.0,0.0,0,85.71428571428571,57.14285714285714,-28.57142857142857,1
TruckScenes,paired,0,50-100,100-150,vehicle.trailer,43,6,100.0,96.51162790697674,-3.488372093023256,3,88.3676391627828,64.01908169350031,-24.348557469282504,26
TruckScenes,paired,0,50-100,100-150,vehicle.truck,40,9,99.5,98.72174564270152,-0.778254357298475,3,94.84129901960785,76.11717047930283,-18.72412854030501,20
TruckScenes,paired,0,100-150,150-200,ALL,370,9,97.6503399003399,92.33865997797886,-5.311679922361037,63,30.65048936586481,16.655884368539166,-13.994604997325645,156
TruckScenes,paired,0,100-150,150-200,human.pedestrian.adult,3,1,100.0,100.0,0.0,0,0.0,0.0,0.0,0
TruckScenes,paired,0,100-150,150-200,human.pedestrian.construction_worker,1,1,100.0,100.0,0.0,0,0.0,0.0,0.0,0
TruckScenes,paired,0,100-150,150-200,movable_object.barrier,1,1,100.0,100.0,0.0,0,0.0,0.0,0.0,0
TruckScenes,paired,0,100-150,150-200,movable_object.trafficcone,47,2,99.29078014184395,94.50354609929077,-4.787234042553192,6,0.7801418439716311,0.0,-0.7801418439716311,2
TruckScenes,paired,0,100-150,150-200,static_object.traffic_sign,64,7,98.73046875,95.2827380952381,-3.447730654761905,9,19.425549855237357,12.255859375,-7.169690480237355,19
TruckScenes,paired,0,100-150,150-200,vehicle.bicycle,1,1,100.0,100.0,0.0,0,42.857142857142854,50.0,7.142857142857145,0
TruckScenes,paired,0,100-150,150-200,vehicle.bus.rigid,2,2,100.0,85.71428571428572,-14.285714285714285,1,66.66666666666666,71.42857142857143,4.761904761904762,0
TruckScenes,paired,0,100-150,150-200,vehicle.car,169,7,95.68171062993548,87.99278332738679,-7.688927302548678,43,22.727629868850784,11.522417206188068,-11.205212662662715,74
TruckScenes,paired,0,100-150,150-200,vehicle.construction,2,1,100.0,100.0,0.0,0,91.66666666666667,70.0,-21.666666666666668,2
TruckScenes,paired,0,100-150,150-200,vehicle.motorcycle,1,1,100.0,100.0,0.0,0,0.0,0.0,0.0,0
TruckScenes,paired,0,100-150,150-200,vehicle.other,1,1,100.0,100.0,0.0,0,57.14285714285714,20.0,-37.14285714285714,1
TruckScenes,paired,0,100-150,150-200,vehicle.trailer,40,5,99.375,96.25,-3.125,2,72.98717948717949,29.15277777777777,-43.83440170940171,32
TruckScenes,paired,0,100-150,150-200,vehicle.truck,38,5,100.0,98.24561403508771,-1.7543859649122808,2,75.88568194680249,50.31698564593301,-25.56869630086948,26
TruckScenes,paired,0,100-150,200-400,ALL,177,7,98.41037493579869,89.63590709353421,-8.774467842264453,29,40.881423190745224,0.2824858757062147,-40.59893731503901,112
TruckScenes,paired,0,100-150,200-400,human.pedestrian.construction_worker,1,1,100.0,100.0,0.0,0,0.0,0.0,0.0,0
TruckScenes,paired,0,100-150,200-400,movable_object.trafficcone,19,1,100.0,87.71929824561403,-12.280701754385966,4,1.9298245614035086,0.0,-1.9298245614035086,2
TruckScenes,paired,0,100-150,200-400,static_object.traffic_sign,32,3,97.8125,96.875,-0.9375,1,27.213541666666668,0.0,-27.213541666666668,13
TruckScenes,paired,0,100-150,200-400,vehicle.bus.rigid,1,1,100.0,100.0,0.0,0,33.33333333333333,0.0,-33.33333333333333,1
TruckScenes,paired,0,100-150,200-400,vehicle.car,69,6,96.93675889328064,83.31723027375202,-13.61952861952862,20,29.126121463077983,0.0,-29.126121463077983,44
TruckScenes,paired,0,100-150,200-400,vehicle.construction,2,1,100.0,100.0,0.0,0,91.66666666666667,0.0,-91.66666666666667,2
TruckScenes,paired,0,100-150,200-400,vehicle.other,1,1,100.0,100.0,0.0,0,57.14285714285714,0.0,-57.14285714285714,1
TruckScenes,paired,0,100-150,200-400,vehicle.trailer,26,3,100.0,90.38461538461539,-9.615384615384615,3,75.64102564102565,1.9230769230769231,-73.71794871794872,24
TruckScenes,paired,0,100-150,200-400,vehicle.truck,26,5,100.0,96.15384615384616,-3.8461538461538463,1,79.93589743589743,0.0,-79.93589743589743,25
TruckScenes,paired,0.5,0-50,50-100,ALL,548,9,99.93917274939173,99.98596294216732,0.04679019277559423,1,86.66329624303133,73.59751131960304,-13.06578492342827,277
TruckScenes,paired,0.5,0-50,50-100,animal,1,1,100.0,100.0,0.0,0,36.84210526315789,33.33333333333333,-3.508771929824561,1
TruckScenes,paired,0.5,0-50,50-100,human.pedestrian.adult,19,5,100.0,100.0,0.0,0,80.36905139627464,78.30542264752789,-2.0636287487467175,8
TruckScenes,paired,0.5,0-50,50-100,human.pedestrian.child,2,1,100.0,100.0,0.0,0,96.15384615384616,73.86363636363637,-22.290209790209794,2
TruckScenes,paired,0.5,0-50,50-100,human.pedestrian.construction_worker,1,1,100.0,100.0,0.0,0,100.0,66.66666666666666,-33.333333333333336,1
TruckScenes,paired,0.5,0-50,50-100,human.pedestrian.stroller,1,1,100.0,100.0,0.0,0,84.61538461538461,89.47368421052632,4.858299595141702,0
TruckScenes,paired,0.5,0-50,50-100,movable_object.barrier,1,1,100.0,100.0,0.0,0,100.0,60.0,-40.0,1
TruckScenes,paired,0.5,0-50,50-100,movable_object.trafficcone,36,2,100.0,100.0,0.0,0,70.04960317460319,39.064430939430935,-30.985172235172236,28
TruckScenes,paired,0.5,0-50,50-100,static_object.traffic_sign,150,8,100.0,100.0,0.0,0,80.46002003955407,62.72013775923311,-17.739882280320963,93
TruckScenes,paired,0.5,0-50,50-100,vehicle.bicycle,2,2,100.0,100.0,0.0,0,75.87719298245614,27.77777777777778,-48.099415204678365,2
TruckScenes,paired,0.5,0-50,50-100,vehicle.bus.rigid,7,2,100.0,100.0,0.0,0,92.23067037909617,97.14285714285714,4.912186763760977,1
TruckScenes,paired,0.5,0-50,50-100,vehicle.car,237,9,99.943741209564,99.96754300551768,0.023801795953694697,1,89.38141196576042,76.79499048636234,-12.586421479398087,123
TruckScenes,paired,0.5,0-50,50-100,vehicle.construction,1,1,100.0,100.0,0.0,0,100.0,100.0,0.0,0
TruckScenes,paired,0.5,0-50,50-100,vehicle.motorcycle,2,2,100.0,100.0,0.0,0,95.0,83.76623376623377,-11.233766233766236,2
TruckScenes,paired,0.5,0-50,50-100,vehicle.other,1,1,100.0,100.0,0.0,0,100.0,85.71428571428571,-14.28571428571429,1
TruckScenes,paired,0.5,0-50,50-100,vehicle.trailer,44,7,99.54545454545455,100.0,0.4545454545454545,0,95.96568366082771,93.36399711399712,-2.6016865468305874,10
TruckScenes,paired,0.5,0-50,50-100,vehicle.truck,43,9,100.0,100.0,0.0,0,99.22480620155038,98.48514211886305,-0.7396640826873384,4
TruckScenes,paired,0.5,50-100,100-150,ALL,504,9,100.0,99.93305014313417,-0.06694985686582325,4,70.96484081394648,46.980655128063404,-23.984185685883073,325
TruckScenes,paired,0.5,50-100,100-150,animal,1,1,100.0,100.0,0.0,0,33.33333333333333,66.66666666666666,33.33333333333333,0
TruckScenes,paired,0.5,50-100,100-150,human.pedestrian.adult,8,3,100.0,100.0,0.0,0,40.32738095238095,13.368055555555554,-26.9593253968254,5
TruckScenes,paired,0.5,50-100,100-150,human.pedestrian.construction_worker,1,1,100.0,100.0,0.0,0,66.66666666666666,83.33333333333334,16.666666666666675,0
TruckScenes,paired,0.5,50-100,100-150,human.pedestrian.stroller,1,1,100.0,100.0,0.0,0,89.47368421052632,66.66666666666666,-22.807017543859654,1
TruckScenes,paired,0.5,50-100,100-150,movable_object.barrier,1,1,100.0,100.0,0.0,0,60.0,57.14285714285714,-2.857142857142858,1
TruckScenes,paired,0.5,50-100,100-150,movable_object.trafficcone,44,2,100.0,100.0,0.0,0,37.1890798595344,16.044372294372295,-21.14470756516211,27
TruckScenes,paired,0.5,50-100,100-150,static_object.traffic_sign,99,7,100.0,100.0,0.0,0,69.61398639161257,43.12793721886864,-26.48604917274393,69
TruckScenes,paired,0.5,50-100,100-150,vehicle.bicycle,1,1,100.0,100.0,0.0,0,55.55555555555556,57.14285714285714,1.5873015873015817,0
TruckScenes,paired,0.5,50-100,100-150,vehicle.bus.rigid,2,2,100.0,100.0,0.0,0,100.0,83.33333333333333,-16.666666666666668,1
TruckScenes,paired,0.5,50-100,100-150,vehicle.car,258,8,100.0,99.89201405070078,-0.1079859492992188,3,69.8368771957728,42.10156036295036,-27.735316832822445,186
TruckScenes,paired,0.5,50-100,100-150,vehicle.construction,2,1,100.0,100.0,0.0,0,100.0,91.66666666666667,-8.333333333333332,1
TruckScenes,paired,0.5,50-100,100-150,vehicle.motorcycle,2,2,100.0,100.0,0.0,0,83.76623376623377,75.0,-8.766233766233766,1
TruckScenes,paired,0.5,50-100,100-150,vehicle.other,1,1,100.0,100.0,0.0,0,85.71428571428571,85.71428571428571,0.0,0
TruckScenes,paired,0.5,50-100,100-150,vehicle.trailer,43,6,100.0,100.0,0.0,0,93.60074262263045,75.04621347644603,-18.554529146184414,19
TruckScenes,paired,0.5,50-100,100-150,vehicle.truck,40,9,100.0,99.85294117647058,-0.1470588235294118,1,97.86335784313725,89.7457788671024,-8.117578976034858,14
TruckScenes,paired,0.5,100-150,150-200,ALL,370,9,99.91056991056992,99.44435147221525,-0.46621843835466126,6,49.58959935704788,29.265957611545844,-20.323641745502023,216
TruckScenes,paired,0.5,100-150,150-200,human.pedestrian.adult,3,1,100.0,100.0,0.0,0,0.0,0.0,0.0,0
TruckScenes,paired,0.5,100-150,150-200,human.pedestrian.construction_worker,1,1,100.0,100.0,0.0,0,83.33333333333334,25.0,-58.333333333333336,1
TruckScenes,paired,0.5,100-150,150-200,movable_object.barrier,1,1,100.0,100.0,0.0,0,57.14285714285714,0.0,-57.14285714285714,1
TruckScenes,paired,0.5,100-150,150-200,movable_object.trafficcone,47,2,100.0,100.0,0.0,0,15.37487335359676,6.276595744680851,-9.098277608915906,17
TruckScenes,paired,0.5,100-150,150-200,static_object.traffic_sign,64,7,100.0,100.0,0.0,0,51.49359614548034,32.198415961779446,-19.295180183700886,42
TruckScenes,paired,0.5,100-150,150-200,vehicle.bicycle,1,1,100.0,100.0,0.0,0,57.14285714285714,50.0,-7.14285714285714,1
TruckScenes,paired,0.5,100-150,150-200,vehicle.bus.rigid,2,2,100.0,100.0,0.0,0,83.33333333333333,78.57142857142857,-4.761904761904762,1
TruckScenes,paired,0.5,100-150,150-200,vehicle.car,169,7,99.80420631308206,98.78349138887363,-1.0207149242084301,6,41.30940068061584,22.083301710593922,-19.226098970021916,98
TruckScenes,paired,0.5,100-150,150-200,vehicle.construction,2,1,100.0,100.0,0.0,0,91.66666666666667,70.0,-21.666666666666668,2
TruckScenes,paired,0.5,100-150,150-200,vehicle.motorcycle,1,1,100.0,100.0,0.0,0,50.0,0.0,-50.0,1
TruckScenes,paired,0.5,100-150,150-200,vehicle.other,1,1,100.0,100.0,0.0,0,85.71428571428571,20.0,-65.71428571428571,1
TruckScenes,paired,0.5,100-150,150-200,vehicle.trailer,40,5,100.0,100.0,0.0,0,82.13301282051282,47.166666666666664,-34.96634615384615,26
TruckScenes,paired,0.5,100-150,150-200,vehicle.truck,38,5,100.0,100.0,0.0,0,88.94736842105263,64.7846889952153,-24.16267942583732,25
TruckScenes,paired,0.5,100-150,200-400,ALL,177,7,100.0,98.87005649717514,-1.1299435028248588,4,59.60140142343532,0.2824858757062147,-59.318915547729105,149
TruckScenes,paired,0.5,100-150,200-400,human.pedestrian.construction_worker,1,1,100.0,100.0,0.0,0,83.33333333333334,0.0,-83.33333333333334,1
TruckScenes,paired,0.5,100-150,200-400,movable_object.trafficcone,19,1,100.0,100.0,0.0,0,14.122807017543858,0.0,-14.122807017543858,9
TruckScenes,paired,0.5,100-150,200-400,static_object.traffic_sign,32,3,100.0,100.0,0.0,0,58.88020833333333,0.0,-58.88020833333333,28
TruckScenes,paired,0.5,100-150,200-400,vehicle.bus.rigid,1,1,100.0,100.0,0.0,0,66.66666666666666,0.0,-66.66666666666666,1
TruckScenes,paired,0.5,100-150,200-400,vehicle.car,69,6,100.0,97.82608695652173,-2.1739130434782608,3,48.592759897107726,0.0,-48.592759897107726,56
TruckScenes,paired,0.5,100-150,200-400,vehicle.construction,2,1,100.0,100.0,0.0,0,91.66666666666667,0.0,-91.66666666666667,2
TruckScenes,paired,0.5,100-150,200-400,vehicle.other,1,1,100.0,100.0,0.0,0,85.71428571428571,0.0,-85.71428571428571,1
TruckScenes,paired,0.5,100-150,200-400,vehicle.trailer,26,3,100.0,100.0,0.0,0,86.02564102564102,1.9230769230769231,-84.1025641025641,25
TruckScenes,paired,0.5,100-150,200-400,vehicle.truck,26,5,100.0,98.07692307692308,-1.9230769230769231,1,91.85897435897436,0.0,-91.85897435897436,26
TruckDrive,static,0,0-50,50-100,ALL,105,5,81.87981859410431,73.49690098261527,-8.38291761148904,35,54.010078105316204,48.263693356130325,-5.74638474918587,27
TruckDrive,static,0,0-50,50-100,RoadObstruction-Barrel,29,2,89.2200328407225,73.64532019704434,-15.57471264367816,19,17.52052545155993,6.190476190476191,-11.330049261083744,14
TruckDrive,static,0,0-50,50-100,RoadObstruction-Cone,1,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0
TruckDrive,static,0,0-50,50-100,TrafficSign,16,2,21.458333333333336,14.112103174603174,-7.346230158730158,6,1.0416666666666665,0.0,-1.0416666666666665,1
TruckDrive,static,0,0-50,50-100,Vehicle-Other,1,1,100.0,100.0,0.0,0,100.0,100.0,0.0,0
TruckDrive,static,0,0-50,50-100,Vehicle-Passenger,24,4,90.27777777777777,81.94444444444444,-8.333333333333334,6,72.0679012345679,63.88183303624481,-8.186068198323099,10
TruckDrive,static,0,0-50,50-100,Vehicle-SemiTruck-Cab,15,4,100.0,94.26666666666667,-5.733333333333333,3,94.44444444444443,90.33333333333333,-4.111111111111111,2
TruckDrive,static,0,0-50,50-100,Vehicle-SemiTruck-Trailer,16,4,100.0,98.4375,-1.5625,1,100.0,100.0,0.0,0
TruckDrive,static,0,0-50,50-100,Vehicle-SingleUnitTruck,1,1,100.0,100.0,0.0,0,100.0,100.0,0.0,0
TruckDrive,static,0,0-50,50-100,Vehicle-Trailer,2,2,100.0,100.0,0.0,0,100.0,100.0,0.0,0
TruckDrive,static,0,50-100,100-150,ALL,107,5,68.51097759976264,55.04487464767839,-13.466102952084261,45,42.68867105040827,37.633264105226715,-5.055406945181548,26
TruckDrive,static,0,50-100,100-150,RoadObstruction-Barrel,29,2,72.63957307060754,30.812807881773402,-41.82676518883416,27,5.75944170771757,3.82183908045977,-1.9376026272577997,8
TruckDrive,static,0,50-100,100-150,TrafficSign,24,3,14.685846560846562,12.065145502645501,-2.620701058201058,7,0.8996212121212123,2.222222222222222,1.3226010101010097,2
TruckDrive,static,0,50-100,100-150,Vehicle-Other,1,1,100.0,100.0,0.0,0,100.0,100.0,0.0,0
TruckDrive,static,0,50-100,100-150,Vehicle-Passenger,19,3,77.19298245614034,69.64912280701753,-7.543859649122807,9,54.85552115583075,44.03508771929825,-10.820433436532506,8
TruckDrive,static,0,50-100,100-150,Vehicle-RV,1,1,100.0,100.0,0.0,0,100.0,100.0,0.0,0
TruckDrive,static,0,50-100,100-150,Vehicle-SemiTruck-Cab,14,4,95.0,91.66666666666666,-3.3333333333333335,2,88.34415584415584,82.20899470899471,-6.135161135161137,5
TruckDrive,static,0,50-100,100-150,Vehicle-SemiTruck-Trailer,14,4,98.21428571428571,100.0,1.7857142857142858,0,100.0,92.85714285714286,-7.142857142857143,1
TruckDrive,static,0,50-100,100-150,Vehicle-SingleUnitTruck,1,1,100.0,100.0,0.0,0,100.0,100.0,0.0,0
TruckDrive,static,0,50-100,100-150,Vehicle-Trailer,4,4,100.0,100.0,0.0,0,100.0,68.75,-31.25,2
TruckDrive,static,0,100-150,150-200,ALL,91,4,54.53427524856097,53.80429094714809,-0.7299843014128733,25,46.492673992674,35.37256603046076,-11.120107962213226,23
TruckDrive,static,0,100-150,150-200,RoadObstruction-Barrel,17,1,29.803921568627448,15.707282913165265,-14.096638655462183,12,3.088235294117647,0.0,-3.088235294117647,2
TruckDrive,static,0,100-150,150-200,TrafficSign,25,2,8.471428571428572,13.833333333333332,5.3619047619047615,6,2.1333333333333333,0.0,-2.1333333333333333,2
TruckDrive,static,0,100-150,150-200,Vehicle-Other,1,1,100.0,100.0,0.0,0,100.0,100.0,0.0,0
TruckDrive,static,0,100-150,150-200,Vehicle-Passenger,13,3,59.48717948717948,70.51282051282051,11.025641025641026,3,66.66666666666666,47.75641025641025,-18.91025641025641,5
TruckDrive,static,0,100-150,150-200,Vehicle-RV,1,1,100.0,100.0,0.0,0,100.0,0.0,-100.0,1
TruckDrive,static,0,100-150,150-200,Vehicle-SemiTruck-Cab,13,4,90.06410256410255,93.58974358974358,3.525641025641025,2,91.02564102564102,65.64102564102565,-25.38461538461538,8
TruckDrive,static,0,100-150,150-200,Vehicle-SemiTruck-Trailer,16,4,100.0,96.875,-3.125,1,93.75,81.96271929824562,-11.787280701754387,4
TruckDrive,static,0,100-150,150-200,Vehicle-SingleUnitTruck,1,1,100.0,0.0,-100.0,1,100.0,100.0,0.0,0
TruckDrive,static,0,100-150,150-200,Vehicle-Trailer,4,4,100.0,100.0,0.0,0,68.75,58.33333333333333,-10.416666666666668,1
TruckDrive,static,0,100-150,200-400,ALL,69,4,51.361283643892335,38.26675337544903,-13.094530268443311,34,39.1183574879227,23.462157809983896,-15.65619967793881,25
TruckDrive,static,0,100-150,200-400,RoadObstruction-Barrel,13,1,28.754578754578752,10.222363106978491,-18.532215647600257,11,0.9615384615384616,0.0,-0.9615384615384616,1
TruckDrive,static,0,100-150,200-400,TrafficSign,23,2,9.208074534161488,13.732547645591124,4.524473111429634,5,0.8695652173913043,0.0,-0.8695652173913043,1
TruckDrive,static,0,100-150,200-400,Vehicle-Other,1,1,100.0,100.0,0.0,0,100.0,100.0,0.0,0
TruckDrive,static,0,100-150,200-400,Vehicle-Passenger,7,3,58.33333333333333,19.285714285714285,-39.04761904761905,5,50.0,47.142857142857146,-2.8571428571428554,2
TruckDrive,static,0,100-150,200-400,Vehicle-SemiTruck-Cab,9,3,94.44444444444444,68.14814814814814,-26.296296296296298,6,93.51851851851852,51.94444444444444,-41.574074074074076,9
TruckDrive,static,0,100-150,200-400,Vehicle-SemiTruck-Trailer,13,4,100.0,86.15384615384616,-13.846153846153847,5,92.3076923076923,47.991452991452995,-44.31623931623931,10
TruckDrive,static,0,100-150,200-400,Vehicle-Trailer,3,3,100.0,74.44444444444444,-25.555555555555557,2,58.333333333333336,32.5,-25.833333333333332,2
TruckDrive,static,0.5,0-50,50-100,ALL,105,5,91.55782312925169,94.75661375661375,3.1987906273620563,6,82.48652053413959,79.70143613000758,-2.7850844041320224,27
TruckDrive,static,0.5,0-50,50-100,RoadObstruction-Barrel,29,2,98.52216748768473,97.70114942528734,-0.8210180623973728,2,75.36124794745484,86.6584564860427,11.297208538587848,9
TruckDrive,static,0.5,0-50,50-100,RoadObstruction-Cone,1,1,100.0,100.0,0.0,0,0.0,0.0,0.0,0
TruckDrive,static,0.5,0-50,50-100,TrafficSign,16,2,55.61011904761905,85.06944444444444,29.4593253968254,1,49.28571428571428,27.951388888888886,-21.3343253968254,11
TruckDrive,static,0.5,0-50,50-100,Vehicle-Other,1,1,100.0,100.0,0.0,0,100.0,100.0,0.0,0
TruckDrive,static,0.5,0-50,50-100,Vehicle-Passenger,24,4,94.44444444444444,90.625,-3.819444444444444,2,93.20987654320987,79.51388888888889,-13.695987654320987,7
TruckDrive,static,0.5,0-50,50-100,Vehicle-SemiTruck-Cab,15,4,100.0,98.66666666666667,-1.333333333333333,1,96.66666666666667,100.0,3.3333333333333335,0
TruckDrive,static,0.5,0-50,50-100,Vehicle-SemiTruck-Trailer,16,4,100.0,100.0,0.0,0,100.0,100.0,0.0,0
TruckDrive,static,0.5,0-50,50-100,Vehicle-SingleUnitTruck,1,1,100.0,100.0,0.0,0,100.0,100.0,0.0,0
TruckDrive,static,0.5,0-50,50-100,Vehicle-Trailer,2,2,100.0,100.0,0.0,0,100.0,100.0,0.0,0
TruckDrive,static,0.5,50-100,100-150,ALL,107,5,90.22703672236382,88.0896751223854,-2.137361599978422,20,76.48059365349084,58.99643969737428,-17.48415395611657,47
TruckDrive,static,0.5,50-100,100-150,RoadObstruction-Barrel,29,2,97.70114942528734,96.0016420361248,-1.6995073891625614,3,87.95155993431857,50.19293924466338,-37.758620689655174,24
TruckDrive,static,0.5,50-100,100-150,TrafficSign,24,3,69.41498316498316,69.09226190476191,-0.3227212602212604,10,26.020622895622896,19.04265873015873,-6.977964165464165,13
TruckDrive,static,0.5,50-100,100-150,Vehicle-Other,1,1,100.0,100.0,0.0,0,100.0,100.0,0.0,0
TruckDrive,static,0.5,50-100,100-150,Vehicle-Passenger,19,3,88.15789473684211,82.89473684210526,-5.2631578947368425,5,79.3859649122807,52.63157894736842,-26.75438596491228,9
TruckDrive,static,0.5,50-100,100-150,Vehicle-RV,1,1,100.0,100.0,0.0,0,100.0,100.0,0.0,0
TruckDrive,static,0.5,50-100,100-150,Vehicle-SemiTruck-Cab,14,4,98.57142857142857,93.45238095238095,-5.1190476190476195,2,100.0,92.85714285714286,-7.142857142857143,1
TruckDrive,static,0.5,50-100,100-150,Vehicle-SemiTruck-Trailer,14,4,100.0,100.0,0.0,0,100.0,100.0,0.0,0
TruckDrive,static,0.5,50-100,100-150,Vehicle-SingleUnitTruck,1,1,100.0,100.0,0.0,0,100.0,100.0,0.0,0
TruckDrive,static,0.5,50-100,100-150,Vehicle-Trailer,4,4,100.0,100.0,0.0,0,100.0,100.0,0.0,0
TruckDrive,static,0.5,100-150,150-200,ALL,91,4,87.93825222396651,85.75614861329147,-2.1821036106750396,18,64.72527472527473,54.70957613814757,-10.015698587127158,30
TruckDrive,static,0.5,100-150,150-200,RoadObstruction-Barrel,17,1,95.49019607843138,97.05882352941177,1.5686274509803917,2,51.93977591036414,28.004201680672264,-23.935574229691873,13
TruckDrive,static,0.5,100-150,150-200,TrafficSign,25,2,68.32857142857144,67.95238095238095,-0.37619047619047696,7,18.280952380952378,12.766666666666666,-5.514285714285713,9
TruckDrive,static,0.5,100-150,150-200,Vehicle-Other,1,1,100.0,100.0,0.0,0,100.0,100.0,0.0,0
TruckDrive,static,0.5,100-150,150-200,Vehicle-Passenger,13,3,90.38461538461539,82.6923076923077,-7.6923076923076925,5,73.07692307692307,65.38461538461537,-7.6923076923076925,3
TruckDrive,static,0.5,100-150,150-200,Vehicle-RV,1,1,100.0,100.0,0.0,0,100.0,100.0,0.0,0
TruckDrive,static,0.5,100-150,150-200,Vehicle-SemiTruck-Cab,13,4,91.98717948717947,94.61538461538461,2.628205128205129,2,100.0,94.87179487179489,-5.128205128205129,2
