dataset,variant,margin_m,band_m,category,observations,instances,scenes,lidar_supported,radar_supported,both,lidar_only,radar_only,neither,lidar_percent,radar_percent,difference_pp,min_range_m,max_range_m,lidar_ge_3_percent,lidar_ge_5_percent,lidar_points_p25,lidar_points_p50,lidar_points_p75,lidar_points_p90,lidar_equal_track_percent,radar_ge_3_percent,radar_ge_5_percent,radar_points_p25,radar_points_p50,radar_points_p75,radar_points_p90,radar_equal_track_percent,lidar_unsupported,lidar_missing_percent,radar_unsupported,radar_missing_percent,sparse_cohort,lidar_share_of_missing_percent,radar_share_of_missing_percent
TruckScenes,paired,0,25-50,movable_object.trafficcone,144,36,2,144,15,15,129,0,0,100.0,10.416666666666668,89.58333333333334,25.1025277986428,49.7741951916537,97.22222222222221,93.75,13.0,39.5,78.25,134.40000000000003,100.0,0.0,0.0,0.0,0.0,0.0,0.700000000000017,9.828042328042327,0,0.0,129,89.58333333333333,False,0.0,4.994192799070848
TruckScenes,paired,0,25-50,static_object.traffic_sign,1889,166,9,1888,491,491,1397,0,1,99.94706193753309,25.99258867125463,73.95447326627847,25.004092259588482,49.991984854728926,98.94123875066173,97.51191106405506,35.0,70.0,131.0,242.20000000000005,99.9330655957162,4.287983059820011,1.4822657490735838,0.0,0.0,1.0,1.0,26.295989007852555,1,0.052938062466907354,1398,74.00741132874538,False,5.882352941176471,54.12311265969802
TruckScenes,paired,0,25-50,vehicle.bicycle,58,8,3,57,41,40,17,1,0,98.27586206896551,70.6896551724138,27.586206896551722,25.162071053131964,49.41508084150633,94.82758620689656,94.82758620689656,45.75,71.0,139.75,215.3000000000001,93.75,22.413793103448278,3.4482758620689653,0.0,1.0,2.0,3.0,60.61507936507936,1,1.724137931034491,17,29.310344827586206,False,5.882352941176471,0.6581494386372435
TruckScenes,paired,0,25-50,vehicle.bus.rigid,179,7,2,179,146,146,33,0,0,100.0,81.56424581005587,18.43575418994413,31.46960297108729,49.93628880406305,99.4413407821229,99.4413407821229,179.5,334.0,679.0,5435.8,100.0,54.7486033519553,30.16759776536313,1.0,3.0,6.0,9.0,80.04854924862663,0,0.0,33,18.435754189944134,False,0.0,1.2775842044134726
TruckScenes,paired,0,25-50,vehicle.car,2312,266,10,2305,1806,1805,500,1,6,99.69723183391004,78.11418685121107,21.58304498269896,25.026552288266526,49.99349955220707,98.78892733564014,98.1401384083045,82.0,185.5,391.25,758.7000000000003,99.81974166184692,37.54325259515571,16.738754325259517,1.0,2.0,3.0,6.0,77.24099769279347,7,0.3027681660899617,506,21.885813148788927,False,41.1764705882353,19.589624467673246
TruckScenes,paired,0,25-50,vehicle.construction,88,3,3,86,49,49,37,0,2,97.72727272727273,55.68181818181818,42.045454545454554,25.967144515075436,48.061706910286034,93.18181818181817,92.04545454545455,8.0,712.5,2287.75,4065.6999999999994,98.2905982905983,54.54545454545454,54.54545454545454,0.0,10.0,16.25,23.0,66.66666666666666,2,2.2727272727272663,39,44.31818181818182,True,11.764705882352942,1.5098722415795587
TruckScenes,paired,0,25-50,vehicle.motorcycle,15,2,2,15,12,12,3,0,0,100.0,80.0,19.999999999999996,26.033673592842078,49.78879349188685,100.0,100.0,134.5,193.0,325.0,505.19999999999993,100.0,20.0,0.0,1.0,2.0,2.0,3.0,80.55555555555556,0,0.0,3,20.0,True,0.0,0.11614401858304298
TruckScenes,paired,0,25-50,vehicle.other,7,1,1,7,7,7,0,0,0,100.0,100.0,0.0,29.558689323431754,49.928633548765454,100.0,100.0,332.5,400.0,708.5,818.8,100.0,85.71428571428571,71.42857142857143,4.0,5.0,9.0,11.200000000000001,100.0,0,0.0,0,0.0,True,0.0,0.0
TruckScenes,paired,0,25-50,vehicle.trailer,307,51,7,305,279,278,27,1,1,99.3485342019544,90.87947882736157,8.469055374592838,25.01964164537153,49.95013332466951,98.69706840390879,98.69706840390879,138.0,654.0,2769.0,5155.200000000002,97.6470588235294,79.80456026058633,69.38110749185668,3.0,11.0,21.0,32.0,92.98449182599788,2,0.6514657980456064,28,9.120521172638433,False,11.764705882352942,1.084010840108401
TruckScenes,paired,0,25-50,vehicle.train,78,2,1,78,78,78,0,0,0,100.0,100.0,0.0,37.597759063970344,39.76026905350973,100.0,100.0,1028.25,2032.0,3871.75,3896.1,100.0,100.0,52.56410256410257,4.0,5.0,6.0,7.0,100.0,0,0.0,0,0.0,True,0.0,0.0
TruckScenes,paired,0,25-50,vehicle.truck,522,56,10,522,505,505,17,0,0,100.0,96.74329501915709,3.256704980842917,25.001176906087522,49.97153758808258,100.0,99.80842911877394,403.0,946.0,2154.75,3043.2000000000003,100.0,84.48275862068965,70.3065134099617,4.0,7.0,11.0,17.0,98.02419079204793,0,0.0,17,3.256704980842912,False,0.0,0.6581494386372435
TruckScenes,paired,0,50-75,animal,5,1,1,5,1,1,4,0,0,100.0,20.0,80.0,50.67137389204138,72.04119540818425,100.0,20.0,4.0,4.0,4.0,6.4,100.0,0.0,0.0,0.0,0.0,0.0,0.6000000000000001,20.0,0,0.0,4,80.0,True,0.0,0.15278838808250572
TruckScenes,paired,0,50-75,human.pedestrian.adult,152,22,5,152,44,44,108,0,0,100.0,28.947368421052634,71.05263157894737,50.00378110697775,74.85051735969772,96.05263157894737,90.13157894736842,9.75,18.0,31.0,45.900000000000006,100.0,1.3157894736842104,0.0,0.0,0.0,1.0,1.0,29.14830119375573,0,0.0,108,71.05263157894737,False,0.0,4.125286478227655
TruckScenes,paired,0,50-75,human.pedestrian.child,13,2,1,13,4,4,9,0,0,100.0,30.76923076923077,69.23076923076923,50.88155426699383,72.46662048380303,84.61538461538461,53.84615384615385,3.0,9.0,11.0,13.400000000000002,100.0,0.0,0.0,0.0,0.0,1.0,1.0,29.166666666666664,0,0.0,9,69.23076923076923,True,0.0,0.3437738731856379
TruckScenes,paired,0,50-75,human.pedestrian.construction_worker,3,1,1,3,1,1,2,0,0,100.0,33.33333333333333,66.66666666666667,56.289158795257556,70.17672775370616,100.0,100.0,25.5,26.0,28.0,29.2,100.0,0.0,0.0,0.0,0.0,1.0,1.6,33.33333333333333,0,0.0,2,66.66666666666667,True,0.0,0.07639419404125286
TruckScenes,paired,0,50-75,human.pedestrian.stroller,11,1,1,11,2,2,9,0,0,100.0,18.181818181818183,81.81818181818181,50.15835689024644,74.44221855938109,81.81818181818183,63.63636363636363,3.5,5.0,10.0,11.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,18.181818181818183,0,0.0,9,81.81818181818181,True,0.0,0.3437738731856379
TruckScenes,paired,0,50-75,movable_object.barrier,6,1,1,6,1,1,5,0,0,100.0,16.666666666666664,83.33333333333334,56.93946638234874,74.20132157797451,100.0,100.0,19.0,25.5,38.0,45.0,100.0,0.0,0.0,0.0,0.0,0.0,0.5,16.666666666666664,0,0.0,5,83.33333333333334,True,0.0,0.19098548510313215
TruckScenes,paired,0,50-75,movable_object.trafficcone,123,40,2,123,2,2,121,0,0,100.0,1.6260162601626018,98.3739837398374,50.24023522736982,74.76275878874729,95.9349593495935,83.73983739837398,9.0,17.0,31.0,43.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,2.083333333333333,0,0.0,121,98.3739837398374,False,0.0,4.621848739495798
TruckScenes,paired,0,50-75,static_object.traffic_sign,1389,176,8,1380,218,218,1162,0,9,99.35205183585313,15.694744420446364,83.65730741540676,50.021254706555894,74.97734392363266,96.32829373650108,93.73650107991361,14.0,28.0,56.0,121.0,99.1406102955016,2.3038156947444204,0.8639308855291578,0.0,0.0,0.0,1.0,18.066021323087842,9,0.6479481641468681,1171,84.30525557955363,False,26.470588235294116,44.72880061115355
TruckScenes,paired,0,50-75,vehicle.bicycle,5,1,1,5,1,1,4,0,0,100.0,20.0,80.0,50.396554485384264,71.96775341251137,100.0,100.0,15.0,21.0,26.0,26.0,100.0,0.0,0.0,0.0,0.0,0.0,0.6000000000000001,20.0,0,0.0,4,80.0,True,0.0,0.15278838808250572
TruckScenes,paired,0,50-75,vehicle.bus.rigid,103,9,2,103,77,77,26,0,0,100.0,74.75728155339806,25.24271844660194,50.131372010251184,68.70689794333269,98.05825242718447,96.11650485436894,21.5,46.0,90.5,209.2,100.0,35.92233009708738,16.50485436893204,0.5,2.0,3.0,5.0,82.53724989357174,0,0.0,26,25.24271844660194,False,0.0,0.9931245225362872
TruckScenes,paired,0,50-75,vehicle.car,2415,346,9,2390,1332,1329,1061,3,22,98.9648033126294,55.15527950310559,43.80952380952381,50.003136842733674,74.99743290776713,93.99585921325053,90.02070393374741,15.0,39.0,91.0,176.0,98.90500572003462,15.610766045548655,4.720496894409938,0.0,1.0,2.0,3.0,54.84636643772297,25,1.0351966873706004,1083,44.84472049689441,False,73.52941176470588,41.367456073338424
TruckScenes,paired,0,50-75,vehicle.construction,6,1,1,6,6,6,0,0,0,100.0,100.0,0.0,54.38546161796436,71.85918738544329,100.0,100.0,174.5,346.5,556.75,730.0,100.0,66.66666666666666,50.0,2.5,5.5,13.0,15.0,100.0,0,0.0,0,0.0,True,0.0,0.0
TruckScenes,paired,0,50-75,vehicle.motorcycle,11,2,2,11,4,4,7,0,0,100.0,36.36363636363637,63.63636363636363,54.05447521393309,74.20349437103796,100.0,100.0,60.5,73.0,87.5,101.0,100.0,0.0,0.0,0.0,0.0,1.5,2.0,40.0,0,0.0,7,63.63636363636363,True,0.0,0.26737967914438504
TruckScenes,paired,0,50-75,vehicle.other,4,1,1,4,4,4,0,0,0,100.0,100.0,0.0,51.373018620277804,71.02903287437007,100.0,100.0,109.25,209.5,299.75,310.1,100.0,50.0,50.0,1.0,3.0,5.25,5.7,100.0,0,0.0,0,0.0,True,0.0,0.0
TruckScenes,paired,0,50-75,vehicle.trailer,219,50,9,219,181,181,38,0,0,100.0,82.64840182648402,17.35159817351598,50.02185062652864,74.95481534942293,99.08675799086758,97.71689497716895,50.5,196.0,531.0,891.8000000000003,100.0,59.817351598173516,49.31506849315068,1.0,4.0,12.0,26.200000000000017,88.53924963924963,0,0.0,38,17.35159817351598,False,0.0,1.4514896867838045
TruckScenes,paired,0,50-75,vehicle.truck,335,56,10,335,304,304,31,0,0,100.0,90.74626865671642,9.253731343283578,50.01642819599091,74.95232131650849,98.2089552238806,96.41791044776119,103.5,211.0,408.0,738.0000000000001,100.0,71.94029850746269,56.71641791044776,2.0,5.0,8.0,12.600000000000023,94.07677843864819,0,0.0,31,9.253731343283576,False,0.0,1.1841100076394193
TruckScenes,paired,0,75-100,animal,4,1,1,4,0,0,4,0,0,100.0,0.0,100.0,77.50914801167352,94.97110526454708,0.0,0.0,1.75,2.0,2.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,4,100.0,True,0.0,0.18365472910927455
TruckScenes,paired,0,75-100,human.pedestrian.adult,52,12,4,52,7,7,45,0,0,100.0,13.461538461538462,86.53846153846155,75.71902450081326,99.16859936484907,86.53846153846155,73.07692307692307,4.0,9.0,14.0,21.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,7.8273809523809526,0,0.0,45,86.53846153846153,False,0.0,2.0661157024793386
TruckScenes,paired,0,75-100,human.pedestrian.child,2,1,1,2,0,0,2,0,0,100.0,0.0,100.0,75.30125723319784,78.203745561415,100.0,100.0,6.0,7.0,8.0,8.6,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2,100.0,True,0.0,0.09182736455463728
TruckScenes,paired,0,75-100,human.pedestrian.construction_worker,3,1,1,3,1,1,2,0,0,100.0,33.33333333333333,66.66666666666667,77.4477028220229,92.4812566322971,100.0,100.0,16.5,18.0,19.0,19.6,100.0,0.0,0.0,0.0,0.0,0.5,0.8,33.33333333333333,0,0.0,2,66.66666666666667,True,0.0,0.09182736455463728
TruckScenes,paired,0,75-100,human.pedestrian.stroller,8,1,1,8,1,1,7,0,0,100.0,12.5,87.5,77.34163006890107,99.6185042755843,87.5,50.0,3.75,4.5,5.0,5.8999999999999995,100.0,0.0,0.0,0.0,0.0,0.0,0.2999999999999998,12.5,0,0.0,7,87.5,True,0.0,0.3213957759412305
TruckScenes,paired,0,75-100,movable_object.barrier,4,1,1,4,0,0,4,0,0,100.0,0.0,100.0,82.20885557788357,99.04084827219623,100.0,100.0,6.0,10.5,17.5,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,4,100.0,True,0.0,0.18365472910927455
TruckScenes,paired,0,75-100,movable_object.trafficcone,108,41,2,107,1,1,106,0,1,99.07407407407408,0.9259259259259258,98.14814814814814,75.17155454383575,99.9825185788663,82.4074074074074,73.14814814814815,4.0,9.0,15.25,22.299999999999997,99.59349593495935,0.0,0.0,0.0,0.0,0.0,0.0,1.2195121951219512,1,0.9259259259259238,107,99.07407407407408,False,1.4285714285714286,4.912764003673095
TruckScenes,paired,0,75-100,static_object.traffic_sign,852,137,7,842,140,140,702,0,10,98.82629107981221,16.431924882629108,82.3943661971831,75.06674354208533,99.90660891061775,93.66197183098592,87.32394366197182,9.0,18.0,38.0,106.89999999999998,98.52237730104896,2.464788732394366,1.056338028169014,0.0,0.0,0.0,1.0,16.19725969607893,10,1.1737089201877922,712,83.5680751173709,False,14.285714285714286,32.690541781450875
TruckScenes,paired,0,75-100,vehicle.bicycle,8,2,2,8,0,0,8,0,0,100.0,0.0,100.0,75.12164640849626,94.50926254630117,100.0,87.5,10.75,12.0,13.5,18.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,8,100.0,True,0.0,0.3673094582185491
TruckScenes,paired,0,75-100,vehicle.bus.rigid,39,3,3,39,35,35,4,0,0,100.0,89.74358974358975,10.256410256410254,78.47333237710056,98.41536598900674,100.0,100.0,45.5,85.0,172.5,302.8,100.0,61.53846153846154,41.02564102564102,1.5,3.0,6.5,9.400000000000006,80.76923076923079,0,0.0,4,10.256410256410248,True,0.0,0.18365472910927455
TruckScenes,paired,0,75-100,vehicle.car,1940,337,9,1882,718,709,1173,9,49,97.01030927835052,37.01030927835052,60.0,75.00079581872598,99.98738501470419,86.64948453608248,77.5257731958763,5.0,14.0,31.0,60.0,97.15208956110509,5.360824742268041,0.9278350515463918,0.0,0.0,1.0,2.0,36.79114152760168,58,2.989690721649481,1222,62.98969072164948,False,82.85714285714286,56.10651974288338
TruckScenes,paired,0,75-100,vehicle.construction,7,2,1,7,7,7,0,0,0,100.0,100.0,0.0,78.74839067491237,97.10520961958358,100.0,100.0,84.5,103.0,258.5,309.6,100.0,71.42857142857143,42.857142857142854,2.5,3.0,7.5,9.4,100.0,0,0.0,0,0.0,True,0.0,0.0
TruckScenes,paired,0,75-100,vehicle.motorcycle,14,2,2,14,0,0,14,0,0,100.0,0.0,100.0,76.77557203357635,98.91914264580726,100.0,100.0,31.5,40.0,42.0,46.7,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,14,100.0,True,0.0,0.642791551882461
TruckScenes,paired,0,75-100,vehicle.other,3,1,1,3,2,2,1,0,0,100.0,66.66666666666666,33.333333333333336,81.92097501827408,93.04559334189926,100.0,100.0,33.5,52.0,84.0,103.2,100.0,66.66666666666666,0.0,1.5,3.0,3.0,3.0,66.66666666666666,0,0.0,1,33.33333333333334,True,0.0,0.04591368227731864
TruckScenes,paired,0,75-100,vehicle.trailer,141,47,8,141,117,117,24,0,0,100.0,82.97872340425532,17.021276595744684,75.03752028240139,99.99549439560867,97.87234042553192,94.32624113475178,33.0,85.0,180.0,296.0,100.0,53.191489361702125,39.00709219858156,1.0,3.0,7.0,10.0,83.88029228454758,0,0.0,24,17.02127659574468,False,0.0,1.1019283746556474
TruckScenes,paired,0,75-100,vehicle.truck,271,53,9,270,249,249,21,0,1,99.63099630996311,91.88191881918819,7.749077490774914,75.05686799891917,99.92717227731936,99.2619926199262,97.04797047970479,40.0,86.0,214.0,335.0,99.62264150943396,61.99261992619927,36.162361623616235,2.0,3.0,6.0,8.0,89.48613601221814,1,0.36900369003689093,22,8.118081180811814,False,1.4285714285714286,1.0101010101010102
TruckScenes,paired,0,100-150,animal,3,1,1,2,0,0,2,0,1,66.66666666666666,0.0,66.66666666666666,100.44430799804785,117.74985868321315,0.0,0.0,0.5,1.0,1.0,1.0,66.66666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,33.33333333333334,3,100.0,True,0.5405405405405406,0.09523809523809523
TruckScenes,paired,0,100-150,human.pedestrian.adult,109,13,3,106,0,0,106,0,3,97.24770642201835,0.0,97.24770642201835,100.08172428127371,145.57286485667052,61.46788990825688,32.11009174311927,1.0,3.0,5.0,11.0,96.9871794871795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2.7522935779816464,109,100.0,False,1.6216216216216217,3.4603174603174605
TruckScenes,paired,0,100-150,human.pedestrian.construction_worker,6,1,1,6,0,0,6,0,0,100.0,0.0,100.0,100.24382602387756,147.39538134390233,100.0,100.0,8.0,9.0,10.75,12.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,6,100.0,True,0.0,0.19047619047619047
TruckScenes,paired,0,100-150,human.pedestrian.stroller,6,1,1,6,2,2,4,0,0,100.0,33.33333333333333,66.66666666666667,103.07302909921951,122.20962941244964,100.0,33.33333333333333,3.0,3.0,5.25,6.0,100.0,0.0,0.0,0.0,0.0,0.75,1.0,33.33333333333333,0,0.0,4,66.66666666666667,True,0.0,0.12698412698412698
TruckScenes,paired,0,100-150,movable_object.barrier,7,1,1,7,0,0,7,0,0,100.0,0.0,100.0,108.09880185061658,149.36710809144014,57.14285714285714,14.285714285714285,2.0,3.0,3.5,5.200000000000001,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,7,100.0,True,0.0,0.2222222222222222
TruckScenes,paired,0,100-150,movable_object.trafficcone,191,49,2,189,2,2,187,0,2,98.95287958115183,1.0471204188481675,97.90575916230367,100.17272583494284,149.83532562934755,76.43979057591623,57.06806282722513,3.0,5.0,8.0,12.0,99.31972789115646,0.0,0.0,0.0,0.0,0.0,0.0,0.7482993197278912,2,1.0471204188481664,189,98.95287958115183,False,1.0810810810810811,6.0
TruckScenes,paired,0,100-150,static_object.traffic_sign,877,107,7,861,124,124,737,0,16,98.17559863169897,14.139110604332952,84.03648802736603,100.01257789779538,149.98500524582585,86.3169897377423,77.4230330672748,5.0,12.0,30.0,75.39999999999998,98.37579735944222,1.8244013683010263,0.5701254275940707,0.0,0.0,0.0,1.0,14.342858002612607,16,1.8244013683010252,753,85.86088939566704,False,8.64864864864865,23.904761904761905
TruckScenes,paired,0,100-150,vehicle.bicycle,7,1,1,7,3,3,4,0,0,100.0,42.857142857142854,57.14285714285714,100.27061144215484,135.14610743255753,85.71428571428571,71.42857142857143,4.5,6.0,6.5,7.800000000000001,100.0,0.0,0.0,0.0,0.0,1.0,1.0,42.857142857142854,0,0.0,4,57.142857142857146,True,0.0,0.12698412698412698
TruckScenes,paired,0,100-150,vehicle.bus.rigid,30,2,2,30,26,26,4,0,0,100.0,86.66666666666667,13.33333333333333,100.53735197903477,149.3429305914152,100.0,100.0,86.25,106.5,149.5,180.50000000000003,100.0,66.66666666666666,13.333333333333334,2.0,3.0,4.0,5.0,66.66666666666666,0,0.0,4,13.333333333333329,True,0.0,0.12698412698412698
TruckScenes,paired,0,100-150,vehicle.car,2496,335,8,2347,630,615,1732,15,134,94.03044871794873,25.240384615384613,68.7900641025641,100.00365658377392,149.99902983471054,77.60416666666666,62.05929487179487,3.0,7.0,14.0,28.0,93.41311419640932,2.283653846153846,0.2003205128205128,0.0,0.0,1.0,1.0,22.35612146792615,149,5.96955128205127,1866,74.75961538461539,False,80.54054054054055,59.23809523809524
