dataset,variant,margin_m,band_m,category,scene,observations,instances,scenes,lidar_supported,radar_supported,both,lidar_only,radar_only,neither,lidar_percent,radar_percent,difference_pp,min_range_m,max_range_m,lidar_ge_3_percent,lidar_ge_5_percent,lidar_points_p25,lidar_points_p50,lidar_points_p75,lidar_points_p90,lidar_equal_track_percent,radar_ge_3_percent,radar_ge_5_percent,radar_points_p25,radar_points_p50,radar_points_p75,radar_points_p90,radar_equal_track_percent,lidar_unsupported,lidar_missing_percent,radar_unsupported,radar_missing_percent,sparse_cohort
TruckScenes,paired,0,0-25,movable_object.barrier,scene-3f542f89ec5241b6a4e30ca743adcf34-29,2,1,1,2,1,1,1,0,0,100.0,50.0,50.0,21.96524221899977,24.017811046556577,100.0,100.0,129.5,187.0,244.5,279.0,100.0,0.0,0.0,0.25,0.5,0.75,0.9,50.0,0,0.0,1,50.0,True
TruckScenes,paired,0,0-25,movable_object.trafficcone,scene-0044384af3d8494e913fb8b14915239e-3,24,2,1,24,0,0,24,0,0,100.0,0.0,100.0,5.311383325065451,16.039132326771057,83.33333333333334,66.66666666666666,3.0,7.0,15.0,15.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,24,100.0,True
TruckScenes,paired,0,0-25,movable_object.trafficcone,scene-3f542f89ec5241b6a4e30ca743adcf34-29,76,23,1,76,39,39,37,0,0,100.0,51.31578947368421,48.68421052631579,2.6179277868068884,24.970383277162387,97.36842105263158,94.73684210526315,61.75,80.5,144.25,293.0,100.0,3.9473684210526314,0.0,0.0,1.0,1.0,2.0,49.27536231884058,0,0.0,37,48.68421052631579,False
TruckScenes,paired,0,0-25,static_object.traffic_sign,scene-13f4b71b1bd04a9e88747ad8f58a3f67-4,25,8,1,25,13,13,12,0,0,100.0,52.0,48.0,7.8196954274190835,24.184650244001176,100.0,100.0,173.0,276.0,501.0,1044.4,100.0,12.0,8.0,0.0,1.0,1.0,3.200000000000003,45.83333333333333,0,0.0,12,48.0,False
TruckScenes,paired,0,0-25,static_object.traffic_sign,scene-23160c4bff134cdd86b96ee822b4aca9-14,218,18,1,218,107,107,111,0,0,100.0,49.08256880733945,50.917431192660544,2.7865554257479825,24.995558605686654,98.1651376146789,97.70642201834863,131.25,247.5,423.5,787.6000000000001,100.0,7.339449541284404,0.0,0.0,0.0,1.0,2.0,42.6949362366029,0,0.0,111,50.91743119266055,False
TruckScenes,paired,0,0-25,static_object.traffic_sign,scene-3195e3bfd1de4f9ba82f874790c7856c-15,13,5,1,13,6,6,7,0,0,100.0,46.15384615384615,53.84615384615385,8.440820195191364,23.947980417980975,100.0,100.0,89.0,366.0,929.0,1263.8000000000002,100.0,15.384615384615385,7.6923076923076925,0.0,0.0,1.0,2.6000000000000014,41.666666666666664,0,0.0,7,53.84615384615385,True
TruckScenes,paired,0,0-25,static_object.traffic_sign,scene-3f542f89ec5241b6a4e30ca743adcf34-29,60,13,1,60,27,27,33,0,0,100.0,45.0,55.00000000000001,3.605752411335156,24.923891795001364,100.0,100.0,177.75,552.5,1666.25,2395.8000000000006,100.0,13.333333333333334,3.3333333333333335,0.0,0.0,1.0,3.0,41.28205128205128,0,0.0,33,55.0,False
TruckScenes,paired,0,0-25,static_object.traffic_sign,scene-a6a87db5125846bda72ccfc9931ee153-11,234,24,1,233,110,110,123,0,1,99.57264957264957,47.008547008547005,52.56410256410257,4.095284892343524,24.925261393356696,97.86324786324786,97.86324786324786,104.75,216.0,459.0,803.3000000000009,99.72222222222223,9.401709401709402,0.4273504273504274,0.0,0.0,1.0,2.0,48.678902116402114,1,0.42735042735043294,124,52.991452991452995,False
TruckScenes,paired,0,0-25,static_object.traffic_sign,scene-b13542304b244af585a646082c57a079-1,226,13,1,226,74,74,152,0,0,100.0,32.743362831858406,67.25663716814158,7.458807599443169,24.943431886663255,99.5575221238938,98.67256637168141,81.5,210.5,355.0,463.5,100.0,3.982300884955752,0.0,0.0,0.0,1.0,1.5,29.879529721158676,0,0.0,152,67.2566371681416,False
TruckScenes,paired,0,0-25,static_object.traffic_sign,scene-b201f6e737e34c2d87830fc1e2911516-6,2,2,1,2,0,0,2,0,0,100.0,0.0,100.0,23.010243611189864,24.067636755894807,100.0,100.0,275.75,299.5,323.25,337.5,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2,100.0,True
TruckScenes,paired,0,0-25,static_object.traffic_sign,scene-fb64d203d417452f830ca73efed80c41-11,302,22,1,302,170,170,132,0,0,100.0,56.29139072847682,43.70860927152318,3.0663175080497904,24.92663628079184,99.66887417218543,99.66887417218543,122.25,276.5,527.0,983.7,100.0,16.225165562913908,5.629139072847682,0.0,1.0,2.0,4.0,51.18763181263182,0,0.0,132,43.70860927152318,False
TruckScenes,paired,0,0-25,vehicle.bicycle,scene-23160c4bff134cdd86b96ee822b4aca9-14,12,1,1,12,8,8,4,0,0,100.0,66.66666666666666,33.333333333333336,4.230164471046823,23.152697010342408,100.0,100.0,352.0,668.5,1069.25,1294.7,100.0,41.66666666666667,16.666666666666664,0.0,2.0,3.25,4.9,66.66666666666666,0,0.0,4,33.33333333333334,True
TruckScenes,paired,0,0-25,vehicle.bicycle,scene-a6a87db5125846bda72ccfc9931ee153-11,23,6,1,23,16,16,7,0,0,100.0,69.56521739130434,30.434782608695656,11.846942725771626,24.885180871838386,95.65217391304348,91.30434782608695,17.0,84.0,187.5,225.60000000000002,100.0,21.73913043478261,0.0,0.0,1.0,2.0,3.0,60.858585858585855,0,0.0,7,30.434782608695656,False
TruckScenes,paired,0,0-25,vehicle.bicycle,scene-b13542304b244af585a646082c57a079-1,15,1,1,15,11,11,4,0,0,100.0,73.33333333333333,26.66666666666667,16.005535559002794,24.451972543086715,100.0,100.0,331.0,606.0,778.5,871.8,100.0,40.0,13.333333333333334,0.5,2.0,3.5,4.6,73.33333333333333,0,0.0,4,26.66666666666667,True
TruckScenes,paired,0,0-25,vehicle.car,scene-0044384af3d8494e913fb8b14915239e-3,246,12,1,246,236,236,10,0,0,100.0,95.9349593495935,4.0650406504065035,5.71489359083311,24.99391284327793,100.0,100.0,479.0,1033.0,1947.5,2906.5,100.0,52.84552845528455,28.455284552845526,1.0,3.0,5.0,9.0,95.96737936798849,0,0.0,10,4.065040650406502,False
TruckScenes,paired,0,0-25,vehicle.car,scene-13f4b71b1bd04a9e88747ad8f58a3f67-4,57,16,1,57,51,51,6,0,0,100.0,89.47368421052632,10.526315789473683,4.316506583492497,24.6569046284463,100.0,100.0,836.0,1725.0,2761.0,3660.0,100.0,64.91228070175438,47.368421052631575,2.0,4.0,11.0,14.799999999999997,90.52556818181819,0,0.0,6,10.526315789473685,False
TruckScenes,paired,0,0-25,vehicle.car,scene-23160c4bff134cdd86b96ee822b4aca9-14,104,8,1,104,86,86,18,0,0,100.0,82.6923076923077,17.307692307692314,3.215987086639376,24.662042475173916,100.0,100.0,493.25,1136.0,2946.5,4783.8,100.0,56.730769230769226,39.42307692307692,1.0,3.0,7.0,12.0,84.12333683473389,0,0.0,18,17.307692307692307,False
TruckScenes,paired,0,0-25,vehicle.car,scene-3195e3bfd1de4f9ba82f874790c7856c-15,100,25,1,100,84,84,16,0,0,100.0,84.0,16.000000000000004,3.91067820353559,24.968180594543426,100.0,100.0,583.5,1224.0,2395.0,3362.100000000005,100.0,53.0,39.0,1.0,3.0,6.25,11.0,85.20448179271709,0,0.0,16,16.0,False
TruckScenes,paired,0,0-25,vehicle.car,scene-3f542f89ec5241b6a4e30ca743adcf34-29,97,25,1,97,87,87,10,0,0,100.0,89.69072164948454,10.309278350515461,3.1761544499878007,24.92258918938073,100.0,100.0,732.0,1380.0,2677.0,3970.6,100.0,62.88659793814433,53.608247422680414,2.0,5.0,8.0,14.400000000000006,93.6060606060606,0,0.0,10,10.309278350515456,False
TruckScenes,paired,0,0-25,vehicle.car,scene-a6a87db5125846bda72ccfc9931ee153-11,169,25,1,169,161,161,8,0,0,100.0,95.26627218934911,4.7337278106508895,7.4802790359570155,24.993363873837318,99.40828402366864,99.40828402366864,550.0,1065.0,1895.0,2999.4,100.0,82.24852071005917,62.721893491124256,3.0,6.0,9.0,12.200000000000017,97.88636363636364,0,0.0,8,4.73372781065089,False
TruckScenes,paired,0,0-25,vehicle.car,scene-b13542304b244af585a646082c57a079-1,129,10,1,129,122,122,7,0,0,100.0,94.57364341085271,5.426356589147286,4.130717216642478,24.942883786357914,100.0,100.0,946.0,1933.0,2850.0,3492.2000000000003,100.0,73.64341085271317,31.782945736434108,2.0,4.0,5.0,8.0,90.33333333333336,0,0.0,7,5.426356589147289,False
TruckScenes,paired,0,0-25,vehicle.car,scene-b201f6e737e34c2d87830fc1e2911516-6,157,9,1,157,140,140,17,0,0,100.0,89.171974522293,10.828025477707005,3.9102391805194383,24.885324492963118,100.0,100.0,853.0,2052.0,3156.0,4051.4,100.0,51.59235668789809,31.210191082802545,1.0,3.0,5.0,8.0,91.63934395306944,0,0.0,17,10.828025477707001,False
TruckScenes,paired,0,0-25,vehicle.car,scene-fb64d203d417452f830ca73efed80c41-11,164,16,1,164,152,152,12,0,0,100.0,92.6829268292683,7.317073170731703,6.859816654074414,24.976264972350485,99.39024390243902,98.17073170731707,385.75,1083.0,1680.75,2613.3000000000006,100.0,68.29268292682927,48.78048780487805,2.0,4.0,8.0,14.0,96.52527915632754,0,0.0,12,7.317073170731703,False
TruckScenes,paired,0,0-25,vehicle.ego_trailer,scene-0044384af3d8494e913fb8b14915239e-3,39,1,1,39,39,39,0,0,0,100.0,100.0,0.0,5.371014228460056,5.86397189328532,100.0,100.0,13125.0,14096.0,14669.0,14910.800000000001,100.0,97.43589743589743,82.05128205128204,5.0,6.0,7.5,8.0,100.0,0,0.0,0,0.0,True
TruckScenes,paired,0,0-25,vehicle.ego_trailer,scene-23160c4bff134cdd86b96ee822b4aca9-14,39,1,1,39,39,39,0,0,0,100.0,100.0,0.0,4.286715548585185,4.55859674230722,100.0,100.0,16559.0,17992.0,18119.5,18300.4,100.0,100.0,97.43589743589743,8.0,10.0,11.0,13.0,100.0,0,0.0,0,0.0,True
TruckScenes,paired,0,0-25,vehicle.ego_trailer,scene-3195e3bfd1de4f9ba82f874790c7856c-15,39,1,1,39,39,39,0,0,0,100.0,100.0,0.0,4.306420822951274,4.544300901215293,100.0,100.0,10179.0,10989.0,12499.5,14092.0,100.0,100.0,100.0,8.0,8.0,9.0,10.0,100.0,0,0.0,0,0.0,True
TruckScenes,paired,0,0-25,vehicle.ego_trailer,scene-3f542f89ec5241b6a4e30ca743adcf34-29,39,1,1,39,39,39,0,0,0,100.0,100.0,0.0,5.211087290877539,5.442241477675175,100.0,100.0,7476.0,7556.0,10322.0,16391.4,100.0,100.0,87.17948717948718,5.0,6.0,7.0,8.200000000000003,100.0,0,0.0,0,0.0,True
TruckScenes,paired,0,0-25,vehicle.ego_trailer,scene-6be74229febb4aad9e7ae1a37217b231-4,39,1,1,39,16,16,23,0,0,100.0,41.02564102564102,58.97435897435898,4.4219298704801036,4.716352337946357,100.0,100.0,7568.0,7649.0,7740.0,7977.2,100.0,0.0,0.0,0.0,0.0,1.0,1.0,41.02564102564102,0,0.0,23,58.97435897435898,True
TruckScenes,paired,0,0-25,vehicle.ego_trailer,scene-a6a87db5125846bda72ccfc9931ee153-11,39,1,1,39,38,38,1,0,0,100.0,97.43589743589743,2.564102564102566,4.447546264536442,4.82229548417409,100.0,100.0,16465.0,16604.0,16858.0,22944.000000000004,100.0,58.97435897435898,20.51282051282051,2.0,3.0,4.0,5.200000000000003,97.43589743589743,0,0.0,1,2.564102564102569,True
TruckScenes,paired,0,0-25,vehicle.ego_trailer,scene-b13542304b244af585a646082c57a079-1,39,1,1,39,39,39,0,0,0,100.0,100.0,0.0,4.2383829357676595,5.246422123728433,100.0,100.0,5568.5,6071.0,6150.5,6213.2,100.0,100.0,64.1025641025641,4.0,5.0,7.0,8.0,100.0,0,0.0,0,0.0,True
TruckScenes,paired,0,0-25,vehicle.ego_trailer,scene-b201f6e737e34c2d87830fc1e2911516-6,39,1,1,39,39,39,0,0,0,100.0,100.0,0.0,4.79390378185346,4.985671785764886,100.0,100.0,11585.5,12182.0,12516.5,12797.0,100.0,79.48717948717949,28.205128205128204,3.0,4.0,5.0,5.200000000000003,100.0,0,0.0,0,0.0,True
TruckScenes,paired,0,0-25,vehicle.ego_trailer,scene-fb64d203d417452f830ca73efed80c41-11,39,1,1,39,39,39,0,0,0,100.0,100.0,0.0,3.9522519617030465,6.753572107966737,100.0,100.0,17561.0,20506.0,25228.5,26031.600000000002,100.0,94.87179487179486,84.61538461538461,6.0,9.0,11.0,12.200000000000003,100.0,0,0.0,0,0.0,True
TruckScenes,paired,0,0-25,vehicle.motorcycle,scene-13f4b71b1bd04a9e88747ad8f58a3f67-4,11,1,1,11,8,8,3,0,0,100.0,72.72727272727273,27.27272727272727,4.045374541588409,23.927181471337466,100.0,100.0,530.5,1022.0,1776.0,2017.0,100.0,45.45454545454545,45.45454545454545,0.5,1.0,6.0,6.0,72.72727272727273,0,0.0,3,27.272727272727266,True
TruckScenes,paired,0,0-25,vehicle.motorcycle,scene-a6a87db5125846bda72ccfc9931ee153-11,1,1,1,1,1,1,0,0,0,100.0,100.0,0.0,20.875363726416317,20.875363726416317,100.0,100.0,784.0,784.0,784.0,784.0,100.0,0.0,0.0,2.0,2.0,2.0,2.0,100.0,0,0.0,0,0.0,True
TruckScenes,paired,0,0-25,vehicle.other,scene-23160c4bff134cdd86b96ee822b4aca9-14,39,1,1,39,39,39,0,0,0,100.0,100.0,0.0,18.032195212579325,23.80926246243568,100.0,100.0,372.0,416.0,661.0,680.6,100.0,89.74358974358975,33.33333333333333,3.0,4.0,5.0,7.0,100.0,0,0.0,0,0.0,True
TruckScenes,paired,0,0-25,vehicle.trailer,scene-0044384af3d8494e913fb8b14915239e-3,184,9,1,183,181,180,3,1,0,99.45652173913044,98.36956521739131,1.0869565217391242,3.767944817610741,24.96832240953438,97.28260869565217,97.28260869565217,1069.25,3401.0,7323.25,12807.500000000002,99.55555555555556,97.28260869565217,93.47826086956522,11.0,20.5,34.0,49.0,98.8232074438971,1,0.5434782608695627,3,1.6304347826086882,False
TruckScenes,paired,0,0-25,vehicle.trailer,scene-23160c4bff134cdd86b96ee822b4aca9-14,64,3,1,64,64,64,0,0,0,100.0,100.0,0.0,3.4169246296073976,24.411906797887646,100.0,100.0,2298.0,5217.5,8640.5,9851.900000000001,100.0,87.5,82.8125,5.0,8.0,9.0,11.700000000000003,100.0,0,0.0,0,0.0,True
TruckScenes,paired,0,0-25,vehicle.trailer,scene-3195e3bfd1de4f9ba82f874790c7856c-15,13,10,1,13,12,12,1,0,0,100.0,92.3076923076923,7.692307692307687,17.94419223275464,24.09816108250718,100.0,100.0,1194.0,8259.0,13436.0,15928.0,100.0,84.61538461538461,84.61538461538461,9.0,25.0,27.0,33.400000000000006,95.0,0,0.0,1,7.692307692307693,True
TruckScenes,paired,0,0-25,vehicle.trailer,scene-3f542f89ec5241b6a4e30ca743adcf34-29,52,16,1,52,50,50,2,0,0,100.0,96.15384615384616,3.8461538461538436,3.536328817755905,24.678565056230777,98.07692307692307,98.07692307692307,1574.25,4007.5,8859.75,17705.59999999999,100.0,84.61538461538461,71.15384615384616,3.75,12.0,25.25,36.9,99.40476190476191,0,0.0,2,3.8461538461538396,False
TruckScenes,paired,0,0-25,vehicle.trailer,scene-6be74229febb4aad9e7ae1a37217b231-4,39,1,1,39,39,39,0,0,0,100.0,100.0,0.0,18.103193869541553,18.311085673356747,100.0,100.0,4043.0,4089.0,4301.0,4682.2,100.0,84.61538461538461,64.1025641025641,4.0,10.0,15.0,17.0,100.0,0,0.0,0,0.0,True
TruckScenes,paired,0,0-25,vehicle.trailer,scene-fb64d203d417452f830ca73efed80c41-11,28,1,1,28,28,28,0,0,0,100.0,100.0,0.0,5.14506928241201,24.621496059179535,100.0,100.0,29168.25,63963.0,74545.25,75522.0,100.0,100.0,100.0,16.75,25.5,32.0,34.3,100.0,0,0.0,0,0.0,True
TruckScenes,paired,0,0-25,vehicle.train,scene-6be74229febb4aad9e7ae1a37217b231-4,117,3,1,117,117,117,0,0,0,100.0,100.0,0.0,9.416005253122728,14.723361559912423,100.0,100.0,13248.0,24703.0,41491.0,41539.0,100.0,100.0,100.0,10.0,19.0,21.0,23.0,100.0,0,0.0,0,0.0,True
TruckScenes,paired,0,0-25,vehicle.truck,scene-0044384af3d8494e913fb8b14915239e-3,173,8,1,173,170,170,3,0,0,100.0,98.26589595375722,1.7341040462427793,4.361275837976843,24.780260352624797,98.84393063583815,98.26589595375722,1190.0,3986.0,9937.0,16137.8,100.0,91.32947976878613,82.08092485549133,6.0,11.0,21.0,30.0,97.8442513368984,0,0.0,3,1.734104046242777,False
TruckScenes,paired,0,0-25,vehicle.truck,scene-23160c4bff134cdd86b96ee822b4aca9-14,12,1,1,12,12,12,0,0,0,100.0,100.0,0.0,4.612927912873501,23.18536682329357,100.0,100.0,1091.75,2181.5,5053.0,10583.800000000001,100.0,100.0,66.66666666666666,3.75,6.5,10.5,13.8,100.0,0,0.0,0,0.0,True
TruckScenes,paired,0,0-25,vehicle.truck,scene-3195e3bfd1de4f9ba82f874790c7856c-15,11,8,1,11,11,11,0,0,0,100.0,100.0,0.0,18.49008892001708,24.82000429897186,100.0,100.0,2895.5,3952.0,6100.5,7929.0,100.0,100.0,100.0,11.0,11.0,16.0,21.0,100.0,0,0.0,0,0.0,True
TruckScenes,paired,0,0-25,vehicle.truck,scene-3f542f89ec5241b6a4e30ca743adcf34-29,21,11,1,21,21,21,0,0,0,100.0,100.0,0.0,11.899294813578383,24.388347855262136,100.0,100.0,3761.0,6589.0,10286.0,11249.0,100.0,100.0,100.0,15.0,18.0,24.0,29.0,100.0,0,0.0,0,0.0,False
TruckScenes,paired,0,0-25,vehicle.truck,scene-6be74229febb4aad9e7ae1a37217b231-4,2,1,1,2,2,2,0,0,0,100.0,100.0,0.0,24.8780683703156,24.98505764073589,100.0,100.0,219.75,234.5,249.25,258.1,100.0,50.0,0.0,2.25,2.5,2.75,2.9,100.0,0,0.0,0,0.0,True
TruckScenes,paired,0,0-25,vehicle.truck,scene-a6a87db5125846bda72ccfc9931ee153-11,2,1,1,2,2,2,0,0,0,100.0,100.0,0.0,21.051658372910392,24.85533737820275,100.0,100.0,3144.25,3585.5,4026.75,4291.5,100.0,100.0,100.0,12.75,13.5,14.25,14.7,100.0,0,0.0,0,0.0,True
TruckScenes,paired,0,0-25,vehicle.truck,scene-b13542304b244af585a646082c57a079-1,48,3,1,48,48,48,0,0,0,100.0,100.0,0.0,5.3152459885130945,24.723186762589755,100.0,100.0,6616.5,17687.0,61219.5,79292.2,100.0,95.83333333333334,95.83333333333334,13.75,18.0,27.25,34.300000000000004,100.0,0,0.0,0,0.0,True
TruckScenes,paired,0,0-25,vehicle.truck,scene-b201f6e737e34c2d87830fc1e2911516-6,18,1,1,18,18,18,0,0,0,100.0,100.0,0.0,20.047717968781672,24.820646505760056,100.0,100.0,5860.75,6097.0,6713.5,8948.1,100.0,100.0,100.0,15.5,27.0,30.75,32.3,100.0,0,0.0,0,0.0,True
TruckScenes,paired,0,0-25,vehicle.truck,scene-fb64d203d417452f830ca73efed80c41-11,52,3,1,52,52,52,0,0,0,100.0,100.0,0.0,8.193621293957236,24.855788497362088,100.0,100.0,3277.25,7346.5,39342.75,51767.1,100.0,100.0,96.15384615384616,12.0,18.0,25.0,31.0,100.0,0,0.0,0,0.0,True
TruckScenes,paired,0,25-50,animal,scene-23160c4bff134cdd86b96ee822b4aca9-14,7,1,1,7,1,1,6,0,0,100.0,14.285714285714285,85.71428571428572,26.24421595762759,45.431496390879126,100.0,100.0,10.0,12.0,16.0,25.400000000000006,100.0,0.0,0.0,0.0,0.0,0.0,0.40000000000000036,14.285714285714285,0,0.0,6,85.71428571428572,True
TruckScenes,paired,0,25-50,human.pedestrian.adult,scene-0044384af3d8494e913fb8b14915239e-3,30,4,1,29,2,2,27,0,1,96.66666666666667,6.666666666666667,90.0,25.8868289343017,48.7079251772679,96.66666666666667,96.66666666666667,46.0,66.5,101.0,158.4,87.5,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1,3.3333333333333286,28,93.33333333333333,True
TruckScenes,paired,0,25-50,human.pedestrian.adult,scene-23160c4bff134cdd86b96ee822b4aca9-14,106,5,1,106,56,56,50,0,0,100.0,52.83018867924528,47.16981132075472,25.055973351526568,49.30626924349821,99.05660377358491,98.11320754716981,38.0,67.0,113.75,159.0,100.0,13.20754716981132,3.7735849056603774,0.0,1.0,2.0,3.0,55.10507036822826,0,0.0,50,47.16981132075472,False
TruckScenes,paired,0,25-50,human.pedestrian.adult,scene-a6a87db5125846bda72ccfc9931ee153-11,62,6,1,62,19,19,43,0,0,100.0,30.64516129032258,69.35483870967742,25.085547399673803,49.90446462513849,93.54838709677419,93.54838709677419,24.25,40.5,105.25,255.39999999999998,100.0,0.0,0.0,0.0,0.0,1.0,1.0,22.857142857142858,0,0.0,43,69.35483870967742,False
TruckScenes,paired,0,25-50,human.pedestrian.adult,scene-b13542304b244af585a646082c57a079-1,239,11,1,238,108,108,130,0,1,99.581589958159,45.18828451882845,54.39330543933054,25.00266046359932,49.66605451952942,98.32635983263597,96.23430962343096,41.5,75.0,95.0,119.80000000000007,99.60474308300394,2.928870292887029,0.41841004184100417,0.0,0.0,1.0,2.0,45.89194533488863,1,0.4184100418409997,131,54.81171548117155,False
TruckScenes,paired,0,25-50,human.pedestrian.adult,scene-fb64d203d417452f830ca73efed80c41-11,19,2,1,19,5,5,14,0,0,100.0,26.31578947368421,73.6842105263158,25.033332750053617,49.38759551023432,100.0,100.0,71.0,91.0,143.0,254.79999999999995,100.0,0.0,0.0,0.0,0.0,0.5,1.0,13.88888888888889,0,0.0,14,73.6842105263158,True
TruckScenes,paired,0,25-50,human.pedestrian.child,scene-23160c4bff134cdd86b96ee822b4aca9-14,31,2,1,30,21,20,10,1,0,96.7741935483871,67.74193548387096,29.032258064516135,25.5403196353695,49.92841766747102,93.54838709677419,90.32258064516128,12.5,28.0,130.5,190.0,97.22222222222221,16.129032258064516,3.225806451612903,0.0,1.0,2.0,4.0,65.8119658119658,1,3.225806451612897,10,32.25806451612904,True
TruckScenes,paired,0,25-50,human.pedestrian.child,scene-a6a87db5125846bda72ccfc9931ee153-11,18,2,1,18,0,0,18,0,0,100.0,0.0,100.0,25.061226211189545,42.331798592893655,100.0,100.0,13.5,27.5,45.75,51.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,18,100.0,True
TruckScenes,paired,0,25-50,human.pedestrian.construction_worker,scene-3f542f89ec5241b6a4e30ca743adcf34-29,3,1,1,3,3,3,0,0,0,100.0,100.0,0.0,38.39776118803819,49.742315202315375,100.0,100.0,41.5,44.0,50.0,53.6,100.0,33.33333333333333,0.0,2.0,2.0,2.5,2.8,100.0,0,0.0,0,0.0,True
TruckScenes,paired,0,25-50,human.pedestrian.construction_worker,scene-6be74229febb4aad9e7ae1a37217b231-4,146,4,1,146,44,44,102,0,0,100.0,30.136986301369863,69.86301369863014,25.026148264819447,46.851385344842264,100.0,100.0,47.0,91.5,172.0,214.5,100.0,6.164383561643835,1.36986301369863,0.0,0.0,1.0,1.0,30.636604774535805,0,0.0,102,69.86301369863014,True
