sample_token,channel,sample_data_token,calibration_token,acquisition_pose_token,reference_pose_token,sensor_offset_ms
a574551be31547e4b7c78ff87c75abb3,LIDAR_TOP_FRONT,9c44296a342a4894a02eacb38b984099,f994daad50a14ac49f1468d66eb8db62,e312e478556b4552a4c6bceb4599b629,e312e478556b4552a4c6bceb4599b629,2.459
a574551be31547e4b7c78ff87c75abb3,LIDAR_TOP_LEFT,ac40742882b84b2fb33516bd48c3f158,373fca46a765439794d1ecbb5839a161,3ab9a56d98ea4a059ba9a0065879ded9,e312e478556b4552a4c6bceb4599b629,-22.093
a574551be31547e4b7c78ff87c75abb3,LIDAR_TOP_RIGHT,216eb1a948b04ca5837a248aa43f02e8,f8849496a35c4af599b8e598afda166d,815f55e79de24ba38660ac2bc4aa630d,e312e478556b4552a4c6bceb4599b629,27.953
a574551be31547e4b7c78ff87c75abb3,RADAR_LEFT_BACK,4010b26ca9fa4f60bd922f5268a6ccb5,326989c743c948bf86229f525d0deb2d,edba5e2f6d0143dbb0e947ea55aa5a5c,e312e478556b4552a4c6bceb4599b629,-45.971
a574551be31547e4b7c78ff87c75abb3,RADAR_LEFT_FRONT,5f143e5c23ac409191096aa1921f19b9,5e6c5afaa842478db6066e9de8dec1ef,e312e478556b4552a4c6bceb4599b629,e312e478556b4552a4c6bceb4599b629,5.075
a574551be31547e4b7c78ff87c75abb3,RADAR_LEFT_SIDE,2f9eda6afc4245ab8bd02a0380b5a27b,cbecfab3ced24bbeab0a1b1bdd4375a8,e312e478556b4552a4c6bceb4599b629,e312e478556b4552a4c6bceb4599b629,6.323
a574551be31547e4b7c78ff87c75abb3,RADAR_RIGHT_BACK,0bf39c908520444a899cd5afd11d85e9,f2c73d43e0994ee8a16f930860856c0e,e312e478556b4552a4c6bceb4599b629,e312e478556b4552a4c6bceb4599b629,4.841
a574551be31547e4b7c78ff87c75abb3,RADAR_RIGHT_FRONT,2b99397ba7be46cb8c94ac8557f291d4,3126c35b164c459d85e0a0555ccba628,e312e478556b4552a4c6bceb4599b629,e312e478556b4552a4c6bceb4599b629,6.277
a574551be31547e4b7c78ff87c75abb3,RADAR_RIGHT_SIDE,699a72dafe704ef398dbf5f61fc6b584,8bef64c60da74778a5b9ef975c97edb7,edba5e2f6d0143dbb0e947ea55aa5a5c,e312e478556b4552a4c6bceb4599b629,-46.093
1393759bf6ff4f8e88deff0da0dc2aca,LIDAR_LEFT,c83b469edb6649b8a669e3f95056106e,2e6c7b7b7ceb4f69be01f9006cedf58f,543e60eb3237457fa17b56951ad8fa8d,e6b808d1903643f291e4925b66b81868,-10.647
1393759bf6ff4f8e88deff0da0dc2aca,LIDAR_REAR,43ae0eb14af94524ac5548680b51bdc2,7198b581279c431bad450deaf7669f87,377e37b10ddc462587924c7edd5ee8f9,e6b808d1903643f291e4925b66b81868,-47.639
1393759bf6ff4f8e88deff0da0dc2aca,LIDAR_RIGHT,b2026803c3c54d09aae027b1b60fd021,aefabf5dd96744beb296b9881d60ff8b,d8c2faee2797427e9517e5b06c517270,e6b808d1903643f291e4925b66b81868,14.51
1393759bf6ff4f8e88deff0da0dc2aca,LIDAR_TOP_FRONT,c6a2b13086174599aa174eb36b9144dc,f994daad50a14ac49f1468d66eb8db62,e6b808d1903643f291e4925b66b81868,e6b808d1903643f291e4925b66b81868,2.738
1393759bf6ff4f8e88deff0da0dc2aca,LIDAR_TOP_LEFT,cebb613213a9483fae24fc76f13f96c3,373fca46a765439794d1ecbb5839a161,6d06bf8a25744f88bcbc5668c4829a47,e6b808d1903643f291e4925b66b81868,-21.621
1393759bf6ff4f8e88deff0da0dc2aca,LIDAR_TOP_RIGHT,387242cd94e9405ab56cd8d4fc379604,f8849496a35c4af599b8e598afda166d,f8803ccff39045cfae6d4684085d73ba,e6b808d1903643f291e4925b66b81868,28.388
1393759bf6ff4f8e88deff0da0dc2aca,RADAR_LEFT_BACK,7358da826c1e45edbff0c495a9387930,326989c743c948bf86229f525d0deb2d,e6b808d1903643f291e4925b66b81868,e6b808d1903643f291e4925b66b81868,8.145
1393759bf6ff4f8e88deff0da0dc2aca,RADAR_LEFT_FRONT,e5fc2221d1f049999f5c5d61dc051ca7,5e6c5afaa842478db6066e9de8dec1ef,e6b808d1903643f291e4925b66b81868,e6b808d1903643f291e4925b66b81868,8.003
1393759bf6ff4f8e88deff0da0dc2aca,RADAR_LEFT_SIDE,edca8880c6994da8b816767d88bb8d9e,cbecfab3ced24bbeab0a1b1bdd4375a8,377e37b10ddc462587924c7edd5ee8f9,e6b808d1903643f291e4925b66b81868,-42.173
1393759bf6ff4f8e88deff0da0dc2aca,RADAR_RIGHT_BACK,5ddaefca4ea649cfad2fbd7b22e8116b,f2c73d43e0994ee8a16f930860856c0e,e6b808d1903643f291e4925b66b81868,e6b808d1903643f291e4925b66b81868,7.726
1393759bf6ff4f8e88deff0da0dc2aca,RADAR_RIGHT_FRONT,81905b94971b44689e3944abbdc96854,3126c35b164c459d85e0a0555ccba628,e6b808d1903643f291e4925b66b81868,e6b808d1903643f291e4925b66b81868,4.508
1393759bf6ff4f8e88deff0da0dc2aca,RADAR_RIGHT_SIDE,120882665c354a1985b20a7b2adfda6f,8bef64c60da74778a5b9ef975c97edb7,e6b808d1903643f291e4925b66b81868,e6b808d1903643f291e4925b66b81868,7.862
368662645c194921b716c026347db664,LIDAR_LEFT,baacf91e37494104b86e95f5b76384a9,2e6c7b7b7ceb4f69be01f9006cedf58f,dc7428b068ed4e39bddeb4e17e5b69b8,fd62fbe49d334c1d9093a29444cfb90a,-10.656
368662645c194921b716c026347db664,LIDAR_REAR,d7afd97881304dc39d303e9878812540,7198b581279c431bad450deaf7669f87,2234476a8d594904ba121842fef8b673,fd62fbe49d334c1d9093a29444cfb90a,-47.886
368662645c194921b716c026347db664,LIDAR_RIGHT,4013e4b04b9c49419cdd0eaa2cf229e4,aefabf5dd96744beb296b9881d60ff8b,ba1e4451b1b14bb99a5ab3a6b7dc60f2,fd62fbe49d334c1d9093a29444cfb90a,14.572
368662645c194921b716c026347db664,LIDAR_TOP_FRONT,56d5d38f3dad4426ab7fa18026af4e16,f994daad50a14ac49f1468d66eb8db62,fd62fbe49d334c1d9093a29444cfb90a,fd62fbe49d334c1d9093a29444cfb90a,2.515
368662645c194921b716c026347db664,LIDAR_TOP_LEFT,9cf5181283aa48af9ce6327d488a8f34,373fca46a765439794d1ecbb5839a161,d2969ff5f5fd479fbb327319dfb1264e,fd62fbe49d334c1d9093a29444cfb90a,-21.999
368662645c194921b716c026347db664,LIDAR_TOP_RIGHT,e91c6ad648454d54861d85502d5bd80e,f8849496a35c4af599b8e598afda166d,67b58af0356a44f9ac7c3877da2ab471,fd62fbe49d334c1d9093a29444cfb90a,28.111
368662645c194921b716c026347db664,RADAR_LEFT_BACK,28d0c495996b4522a4a74d99e3116e55,326989c743c948bf86229f525d0deb2d,fd62fbe49d334c1d9093a29444cfb90a,fd62fbe49d334c1d9093a29444cfb90a,3.792
368662645c194921b716c026347db664,RADAR_LEFT_FRONT,be97081dcf72410da863bbca5527732b,5e6c5afaa842478db6066e9de8dec1ef,fd62fbe49d334c1d9093a29444cfb90a,fd62fbe49d334c1d9093a29444cfb90a,4.032
368662645c194921b716c026347db664,RADAR_LEFT_SIDE,165217ff9fda4d43978b29b7b854e6cf,cbecfab3ced24bbeab0a1b1bdd4375a8,fd62fbe49d334c1d9093a29444cfb90a,fd62fbe49d334c1d9093a29444cfb90a,4.994
368662645c194921b716c026347db664,RADAR_RIGHT_BACK,e3ff209fc56341dba068edf177fdd3f1,f2c73d43e0994ee8a16f930860856c0e,fd62fbe49d334c1d9093a29444cfb90a,fd62fbe49d334c1d9093a29444cfb90a,3.774
368662645c194921b716c026347db664,RADAR_RIGHT_FRONT,60ffdc0fb0f34c83b12b405d0f309c4d,3126c35b164c459d85e0a0555ccba628,fd62fbe49d334c1d9093a29444cfb90a,fd62fbe49d334c1d9093a29444cfb90a,4.94
368662645c194921b716c026347db664,RADAR_RIGHT_SIDE,8d5fd0ad0297477782a658c837831a3c,8bef64c60da74778a5b9ef975c97edb7,fd62fbe49d334c1d9093a29444cfb90a,fd62fbe49d334c1d9093a29444cfb90a,3.952
a42b482121464aa795d24f55400c574f,LIDAR_LEFT,a3bb413a27de45b29d1b6d15bb512fc9,2e6c7b7b7ceb4f69be01f9006cedf58f,d422c9e6ae4b47eb94d328cfb9b059f3,5b49ae62273a4ca599972767be5a6c7b,-10.643
a42b482121464aa795d24f55400c574f,LIDAR_REAR,43298e5de6b84061a450b52066e9764b,7198b581279c431bad450deaf7669f87,9a2ca262e545417592c59ca461ff5264,5b49ae62273a4ca599972767be5a6c7b,-48.259
a42b482121464aa795d24f55400c574f,LIDAR_RIGHT,abe808ddf6e44ca580f925c3b69718ee,aefabf5dd96744beb296b9881d60ff8b,026b7ef3fd4e47bc9312363d38115b99,5b49ae62273a4ca599972767be5a6c7b,14.018
a42b482121464aa795d24f55400c574f,LIDAR_TOP_FRONT,de807f8837154267b1397e76649f4193,f994daad50a14ac49f1468d66eb8db62,5b49ae62273a4ca599972767be5a6c7b,5b49ae62273a4ca599972767be5a6c7b,2.484
a42b482121464aa795d24f55400c574f,LIDAR_TOP_LEFT,618c93d05faa42b9b7e5e36028f8691f,373fca46a765439794d1ecbb5839a161,6c287efb77d6400f957f79542d6c3161,5b49ae62273a4ca599972767be5a6c7b,-22.013
a42b482121464aa795d24f55400c574f,LIDAR_TOP_RIGHT,c13aad7dd6854c7d8105dfdfa750ddb1,f8849496a35c4af599b8e598afda166d,e9b9f7ed01cb47a6af386c2653e2baa0,5b49ae62273a4ca599972767be5a6c7b,28.101
a42b482121464aa795d24f55400c574f,RADAR_LEFT_BACK,fc5be5ef9bed475488b2a9e9e83d9d61,326989c743c948bf86229f525d0deb2d,5b49ae62273a4ca599972767be5a6c7b,5b49ae62273a4ca599972767be5a6c7b,5.813
a42b482121464aa795d24f55400c574f,RADAR_LEFT_FRONT,eea15ef65ca847e3bad72da1df2e74be,5e6c5afaa842478db6066e9de8dec1ef,5b49ae62273a4ca599972767be5a6c7b,5b49ae62273a4ca599972767be5a6c7b,6.243
a42b482121464aa795d24f55400c574f,RADAR_LEFT_SIDE,4330c46ad2de4d1889c36536103143bc,cbecfab3ced24bbeab0a1b1bdd4375a8,5b49ae62273a4ca599972767be5a6c7b,5b49ae62273a4ca599972767be5a6c7b,7.482
a42b482121464aa795d24f55400c574f,RADAR_RIGHT_BACK,5db407cf84714a359477dd591aebd4f1,f2c73d43e0994ee8a16f930860856c0e,5b49ae62273a4ca599972767be5a6c7b,5b49ae62273a4ca599972767be5a6c7b,5.803
a42b482121464aa795d24f55400c574f,RADAR_RIGHT_FRONT,d2c35f96b3ef412284bdfdd6a919a377,3126c35b164c459d85e0a0555ccba628,5b49ae62273a4ca599972767be5a6c7b,5b49ae62273a4ca599972767be5a6c7b,7.427
a42b482121464aa795d24f55400c574f,RADAR_RIGHT_SIDE,dc59b85dde3c40679dc56e69111a4443,8bef64c60da74778a5b9ef975c97edb7,5b49ae62273a4ca599972767be5a6c7b,5b49ae62273a4ca599972767be5a6c7b,5.803
814d7dd86f1a47e28385ee434cdb6b1a,LIDAR_LEFT,8b0812b4dac54df1bc5238a594a3f033,2e6c7b7b7ceb4f69be01f9006cedf58f,9dd4847761af421b86852aa7c2ff096d,dd670f6b57bc47f99517972edf0dd32f,-10.644
814d7dd86f1a47e28385ee434cdb6b1a,LIDAR_REAR,903aa7d502774c5688190b38bed5d6e1,7198b581279c431bad450deaf7669f87,e47e705a9963405ab01fe41da40280ab,dd670f6b57bc47f99517972edf0dd32f,-47.689
814d7dd86f1a47e28385ee434cdb6b1a,LIDAR_RIGHT,a1d2c0a63e344dd19261b0cf9c5ed07e,aefabf5dd96744beb296b9881d60ff8b,cf536e623c64491483ec82292ff48ab3,dd670f6b57bc47f99517972edf0dd32f,14.056
814d7dd86f1a47e28385ee434cdb6b1a,LIDAR_TOP_FRONT,12f738c4cbf54c34b4c734c892b0f538,f994daad50a14ac49f1468d66eb8db62,dd670f6b57bc47f99517972edf0dd32f,dd670f6b57bc47f99517972edf0dd32f,2.339
814d7dd86f1a47e28385ee434cdb6b1a,LIDAR_TOP_LEFT,3507a7bbb410410bb1620844d57c3edc,373fca46a765439794d1ecbb5839a161,9edfe4e7b41c4032898d7d0214223359,dd670f6b57bc47f99517972edf0dd32f,-21.919
814d7dd86f1a47e28385ee434cdb6b1a,LIDAR_TOP_RIGHT,207278f4afdc4c52ab1b1416f02dc19c,f8849496a35c4af599b8e598afda166d,aa645964c11d4cf098526851b0693547,dd670f6b57bc47f99517972edf0dd32f,28.136
814d7dd86f1a47e28385ee434cdb6b1a,RADAR_LEFT_BACK,e2aee99571fd4547af62a7b4585cf275,326989c743c948bf86229f525d0deb2d,dd670f6b57bc47f99517972edf0dd32f,dd670f6b57bc47f99517972edf0dd32f,7.466
814d7dd86f1a47e28385ee434cdb6b1a,RADAR_LEFT_FRONT,6d64940f26964d6ba133aa4696733a47,5e6c5afaa842478db6066e9de8dec1ef,dd670f6b57bc47f99517972edf0dd32f,dd670f6b57bc47f99517972edf0dd32f,7.416
814d7dd86f1a47e28385ee434cdb6b1a,RADAR_LEFT_SIDE,16a81286a21949d99987c3d35dca688e,cbecfab3ced24bbeab0a1b1bdd4375a8,dd670f6b57bc47f99517972edf0dd32f,dd670f6b57bc47f99517972edf0dd32f,4.154
814d7dd86f1a47e28385ee434cdb6b1a,RADAR_RIGHT_BACK,13fb3701dcff4b8cacde062858356a92,f2c73d43e0994ee8a16f930860856c0e,dd670f6b57bc47f99517972edf0dd32f,dd670f6b57bc47f99517972edf0dd32f,7.536
814d7dd86f1a47e28385ee434cdb6b1a,RADAR_RIGHT_FRONT,ce59a3a3f77f4628979f16f980e929f7,3126c35b164c459d85e0a0555ccba628,dd670f6b57bc47f99517972edf0dd32f,dd670f6b57bc47f99517972edf0dd32f,4.132
814d7dd86f1a47e28385ee434cdb6b1a,RADAR_RIGHT_SIDE,2b975c169b45488ea7b8f5ac0a81680c,8bef64c60da74778a5b9ef975c97edb7,e47e705a9963405ab01fe41da40280ab,dd670f6b57bc47f99517972edf0dd32f,-44.038
a1bcff3507ba48d991ec098093d75394,LIDAR_LEFT,5c7b5f4519674b00ba8c047719307ef4,2e6c7b7b7ceb4f69be01f9006cedf58f,e70de2cd3ca34ecebdf0ee25f0317cf7,240d9644de824630a84000568fe7e420,-10.643
a1bcff3507ba48d991ec098093d75394,LIDAR_REAR,b75f1e25919842cabc11e0f57538b7c5,7198b581279c431bad450deaf7669f87,5e4f77d5e8d74f4687255eed07ab47f5,240d9644de824630a84000568fe7e420,-47.733
a1bcff3507ba48d991ec098093d75394,LIDAR_RIGHT,4c58ae5b8bda479987df50ae3ddf4987,aefabf5dd96744beb296b9881d60ff8b,99d8f04f11db4e0488477211c49f10c7,240d9644de824630a84000568fe7e420,14.123
a1bcff3507ba48d991ec098093d75394,LIDAR_TOP_FRONT,1441adeec84641fcbf5eaab00a884332,f994daad50a14ac49f1468d66eb8db62,240d9644de824630a84000568fe7e420,240d9644de824630a84000568fe7e420,3.117
a1bcff3507ba48d991ec098093d75394,LIDAR_TOP_LEFT,c5fad051047147f0bb634492407a87d4,373fca46a765439794d1ecbb5839a161,5c0b8e039ab446a08520be8b53fa1b4d,240d9644de824630a84000568fe7e420,-21.801
a1bcff3507ba48d991ec098093d75394,LIDAR_TOP_RIGHT,12537298c2d84e7f8343d58a333007d1,f8849496a35c4af599b8e598afda166d,93f6a91fe7a54227b9431bfd822d6eaa,240d9644de824630a84000568fe7e420,28.21
a1bcff3507ba48d991ec098093d75394,RADAR_LEFT_BACK,3102cf451b99425fb0339776382b2a51,326989c743c948bf86229f525d0deb2d,240d9644de824630a84000568fe7e420,240d9644de824630a84000568fe7e420,4.769
a1bcff3507ba48d991ec098093d75394,RADAR_LEFT_FRONT,b91349ca25a849febf05bb7f08cc97c1,5e6c5afaa842478db6066e9de8dec1ef,5e4f77d5e8d74f4687255eed07ab47f5,240d9644de824630a84000568fe7e420,-42.536
a1bcff3507ba48d991ec098093d75394,RADAR_LEFT_SIDE,3e6b9767fc854037932d0c8ac2fd0e80,cbecfab3ced24bbeab0a1b1bdd4375a8,240d9644de824630a84000568fe7e420,240d9644de824630a84000568fe7e420,6.36
a1bcff3507ba48d991ec098093d75394,RADAR_RIGHT_BACK,859e00b5743b4546ad524f5633f2720e,f2c73d43e0994ee8a16f930860856c0e,240d9644de824630a84000568fe7e420,240d9644de824630a84000568fe7e420,4.867
a1bcff3507ba48d991ec098093d75394,RADAR_RIGHT_FRONT,f9bdc3c2883d4c56a305c4480ee4d244,3126c35b164c459d85e0a0555ccba628,240d9644de824630a84000568fe7e420,240d9644de824630a84000568fe7e420,6.268
a1bcff3507ba48d991ec098093d75394,RADAR_RIGHT_SIDE,04d6ae57b37c409bbfceb3febd0a8784,8bef64c60da74778a5b9ef975c97edb7,5e4f77d5e8d74f4687255eed07ab47f5,240d9644de824630a84000568fe7e420,-42.409
8a5f89a6ebaa4d75aa70bf4b31734ea5,LIDAR_LEFT,a7e3036591df4f52990e01d46ebfae90,2e6c7b7b7ceb4f69be01f9006cedf58f,7a85c345b60246d3b8ba9f51e84b5f63,c61455280e9c4167adf0bf23112b8e9b,-10.652
8a5f89a6ebaa4d75aa70bf4b31734ea5,LIDAR_REAR,4fdf9ea72f924e6295713609bf0e54bd,7198b581279c431bad450deaf7669f87,72b494c9b6c4423db7c567eee7c46e4d,c61455280e9c4167adf0bf23112b8e9b,-47.973
8a5f89a6ebaa4d75aa70bf4b31734ea5,LIDAR_RIGHT,e317389976a746b5814aa1ad252f83be,aefabf5dd96744beb296b9881d60ff8b,8e1b1ab5cadc4a6b87f8c03772c898f4,c61455280e9c4167adf0bf23112b8e9b,14.529
8a5f89a6ebaa4d75aa70bf4b31734ea5,LIDAR_TOP_FRONT,56981e386ad346d7867e53c5c32bffb6,f994daad50a14ac49f1468d66eb8db62,c61455280e9c4167adf0bf23112b8e9b,c61455280e9c4167adf0bf23112b8e9b,3.093
8a5f89a6ebaa4d75aa70bf4b31734ea5,LIDAR_TOP_LEFT,628441ac9cf14bd0ad0e40eafa670b65,373fca46a765439794d1ecbb5839a161,525d0fc9d0e2490e9e66dd1d6e69d013,c61455280e9c4167adf0bf23112b8e9b,-22.106
8a5f89a6ebaa4d75aa70bf4b31734ea5,LIDAR_TOP_RIGHT,42275fdb3b364851bd40402ea91d730f,f8849496a35c4af599b8e598afda166d,cf9ae714f6464ed4a0cb3b835264cabc,c61455280e9c4167adf0bf23112b8e9b,28.046
8a5f89a6ebaa4d75aa70bf4b31734ea5,RADAR_LEFT_BACK,88b31af282364bcc9c217f5864e11a62,326989c743c948bf86229f525d0deb2d,c61455280e9c4167adf0bf23112b8e9b,c61455280e9c4167adf0bf23112b8e9b,6.295
8a5f89a6ebaa4d75aa70bf4b31734ea5,RADAR_LEFT_FRONT,9cc4ee1d329b457bbe71099b355229e2,5e6c5afaa842478db6066e9de8dec1ef,c61455280e9c4167adf0bf23112b8e9b,c61455280e9c4167adf0bf23112b8e9b,5.951
8a5f89a6ebaa4d75aa70bf4b31734ea5,RADAR_LEFT_SIDE,5a74e31547c64292874a035e590df7e2,cbecfab3ced24bbeab0a1b1bdd4375a8,72b494c9b6c4423db7c567eee7c46e4d,c61455280e9c4167adf0bf23112b8e9b,-43.662
8a5f89a6ebaa4d75aa70bf4b31734ea5,RADAR_RIGHT_BACK,74a6504f88654c52b901675b34116efb,f2c73d43e0994ee8a16f930860856c0e,c61455280e9c4167adf0bf23112b8e9b,c61455280e9c4167adf0bf23112b8e9b,6.086
8a5f89a6ebaa4d75aa70bf4b31734ea5,RADAR_RIGHT_FRONT,8726900e56924781b457274e83fd7df5,3126c35b164c459d85e0a0555ccba628,c61455280e9c4167adf0bf23112b8e9b,c61455280e9c4167adf0bf23112b8e9b,7.968
8a5f89a6ebaa4d75aa70bf4b31734ea5,RADAR_RIGHT_SIDE,636c5b593ef1432d9f479d92c190b263,8bef64c60da74778a5b9ef975c97edb7,c61455280e9c4167adf0bf23112b8e9b,c61455280e9c4167adf0bf23112b8e9b,6.078
3c7fe0a51cdd45da9a49624782c511f1,LIDAR_LEFT,515563bbb49d4c20adacee6da7472770,2e6c7b7b7ceb4f69be01f9006cedf58f,58b390481e6e4dedba18b2ddd008ca7c,420b7a53ab58454b845db33471c9a82b,-10.657
3c7fe0a51cdd45da9a49624782c511f1,LIDAR_REAR,4213870576984947b963478d180b84e4,7198b581279c431bad450deaf7669f87,665b598dea8c4d85b0b6095ce305ce95,420b7a53ab58454b845db33471c9a82b,-48.486
