sample_token,annotation_token,instance_token,scene,category,range_m,band_m,margin_m,lidar_points,radar_points,publisher_lidar_points,publisher_radar_points
32d2bcf46e734dffb14fe2e0a823d059,718c5dd70482490e9c641a5f7eef6652,3c62d9a0a6a44920928bea8cbad597d1,scene-0044384af3d8494e913fb8b14915239e-3,vehicle.trailer,18.944971937909727,0-50,0.0,5677,27,4504,27
32d2bcf46e734dffb14fe2e0a823d059,718c5dd70482490e9c641a5f7eef6652,3c62d9a0a6a44920928bea8cbad597d1,scene-0044384af3d8494e913fb8b14915239e-3,vehicle.trailer,18.944971937909727,0-50,0.5,6359,31,4504,27
32d2bcf46e734dffb14fe2e0a823d059,128cd847b0fa458db37de5194272aff0,4a3fb6f3fc024e5690aaba92ee264430,scene-0044384af3d8494e913fb8b14915239e-3,vehicle.trailer,58.41056649001099,50-100,0.0,492,4,421,4
32d2bcf46e734dffb14fe2e0a823d059,128cd847b0fa458db37de5194272aff0,4a3fb6f3fc024e5690aaba92ee264430,scene-0044384af3d8494e913fb8b14915239e-3,vehicle.trailer,58.41056649001099,50-100,0.5,505,6,421,4
32d2bcf46e734dffb14fe2e0a823d059,303e18a23ca0460f901ab0a99705174c,531213aa32f6454ca801fe124bc8633e,scene-0044384af3d8494e913fb8b14915239e-3,vehicle.car,7.298125324859645,0-50,0.0,3766,2,3536,2
32d2bcf46e734dffb14fe2e0a823d059,303e18a23ca0460f901ab0a99705174c,531213aa32f6454ca801fe124bc8633e,scene-0044384af3d8494e913fb8b14915239e-3,vehicle.car,7.298125324859645,0-50,0.5,4919,3,3536,2
32d2bcf46e734dffb14fe2e0a823d059,b8e4ac4c9b124fdcb0187a30336ec633,539d42ac065d4a019b44f3243d17cfc6,scene-0044384af3d8494e913fb8b14915239e-3,vehicle.car,79.59537486283884,50-100,0.0,79,0,77,0
32d2bcf46e734dffb14fe2e0a823d059,b8e4ac4c9b124fdcb0187a30336ec633,539d42ac065d4a019b44f3243d17cfc6,scene-0044384af3d8494e913fb8b14915239e-3,vehicle.car,79.59537486283884,50-100,0.5,83,1,77,0
32d2bcf46e734dffb14fe2e0a823d059,35dc7152786447b6b9569c1c41fb1970,551955a2133e404f9628f3bd6dcef201,scene-0044384af3d8494e913fb8b14915239e-3,vehicle.ego_trailer,5.604694149722077,0-50,0.0,4950,8,2930,8
32d2bcf46e734dffb14fe2e0a823d059,35dc7152786447b6b9569c1c41fb1970,551955a2133e404f9628f3bd6dcef201,scene-0044384af3d8494e913fb8b14915239e-3,vehicle.ego_trailer,5.604694149722077,0-50,0.5,16837,10,2930,8
32d2bcf46e734dffb14fe2e0a823d059,3ddaec5966514c52bee40fc9985ad711,5e1b70051e8f458283604b1647ec55d6,scene-0044384af3d8494e913fb8b14915239e-3,vehicle.truck,44.646572110477706,0-50,0.0,657,5,599,5
32d2bcf46e734dffb14fe2e0a823d059,3ddaec5966514c52bee40fc9985ad711,5e1b70051e8f458283604b1647ec55d6,scene-0044384af3d8494e913fb8b14915239e-3,vehicle.truck,44.646572110477706,0-50,0.5,771,8,599,5
32d2bcf46e734dffb14fe2e0a823d059,6686f889d85241a29fb03bcfdcfbf6d0,6abe4da0c68f49e1bbed0cfa5f8491ff,scene-0044384af3d8494e913fb8b14915239e-3,vehicle.car,20.381714269088427,0-50,0.0,1352,4,1083,4
32d2bcf46e734dffb14fe2e0a823d059,6686f889d85241a29fb03bcfdcfbf6d0,6abe4da0c68f49e1bbed0cfa5f8491ff,scene-0044384af3d8494e913fb8b14915239e-3,vehicle.car,20.381714269088427,0-50,0.5,1459,5,1083,4
32d2bcf46e734dffb14fe2e0a823d059,9c8114447d98496b9ce73536bf19cb5b,6e3b6021a8c8463c97e66f152e5265ca,scene-0044384af3d8494e913fb8b14915239e-3,movable_object.barrier,7.068668448420652,0-50,0.0,416,0,429,0
32d2bcf46e734dffb14fe2e0a823d059,9c8114447d98496b9ce73536bf19cb5b,6e3b6021a8c8463c97e66f152e5265ca,scene-0044384af3d8494e913fb8b14915239e-3,movable_object.barrier,7.068668448420652,0-50,0.5,635,0,429,0
32d2bcf46e734dffb14fe2e0a823d059,105b6c05dbcf48069a7a65cf21b853c0,6ef3a88aa54b462188ad024b478d15d2,scene-0044384af3d8494e913fb8b14915239e-3,vehicle.trailer,38.49448304807781,0-50,0.0,3731,16,3206,16
32d2bcf46e734dffb14fe2e0a823d059,105b6c05dbcf48069a7a65cf21b853c0,6ef3a88aa54b462188ad024b478d15d2,scene-0044384af3d8494e913fb8b14915239e-3,vehicle.trailer,38.49448304807781,0-50,0.5,3809,18,3206,16
32d2bcf46e734dffb14fe2e0a823d059,1a498fd63d0e405ba9d6cc4531b25d3d,7501f8bea64e4e7594328b096468ed3d,scene-0044384af3d8494e913fb8b14915239e-3,vehicle.truck,24.042418367429217,0-50,0.0,3005,19,2117,19
32d2bcf46e734dffb14fe2e0a823d059,1a498fd63d0e405ba9d6cc4531b25d3d,7501f8bea64e4e7594328b096468ed3d,scene-0044384af3d8494e913fb8b14915239e-3,vehicle.truck,24.042418367429217,0-50,0.5,3195,26,2117,19
32d2bcf46e734dffb14fe2e0a823d059,48c8db1d25b845d2a4d62196eff5bfd5,7b2d4b1982a248108c8d712ee1470d72,scene-0044384af3d8494e913fb8b14915239e-3,vehicle.trailer,22.562870501390158,0-50,0.0,7851,26,5307,26
32d2bcf46e734dffb14fe2e0a823d059,48c8db1d25b845d2a4d62196eff5bfd5,7b2d4b1982a248108c8d712ee1470d72,scene-0044384af3d8494e913fb8b14915239e-3,vehicle.trailer,22.562870501390158,0-50,0.5,8340,31,5307,26
32d2bcf46e734dffb14fe2e0a823d059,374ad7728a3543afa93633d496d093ac,7ef9eb1f54f74ff89cfcb1f6a173d80b,scene-0044384af3d8494e913fb8b14915239e-3,vehicle.car,9.538717220319485,0-50,0.0,2615,11,2493,11
32d2bcf46e734dffb14fe2e0a823d059,374ad7728a3543afa93633d496d093ac,7ef9eb1f54f74ff89cfcb1f6a173d80b,scene-0044384af3d8494e913fb8b14915239e-3,vehicle.car,9.538717220319485,0-50,0.5,3740,11,2493,11
32d2bcf46e734dffb14fe2e0a823d059,80f95fa07d8745a59598de310ae583eb,83f58a918eb04124a015fa1d974930ed,scene-0044384af3d8494e913fb8b14915239e-3,vehicle.truck,41.52670764455709,0-50,0.0,1173,8,1002,8
32d2bcf46e734dffb14fe2e0a823d059,80f95fa07d8745a59598de310ae583eb,83f58a918eb04124a015fa1d974930ed,scene-0044384af3d8494e913fb8b14915239e-3,vehicle.truck,41.52670764455709,0-50,0.5,1277,10,1002,8
32d2bcf46e734dffb14fe2e0a823d059,ab07bd0bd5a741f3b9cb94116eb7768b,84bfb020afa147459b59e20b67669486,scene-0044384af3d8494e913fb8b14915239e-3,human.pedestrian.adult,39.7480343283035,0-50,0.0,45,0,38,0
32d2bcf46e734dffb14fe2e0a823d059,ab07bd0bd5a741f3b9cb94116eb7768b,84bfb020afa147459b59e20b67669486,scene-0044384af3d8494e913fb8b14915239e-3,human.pedestrian.adult,39.7480343283035,0-50,0.5,49,0,38,0
32d2bcf46e734dffb14fe2e0a823d059,f80517d3727343fc9944b0842282ea51,95829d3fcac44d84876095de71205277,scene-0044384af3d8494e913fb8b14915239e-3,vehicle.car,26.00023865303081,0-50,0.0,446,0,392,0
32d2bcf46e734dffb14fe2e0a823d059,f80517d3727343fc9944b0842282ea51,95829d3fcac44d84876095de71205277,scene-0044384af3d8494e913fb8b14915239e-3,vehicle.car,26.00023865303081,0-50,0.5,544,2,392,0
32d2bcf46e734dffb14fe2e0a823d059,a7c2c90896d8450f9bce6f20da191083,96978ac9630f41228b2ac6ab5539dc65,scene-0044384af3d8494e913fb8b14915239e-3,vehicle.car,28.101494551727296,0-50,0.0,749,2,577,2
32d2bcf46e734dffb14fe2e0a823d059,a7c2c90896d8450f9bce6f20da191083,96978ac9630f41228b2ac6ab5539dc65,scene-0044384af3d8494e913fb8b14915239e-3,vehicle.car,28.101494551727296,0-50,0.5,954,4,577,2
32d2bcf46e734dffb14fe2e0a823d059,62e0502a158d41848ca8cd1ef8b217cc,9caa791504f649619080abb71419f108,scene-0044384af3d8494e913fb8b14915239e-3,vehicle.car,5.759958246441137,0-50,0.0,1984,4,1789,4
32d2bcf46e734dffb14fe2e0a823d059,62e0502a158d41848ca8cd1ef8b217cc,9caa791504f649619080abb71419f108,scene-0044384af3d8494e913fb8b14915239e-3,vehicle.car,5.759958246441137,0-50,0.5,2567,6,1789,4
32d2bcf46e734dffb14fe2e0a823d059,e90fb471fdcf4ad58c7359cd81d8c8ee,c22a55bb38c54e65bbbf1f58314aac2d,scene-0044384af3d8494e913fb8b14915239e-3,vehicle.car,17.520242712434634,0-50,0.0,1665,4,1356,4
32d2bcf46e734dffb14fe2e0a823d059,e90fb471fdcf4ad58c7359cd81d8c8ee,c22a55bb38c54e65bbbf1f58314aac2d,scene-0044384af3d8494e913fb8b14915239e-3,vehicle.car,17.520242712434634,0-50,0.5,1974,4,1356,4
32d2bcf46e734dffb14fe2e0a823d059,e983d1c2860649ad9d2576231bae4b44,cd884dbf50d043d1b45f0fca55be4a49,scene-0044384af3d8494e913fb8b14915239e-3,vehicle.car,14.784607067273154,0-50,0.0,3011,11,2663,11
32d2bcf46e734dffb14fe2e0a823d059,e983d1c2860649ad9d2576231bae4b44,cd884dbf50d043d1b45f0fca55be4a49,scene-0044384af3d8494e913fb8b14915239e-3,vehicle.car,14.784607067273154,0-50,0.5,3413,13,2663,11
32d2bcf46e734dffb14fe2e0a823d059,c650d0a31e3847c9902b0b250d8f93a9,cfff969b270a410cb5fa2a22fa3ec802,scene-0044384af3d8494e913fb8b14915239e-3,vehicle.trailer,34.722827751457764,0-50,0.0,1639,16,1457,16
32d2bcf46e734dffb14fe2e0a823d059,c650d0a31e3847c9902b0b250d8f93a9,cfff969b270a410cb5fa2a22fa3ec802,scene-0044384af3d8494e913fb8b14915239e-3,vehicle.trailer,34.722827751457764,0-50,0.5,1945,18,1457,16
32d2bcf46e734dffb14fe2e0a823d059,cd1baf8ebd48495092f405eccbabe347,db09e4184f404ad6aafa3497b889d081,scene-0044384af3d8494e913fb8b14915239e-3,vehicle.trailer,49.90085446576449,0-50,0.0,1867,9,1584,9
32d2bcf46e734dffb14fe2e0a823d059,cd1baf8ebd48495092f405eccbabe347,db09e4184f404ad6aafa3497b889d081,scene-0044384af3d8494e913fb8b14915239e-3,vehicle.trailer,49.90085446576449,0-50,0.5,2008,17,1584,9
32d2bcf46e734dffb14fe2e0a823d059,85882e67a35942af96c56a641e61047e,de6ef93c711a4108a1b58b4d13604de2,scene-0044384af3d8494e913fb8b14915239e-3,vehicle.car,11.993536442249814,0-50,0.0,3637,11,3357,11
32d2bcf46e734dffb14fe2e0a823d059,85882e67a35942af96c56a641e61047e,de6ef93c711a4108a1b58b4d13604de2,scene-0044384af3d8494e913fb8b14915239e-3,vehicle.car,11.993536442249814,0-50,0.5,4475,13,3357,11
32d2bcf46e734dffb14fe2e0a823d059,7b6efbe6fcba41ad937d4336425c8bdc,e1d9dc2fd2bb4506ae63939bc2d933e9,scene-0044384af3d8494e913fb8b14915239e-3,vehicle.trailer,53.975944128245466,50-100,0.0,188,4,165,4
32d2bcf46e734dffb14fe2e0a823d059,7b6efbe6fcba41ad937d4336425c8bdc,e1d9dc2fd2bb4506ae63939bc2d933e9,scene-0044384af3d8494e913fb8b14915239e-3,vehicle.trailer,53.975944128245466,50-100,0.5,206,6,165,4
32d2bcf46e734dffb14fe2e0a823d059,a0500d0c91ee47bbba0cafaf5866f121,e6cd5631083945dd97a4418d53dac6b7,scene-0044384af3d8494e913fb8b14915239e-3,movable_object.trafficcone,6.103335891390723,0-50,0.0,13,0,16,0
32d2bcf46e734dffb14fe2e0a823d059,a0500d0c91ee47bbba0cafaf5866f121,e6cd5631083945dd97a4418d53dac6b7,scene-0044384af3d8494e913fb8b14915239e-3,movable_object.trafficcone,6.103335891390723,0-50,0.5,263,0,16,0
32d2bcf46e734dffb14fe2e0a823d059,180631a3d430465b914b125b53ea31bd,e99e98a38de24796b7515e8934787430,scene-0044384af3d8494e913fb8b14915239e-3,vehicle.truck,21.258215094127756,0-50,0.0,6351,17,4721,17
32d2bcf46e734dffb14fe2e0a823d059,180631a3d430465b914b125b53ea31bd,e99e98a38de24796b7515e8934787430,scene-0044384af3d8494e913fb8b14915239e-3,vehicle.truck,21.258215094127756,0-50,0.5,6934,23,4721,17
32d2bcf46e734dffb14fe2e0a823d059,4c73e436dd2b474798fd7db922aa2092,ed3de1f6e3664df49e6c71e22a2b5c39,scene-0044384af3d8494e913fb8b14915239e-3,vehicle.car,27.06549932492523,0-50,0.0,740,0,676,0
32d2bcf46e734dffb14fe2e0a823d059,4c73e436dd2b474798fd7db922aa2092,ed3de1f6e3664df49e6c71e22a2b5c39,scene-0044384af3d8494e913fb8b14915239e-3,vehicle.car,27.06549932492523,0-50,0.5,797,2,676,0
32d2bcf46e734dffb14fe2e0a823d059,01cb56c23f1b4f389f8d045993646b14,f065fa84982148d5b059a8770c4d352d,scene-0044384af3d8494e913fb8b14915239e-3,vehicle.car,31.54493634637829,0-50,0.0,131,0,89,0
32d2bcf46e734dffb14fe2e0a823d059,01cb56c23f1b4f389f8d045993646b14,f065fa84982148d5b059a8770c4d352d,scene-0044384af3d8494e913fb8b14915239e-3,vehicle.car,31.54493634637829,0-50,0.5,194,1,89,0
32d2bcf46e734dffb14fe2e0a823d059,f23838566e114745a5dcbf64da702b3e,fac044e78dbd4ebcaf73dd47f1dfe0b6,scene-0044384af3d8494e913fb8b14915239e-3,vehicle.trailer,17.312449552878867,0-50,0.0,3869,52,3533,52
32d2bcf46e734dffb14fe2e0a823d059,f23838566e114745a5dcbf64da702b3e,fac044e78dbd4ebcaf73dd47f1dfe0b6,scene-0044384af3d8494e913fb8b14915239e-3,vehicle.trailer,17.312449552878867,0-50,0.5,4406,59,3533,52
deb7b3f332f042d49e7636d6e4959354,9f0e8f997dc647bf9a0a20c679b1804d,163b7c695f7243779ef5e5f0fd844063,scene-0044384af3d8494e913fb8b14915239e-3,vehicle.car,22.121998426266224,0-50,0.0,690,3,567,3
deb7b3f332f042d49e7636d6e4959354,9f0e8f997dc647bf9a0a20c679b1804d,163b7c695f7243779ef5e5f0fd844063,scene-0044384af3d8494e913fb8b14915239e-3,vehicle.car,22.121998426266224,0-50,0.5,741,3,567,3
deb7b3f332f042d49e7636d6e4959354,3d505dbaf9a642e1a373d4df92005a5b,18b35f704a7d45199d08cbce4ca63d86,scene-0044384af3d8494e913fb8b14915239e-3,human.pedestrian.adult,50.00378110697775,50-100,0.0,36,0,30,0
deb7b3f332f042d49e7636d6e4959354,3d505dbaf9a642e1a373d4df92005a5b,18b35f704a7d45199d08cbce4ca63d86,scene-0044384af3d8494e913fb8b14915239e-3,human.pedestrian.adult,50.00378110697775,50-100,0.5,129,4,30,0
deb7b3f332f042d49e7636d6e4959354,909158c4ad934aa2a7e81b6aa5a6bb0f,2619facba2fc43838cb901caf8eaf4f6,scene-0044384af3d8494e913fb8b14915239e-3,vehicle.truck,45.13591033335132,0-50,0.0,392,1,321,1
deb7b3f332f042d49e7636d6e4959354,909158c4ad934aa2a7e81b6aa5a6bb0f,2619facba2fc43838cb901caf8eaf4f6,scene-0044384af3d8494e913fb8b14915239e-3,vehicle.truck,45.13591033335132,0-50,0.5,405,3,321,1
deb7b3f332f042d49e7636d6e4959354,bc227efd55c8491885fc25582483e69b,299af72bc8cb41df93b03b117071d032,scene-0044384af3d8494e913fb8b14915239e-3,human.pedestrian.adult,20.134353132965344,0-50,0.0,137,0,111,0
deb7b3f332f042d49e7636d6e4959354,bc227efd55c8491885fc25582483e69b,299af72bc8cb41df93b03b117071d032,scene-0044384af3d8494e913fb8b14915239e-3,human.pedestrian.adult,20.134353132965344,0-50,0.5,157,0,111,0
deb7b3f332f042d49e7636d6e4959354,fa019676cf42489789671c65eead3a40,314a5bbfa6a44e7482623413114e54bf,scene-0044384af3d8494e913fb8b14915239e-3,vehicle.trailer,36.981079360921356,0-50,0.0,558,10,452,10
deb7b3f332f042d49e7636d6e4959354,fa019676cf42489789671c65eead3a40,314a5bbfa6a44e7482623413114e54bf,scene-0044384af3d8494e913fb8b14915239e-3,vehicle.trailer,36.981079360921356,0-50,0.5,696,14,452,10
deb7b3f332f042d49e7636d6e4959354,840c793b97e2418b88f1a0ecab65d12d,34dd580c62534e9ebfa697f244af3814,scene-0044384af3d8494e913fb8b14915239e-3,vehicle.truck,54.11239556735219,50-100,0.0,561,3,493,3
deb7b3f332f042d49e7636d6e4959354,840c793b97e2418b88f1a0ecab65d12d,34dd580c62534e9ebfa697f244af3814,scene-0044384af3d8494e913fb8b14915239e-3,vehicle.truck,54.11239556735219,50-100,0.5,566,5,493,3
deb7b3f332f042d49e7636d6e4959354,b340afc366584851bf4f8bdd409e721d,35b7663c95ed45db9d2455d17cfa36be,scene-0044384af3d8494e913fb8b14915239e-3,movable_object.trafficcone,5.7095785965538495,0-50,0.0,15,0,19,0
deb7b3f332f042d49e7636d6e4959354,b340afc366584851bf4f8bdd409e721d,35b7663c95ed45db9d2455d17cfa36be,scene-0044384af3d8494e913fb8b14915239e-3,movable_object.trafficcone,5.7095785965538495,0-50,0.5,287,0,19,0
deb7b3f332f042d49e7636d6e4959354,4ed05e092bb149b7b50605fbfe54a24b,3bb133db7dee4ece9fda03515316cda2,scene-0044384af3d8494e913fb8b14915239e-3,vehicle.truck,27.301199923322955,0-50,0.0,141,8,56,8
deb7b3f332f042d49e7636d6e4959354,4ed05e092bb149b7b50605fbfe54a24b,3bb133db7dee4ece9fda03515316cda2,scene-0044384af3d8494e913fb8b14915239e-3,vehicle.truck,27.301199923322955,0-50,0.5,289,9,56,8
deb7b3f332f042d49e7636d6e4959354,dce10244afc44a9886f94bafe624a7a4,3c62d9a0a6a44920928bea8cbad597d1,scene-0044384af3d8494e913fb8b14915239e-3,vehicle.trailer,18.523411309280764,0-50,0.0,5306,30,4344,30
deb7b3f332f042d49e7636d6e4959354,dce10244afc44a9886f94bafe624a7a4,3c62d9a0a6a44920928bea8cbad597d1,scene-0044384af3d8494e913fb8b14915239e-3,vehicle.trailer,18.523411309280764,0-50,0.5,5896,34,4344,30
deb7b3f332f042d49e7636d6e4959354,d98540a815f54a6683ad5e3c861dba40,4a3fb6f3fc024e5690aaba92ee264430,scene-0044384af3d8494e913fb8b14915239e-3,vehicle.trailer,57.05846642483572,50-100,0.0,528,8,436,8
deb7b3f332f042d49e7636d6e4959354,d98540a815f54a6683ad5e3c861dba40,4a3fb6f3fc024e5690aaba92ee264430,scene-0044384af3d8494e913fb8b14915239e-3,vehicle.trailer,57.05846642483572,50-100,0.5,539,10,436,8
deb7b3f332f042d49e7636d6e4959354,5bcb31933a0c46b893efb4158de0caa0,531213aa32f6454ca801fe124bc8633e,scene-0044384af3d8494e913fb8b14915239e-3,vehicle.car,6.631626657317012,0-50,0.0,3568,5,3227,5
deb7b3f332f042d49e7636d6e4959354,5bcb31933a0c46b893efb4158de0caa0,531213aa32f6454ca801fe124bc8633e,scene-0044384af3d8494e913fb8b14915239e-3,vehicle.car,6.631626657317012,0-50,0.5,4398,6,3227,5
deb7b3f332f042d49e7636d6e4959354,99e1fc18347844ebacd3d54b83d33e02,539d42ac065d4a019b44f3243d17cfc6,scene-0044384af3d8494e913fb8b14915239e-3,vehicle.car,78.21004521320509,50-100,0.0,76,1,71,1
deb7b3f332f042d49e7636d6e4959354,99e1fc18347844ebacd3d54b83d33e02,539d42ac065d4a019b44f3243d17cfc6,scene-0044384af3d8494e913fb8b14915239e-3,vehicle.car,78.21004521320509,50-100,0.5,83,1,71,1
deb7b3f332f042d49e7636d6e4959354,3535a273b4a44e8a9db4a27e44ff139d,551955a2133e404f9628f3bd6dcef201,scene-0044384af3d8494e913fb8b14915239e-3,vehicle.ego_trailer,5.747451043429149,0-50,0.0,4898,7,2942,7
deb7b3f332f042d49e7636d6e4959354,3535a273b4a44e8a9db4a27e44ff139d,551955a2133e404f9628f3bd6dcef201,scene-0044384af3d8494e913fb8b14915239e-3,vehicle.ego_trailer,5.747451043429149,0-50,0.5,16722,8,2942,7
deb7b3f332f042d49e7636d6e4959354,21ef832cdab04e6e9d0f88c6a75384e9,5e1b70051e8f458283604b1647ec55d6,scene-0044384af3d8494e913fb8b14915239e-3,vehicle.truck,43.32782388977231,0-50,0.0,768,7,693,7
deb7b3f332f042d49e7636d6e4959354,21ef832cdab04e6e9d0f88c6a75384e9,5e1b70051e8f458283604b1647ec55d6,scene-0044384af3d8494e913fb8b14915239e-3,vehicle.truck,43.32782388977231,0-50,0.5,889,9,693,7
deb7b3f332f042d49e7636d6e4959354,6d00f9a968b9434ba7e56274e3f1d260,6abe4da0c68f49e1bbed0cfa5f8491ff,scene-0044384af3d8494e913fb8b14915239e-3,vehicle.car,19.061249943340922,0-50,0.0,1550,5,1276,5
deb7b3f332f042d49e7636d6e4959354,6d00f9a968b9434ba7e56274e3f1d260,6abe4da0c68f49e1bbed0cfa5f8491ff,scene-0044384af3d8494e913fb8b14915239e-3,vehicle.car,19.061249943340922,0-50,0.5,1735,5,1276,5
deb7b3f332f042d49e7636d6e4959354,9e7b83343f9348f19460dfb63f13de2c,6e3b6021a8c8463c97e66f152e5265ca,scene-0044384af3d8494e913fb8b14915239e-3,movable_object.barrier,7.657293878961082,0-50,0.0,316,0,298,0
deb7b3f332f042d49e7636d6e4959354,9e7b83343f9348f19460dfb63f13de2c,6e3b6021a8c8463c97e66f152e5265ca,scene-0044384af3d8494e913fb8b14915239e-3,movable_object.barrier,7.657293878961082,0-50,0.5,577,1,298,0
deb7b3f332f042d49e7636d6e4959354,85cad28db3444cb89d7554fd606e73a1,6ef3a88aa54b462188ad024b478d15d2,scene-0044384af3d8494e913fb8b14915239e-3,vehicle.trailer,37.29781320607215,0-50,0.0,4244,23,3654,23
deb7b3f332f042d49e7636d6e4959354,85cad28db3444cb89d7554fd606e73a1,6ef3a88aa54b462188ad024b478d15d2,scene-0044384af3d8494e913fb8b14915239e-3,vehicle.trailer,37.29781320607215,0-50,0.5,4360,27,3654,23
deb7b3f332f042d49e7636d6e4959354,e9806f6cb7da4927b963d9227d6d0bf7,7501f8bea64e4e7594328b096468ed3d,scene-0044384af3d8494e913fb8b14915239e-3,vehicle.truck,22.945986748882998,0-50,0.0,3379,21,2480,21
deb7b3f332f042d49e7636d6e4959354,e9806f6cb7da4927b963d9227d6d0bf7,7501f8bea64e4e7594328b096468ed3d,scene-0044384af3d8494e913fb8b14915239e-3,vehicle.truck,22.945986748882998,0-50,0.5,3589,25,2480,21
deb7b3f332f042d49e7636d6e4959354,568797f127b1420a8889e4241ff2d034,7b2d4b1982a248108c8d712ee1470d72,scene-0044384af3d8494e913fb8b14915239e-3,vehicle.trailer,21.241846093955324,0-50,0.0,8428,30,5207,30
deb7b3f332f042d49e7636d6e4959354,568797f127b1420a8889e4241ff2d034,7b2d4b1982a248108c8d712ee1470d72,scene-0044384af3d8494e913fb8b14915239e-3,vehicle.trailer,21.241846093955324,0-50,0.5,8871,35,5207,30
deb7b3f332f042d49e7636d6e4959354,dc012369921b497792748ad2efbd0bd4,7ef9eb1f54f74ff89cfcb1f6a173d80b,scene-0044384af3d8494e913fb8b14915239e-3,vehicle.car,8.32556358699164,0-50,0.0,2328,3,2287,3
deb7b3f332f042d49e7636d6e4959354,dc012369921b497792748ad2efbd0bd4,7ef9eb1f54f74ff89cfcb1f6a173d80b,scene-0044384af3d8494e913fb8b14915239e-3,vehicle.car,8.32556358699164,0-50,0.5,3648,3,2287,3
