sample_token,channel,modality,region,band_m,count
32d2bcf46e734dffb14fe2e0a823d059,LIDAR_RIGHT,lidar,forward_30deg,>=400,0
32d2bcf46e734dffb14fe2e0a823d059,LIDAR_TOP_FRONT,lidar,all_azimuth,0-50,17177
32d2bcf46e734dffb14fe2e0a823d059,LIDAR_TOP_FRONT,lidar,all_azimuth,50-100,3
32d2bcf46e734dffb14fe2e0a823d059,LIDAR_TOP_FRONT,lidar,all_azimuth,100-150,0
32d2bcf46e734dffb14fe2e0a823d059,LIDAR_TOP_FRONT,lidar,all_azimuth,150-400,0
32d2bcf46e734dffb14fe2e0a823d059,LIDAR_TOP_FRONT,lidar,all_azimuth,>=400,0
32d2bcf46e734dffb14fe2e0a823d059,LIDAR_TOP_FRONT,lidar,forward_30deg,0-50,13298
32d2bcf46e734dffb14fe2e0a823d059,LIDAR_TOP_FRONT,lidar,forward_30deg,50-100,0
32d2bcf46e734dffb14fe2e0a823d059,LIDAR_TOP_FRONT,lidar,forward_30deg,100-150,0
32d2bcf46e734dffb14fe2e0a823d059,LIDAR_TOP_FRONT,lidar,forward_30deg,150-400,0
32d2bcf46e734dffb14fe2e0a823d059,LIDAR_TOP_FRONT,lidar,forward_30deg,>=400,0
32d2bcf46e734dffb14fe2e0a823d059,LIDAR_TOP_LEFT,lidar,all_azimuth,0-50,22355
32d2bcf46e734dffb14fe2e0a823d059,LIDAR_TOP_LEFT,lidar,all_azimuth,50-100,71
32d2bcf46e734dffb14fe2e0a823d059,LIDAR_TOP_LEFT,lidar,all_azimuth,100-150,6
32d2bcf46e734dffb14fe2e0a823d059,LIDAR_TOP_LEFT,lidar,all_azimuth,150-400,0
32d2bcf46e734dffb14fe2e0a823d059,LIDAR_TOP_LEFT,lidar,all_azimuth,>=400,0
32d2bcf46e734dffb14fe2e0a823d059,LIDAR_TOP_LEFT,lidar,forward_30deg,0-50,8589
32d2bcf46e734dffb14fe2e0a823d059,LIDAR_TOP_LEFT,lidar,forward_30deg,50-100,71
32d2bcf46e734dffb14fe2e0a823d059,LIDAR_TOP_LEFT,lidar,forward_30deg,100-150,0
32d2bcf46e734dffb14fe2e0a823d059,LIDAR_TOP_LEFT,lidar,forward_30deg,150-400,0
32d2bcf46e734dffb14fe2e0a823d059,LIDAR_TOP_LEFT,lidar,forward_30deg,>=400,0
32d2bcf46e734dffb14fe2e0a823d059,LIDAR_TOP_RIGHT,lidar,all_azimuth,0-50,18924
32d2bcf46e734dffb14fe2e0a823d059,LIDAR_TOP_RIGHT,lidar,all_azimuth,50-100,1
32d2bcf46e734dffb14fe2e0a823d059,LIDAR_TOP_RIGHT,lidar,all_azimuth,100-150,0
32d2bcf46e734dffb14fe2e0a823d059,LIDAR_TOP_RIGHT,lidar,all_azimuth,150-400,0
32d2bcf46e734dffb14fe2e0a823d059,LIDAR_TOP_RIGHT,lidar,all_azimuth,>=400,0
32d2bcf46e734dffb14fe2e0a823d059,LIDAR_TOP_RIGHT,lidar,forward_30deg,0-50,9053
32d2bcf46e734dffb14fe2e0a823d059,LIDAR_TOP_RIGHT,lidar,forward_30deg,50-100,1
32d2bcf46e734dffb14fe2e0a823d059,LIDAR_TOP_RIGHT,lidar,forward_30deg,100-150,0
32d2bcf46e734dffb14fe2e0a823d059,LIDAR_TOP_RIGHT,lidar,forward_30deg,150-400,0
32d2bcf46e734dffb14fe2e0a823d059,LIDAR_TOP_RIGHT,lidar,forward_30deg,>=400,0
32d2bcf46e734dffb14fe2e0a823d059,RADAR_LEFT_BACK,radar,all_azimuth,0-50,203
32d2bcf46e734dffb14fe2e0a823d059,RADAR_LEFT_BACK,radar,all_azimuth,50-100,246
32d2bcf46e734dffb14fe2e0a823d059,RADAR_LEFT_BACK,radar,all_azimuth,100-150,212
32d2bcf46e734dffb14fe2e0a823d059,RADAR_LEFT_BACK,radar,all_azimuth,150-400,91
32d2bcf46e734dffb14fe2e0a823d059,RADAR_LEFT_BACK,radar,all_azimuth,>=400,0
32d2bcf46e734dffb14fe2e0a823d059,RADAR_LEFT_BACK,radar,forward_30deg,0-50,0
32d2bcf46e734dffb14fe2e0a823d059,RADAR_LEFT_BACK,radar,forward_30deg,50-100,0
32d2bcf46e734dffb14fe2e0a823d059,RADAR_LEFT_BACK,radar,forward_30deg,100-150,0
32d2bcf46e734dffb14fe2e0a823d059,RADAR_LEFT_BACK,radar,forward_30deg,150-400,0
32d2bcf46e734dffb14fe2e0a823d059,RADAR_LEFT_BACK,radar,forward_30deg,>=400,0
32d2bcf46e734dffb14fe2e0a823d059,RADAR_LEFT_FRONT,radar,all_azimuth,0-50,171
32d2bcf46e734dffb14fe2e0a823d059,RADAR_LEFT_FRONT,radar,all_azimuth,50-100,343
32d2bcf46e734dffb14fe2e0a823d059,RADAR_LEFT_FRONT,radar,all_azimuth,100-150,276
32d2bcf46e734dffb14fe2e0a823d059,RADAR_LEFT_FRONT,radar,all_azimuth,150-400,10
32d2bcf46e734dffb14fe2e0a823d059,RADAR_LEFT_FRONT,radar,all_azimuth,>=400,0
32d2bcf46e734dffb14fe2e0a823d059,RADAR_LEFT_FRONT,radar,forward_30deg,0-50,79
32d2bcf46e734dffb14fe2e0a823d059,RADAR_LEFT_FRONT,radar,forward_30deg,50-100,206
32d2bcf46e734dffb14fe2e0a823d059,RADAR_LEFT_FRONT,radar,forward_30deg,100-150,160
32d2bcf46e734dffb14fe2e0a823d059,RADAR_LEFT_FRONT,radar,forward_30deg,150-400,8
32d2bcf46e734dffb14fe2e0a823d059,RADAR_LEFT_FRONT,radar,forward_30deg,>=400,0
32d2bcf46e734dffb14fe2e0a823d059,RADAR_LEFT_SIDE,radar,all_azimuth,0-50,188
32d2bcf46e734dffb14fe2e0a823d059,RADAR_LEFT_SIDE,radar,all_azimuth,50-100,292
32d2bcf46e734dffb14fe2e0a823d059,RADAR_LEFT_SIDE,radar,all_azimuth,100-150,253
32d2bcf46e734dffb14fe2e0a823d059,RADAR_LEFT_SIDE,radar,all_azimuth,150-400,67
32d2bcf46e734dffb14fe2e0a823d059,RADAR_LEFT_SIDE,radar,all_azimuth,>=400,0
32d2bcf46e734dffb14fe2e0a823d059,RADAR_LEFT_SIDE,radar,forward_30deg,0-50,31
32d2bcf46e734dffb14fe2e0a823d059,RADAR_LEFT_SIDE,radar,forward_30deg,50-100,70
32d2bcf46e734dffb14fe2e0a823d059,RADAR_LEFT_SIDE,radar,forward_30deg,100-150,42
32d2bcf46e734dffb14fe2e0a823d059,RADAR_LEFT_SIDE,radar,forward_30deg,150-400,12
32d2bcf46e734dffb14fe2e0a823d059,RADAR_LEFT_SIDE,radar,forward_30deg,>=400,0
32d2bcf46e734dffb14fe2e0a823d059,RADAR_RIGHT_BACK,radar,all_azimuth,0-50,228
32d2bcf46e734dffb14fe2e0a823d059,RADAR_RIGHT_BACK,radar,all_azimuth,50-100,428
32d2bcf46e734dffb14fe2e0a823d059,RADAR_RIGHT_BACK,radar,all_azimuth,100-150,144
32d2bcf46e734dffb14fe2e0a823d059,RADAR_RIGHT_BACK,radar,all_azimuth,150-400,0
32d2bcf46e734dffb14fe2e0a823d059,RADAR_RIGHT_BACK,radar,all_azimuth,>=400,0
32d2bcf46e734dffb14fe2e0a823d059,RADAR_RIGHT_BACK,radar,forward_30deg,0-50,0
32d2bcf46e734dffb14fe2e0a823d059,RADAR_RIGHT_BACK,radar,forward_30deg,50-100,0
32d2bcf46e734dffb14fe2e0a823d059,RADAR_RIGHT_BACK,radar,forward_30deg,100-150,0
32d2bcf46e734dffb14fe2e0a823d059,RADAR_RIGHT_BACK,radar,forward_30deg,150-400,0
32d2bcf46e734dffb14fe2e0a823d059,RADAR_RIGHT_BACK,radar,forward_30deg,>=400,0
32d2bcf46e734dffb14fe2e0a823d059,RADAR_RIGHT_FRONT,radar,all_azimuth,0-50,138
32d2bcf46e734dffb14fe2e0a823d059,RADAR_RIGHT_FRONT,radar,all_azimuth,50-100,215
32d2bcf46e734dffb14fe2e0a823d059,RADAR_RIGHT_FRONT,radar,all_azimuth,100-150,291
32d2bcf46e734dffb14fe2e0a823d059,RADAR_RIGHT_FRONT,radar,all_azimuth,150-400,83
32d2bcf46e734dffb14fe2e0a823d059,RADAR_RIGHT_FRONT,radar,all_azimuth,>=400,0
32d2bcf46e734dffb14fe2e0a823d059,RADAR_RIGHT_FRONT,radar,forward_30deg,0-50,67
32d2bcf46e734dffb14fe2e0a823d059,RADAR_RIGHT_FRONT,radar,forward_30deg,50-100,125
32d2bcf46e734dffb14fe2e0a823d059,RADAR_RIGHT_FRONT,radar,forward_30deg,100-150,180
32d2bcf46e734dffb14fe2e0a823d059,RADAR_RIGHT_FRONT,radar,forward_30deg,150-400,48
32d2bcf46e734dffb14fe2e0a823d059,RADAR_RIGHT_FRONT,radar,forward_30deg,>=400,0
32d2bcf46e734dffb14fe2e0a823d059,RADAR_RIGHT_SIDE,radar,all_azimuth,0-50,222
32d2bcf46e734dffb14fe2e0a823d059,RADAR_RIGHT_SIDE,radar,all_azimuth,50-100,411
32d2bcf46e734dffb14fe2e0a823d059,RADAR_RIGHT_SIDE,radar,all_azimuth,100-150,167
32d2bcf46e734dffb14fe2e0a823d059,RADAR_RIGHT_SIDE,radar,all_azimuth,150-400,0
32d2bcf46e734dffb14fe2e0a823d059,RADAR_RIGHT_SIDE,radar,all_azimuth,>=400,0
32d2bcf46e734dffb14fe2e0a823d059,RADAR_RIGHT_SIDE,radar,forward_30deg,0-50,28
32d2bcf46e734dffb14fe2e0a823d059,RADAR_RIGHT_SIDE,radar,forward_30deg,50-100,76
32d2bcf46e734dffb14fe2e0a823d059,RADAR_RIGHT_SIDE,radar,forward_30deg,100-150,41
32d2bcf46e734dffb14fe2e0a823d059,RADAR_RIGHT_SIDE,radar,forward_30deg,150-400,0
32d2bcf46e734dffb14fe2e0a823d059,RADAR_RIGHT_SIDE,radar,forward_30deg,>=400,0
deb7b3f332f042d49e7636d6e4959354,LIDAR_LEFT,lidar,all_azimuth,0-50,68996
deb7b3f332f042d49e7636d6e4959354,LIDAR_LEFT,lidar,all_azimuth,50-100,8027
deb7b3f332f042d49e7636d6e4959354,LIDAR_LEFT,lidar,all_azimuth,100-150,2189
deb7b3f332f042d49e7636d6e4959354,LIDAR_LEFT,lidar,all_azimuth,150-400,770
deb7b3f332f042d49e7636d6e4959354,LIDAR_LEFT,lidar,all_azimuth,>=400,0
deb7b3f332f042d49e7636d6e4959354,LIDAR_LEFT,lidar,forward_30deg,0-50,22706
deb7b3f332f042d49e7636d6e4959354,LIDAR_LEFT,lidar,forward_30deg,50-100,2513
deb7b3f332f042d49e7636d6e4959354,LIDAR_LEFT,lidar,forward_30deg,100-150,64
deb7b3f332f042d49e7636d6e4959354,LIDAR_LEFT,lidar,forward_30deg,150-400,416
deb7b3f332f042d49e7636d6e4959354,LIDAR_LEFT,lidar,forward_30deg,>=400,0
deb7b3f332f042d49e7636d6e4959354,LIDAR_REAR,lidar,all_azimuth,0-50,19877
deb7b3f332f042d49e7636d6e4959354,LIDAR_REAR,lidar,all_azimuth,50-100,126
deb7b3f332f042d49e7636d6e4959354,LIDAR_REAR,lidar,all_azimuth,100-150,0
deb7b3f332f042d49e7636d6e4959354,LIDAR_REAR,lidar,all_azimuth,150-400,0
deb7b3f332f042d49e7636d6e4959354,LIDAR_REAR,lidar,all_azimuth,>=400,0
deb7b3f332f042d49e7636d6e4959354,LIDAR_REAR,lidar,forward_30deg,0-50,0
deb7b3f332f042d49e7636d6e4959354,LIDAR_REAR,lidar,forward_30deg,50-100,0
deb7b3f332f042d49e7636d6e4959354,LIDAR_REAR,lidar,forward_30deg,100-150,0
deb7b3f332f042d49e7636d6e4959354,LIDAR_REAR,lidar,forward_30deg,150-400,0
deb7b3f332f042d49e7636d6e4959354,LIDAR_REAR,lidar,forward_30deg,>=400,0
deb7b3f332f042d49e7636d6e4959354,LIDAR_RIGHT,lidar,all_azimuth,0-50,70514
deb7b3f332f042d49e7636d6e4959354,LIDAR_RIGHT,lidar,all_azimuth,50-100,7435
deb7b3f332f042d49e7636d6e4959354,LIDAR_RIGHT,lidar,all_azimuth,100-150,854
deb7b3f332f042d49e7636d6e4959354,LIDAR_RIGHT,lidar,all_azimuth,150-400,1086
deb7b3f332f042d49e7636d6e4959354,LIDAR_RIGHT,lidar,all_azimuth,>=400,0
deb7b3f332f042d49e7636d6e4959354,LIDAR_RIGHT,lidar,forward_30deg,0-50,20270
deb7b3f332f042d49e7636d6e4959354,LIDAR_RIGHT,lidar,forward_30deg,50-100,3425
deb7b3f332f042d49e7636d6e4959354,LIDAR_RIGHT,lidar,forward_30deg,100-150,58
deb7b3f332f042d49e7636d6e4959354,LIDAR_RIGHT,lidar,forward_30deg,150-400,826
deb7b3f332f042d49e7636d6e4959354,LIDAR_RIGHT,lidar,forward_30deg,>=400,0
deb7b3f332f042d49e7636d6e4959354,LIDAR_TOP_FRONT,lidar,all_azimuth,0-50,17315
deb7b3f332f042d49e7636d6e4959354,LIDAR_TOP_FRONT,lidar,all_azimuth,50-100,8
deb7b3f332f042d49e7636d6e4959354,LIDAR_TOP_FRONT,lidar,all_azimuth,100-150,0
deb7b3f332f042d49e7636d6e4959354,LIDAR_TOP_FRONT,lidar,all_azimuth,150-400,0
deb7b3f332f042d49e7636d6e4959354,LIDAR_TOP_FRONT,lidar,all_azimuth,>=400,0
deb7b3f332f042d49e7636d6e4959354,LIDAR_TOP_FRONT,lidar,forward_30deg,0-50,13653
deb7b3f332f042d49e7636d6e4959354,LIDAR_TOP_FRONT,lidar,forward_30deg,50-100,0
deb7b3f332f042d49e7636d6e4959354,LIDAR_TOP_FRONT,lidar,forward_30deg,100-150,0
deb7b3f332f042d49e7636d6e4959354,LIDAR_TOP_FRONT,lidar,forward_30deg,150-400,0
deb7b3f332f042d49e7636d6e4959354,LIDAR_TOP_FRONT,lidar,forward_30deg,>=400,0
deb7b3f332f042d49e7636d6e4959354,LIDAR_TOP_LEFT,lidar,all_azimuth,0-50,22518
deb7b3f332f042d49e7636d6e4959354,LIDAR_TOP_LEFT,lidar,all_azimuth,50-100,56
deb7b3f332f042d49e7636d6e4959354,LIDAR_TOP_LEFT,lidar,all_azimuth,100-150,5
deb7b3f332f042d49e7636d6e4959354,LIDAR_TOP_LEFT,lidar,all_azimuth,150-400,0
deb7b3f332f042d49e7636d6e4959354,LIDAR_TOP_LEFT,lidar,all_azimuth,>=400,0
deb7b3f332f042d49e7636d6e4959354,LIDAR_TOP_LEFT,lidar,forward_30deg,0-50,8723
deb7b3f332f042d49e7636d6e4959354,LIDAR_TOP_LEFT,lidar,forward_30deg,50-100,56
deb7b3f332f042d49e7636d6e4959354,LIDAR_TOP_LEFT,lidar,forward_30deg,100-150,0
deb7b3f332f042d49e7636d6e4959354,LIDAR_TOP_LEFT,lidar,forward_30deg,150-400,0
deb7b3f332f042d49e7636d6e4959354,LIDAR_TOP_LEFT,lidar,forward_30deg,>=400,0
deb7b3f332f042d49e7636d6e4959354,LIDAR_TOP_RIGHT,lidar,all_azimuth,0-50,18804
deb7b3f332f042d49e7636d6e4959354,LIDAR_TOP_RIGHT,lidar,all_azimuth,50-100,5
deb7b3f332f042d49e7636d6e4959354,LIDAR_TOP_RIGHT,lidar,all_azimuth,100-150,0
deb7b3f332f042d49e7636d6e4959354,LIDAR_TOP_RIGHT,lidar,all_azimuth,150-400,1
deb7b3f332f042d49e7636d6e4959354,LIDAR_TOP_RIGHT,lidar,all_azimuth,>=400,0
deb7b3f332f042d49e7636d6e4959354,LIDAR_TOP_RIGHT,lidar,forward_30deg,0-50,9070
deb7b3f332f042d49e7636d6e4959354,LIDAR_TOP_RIGHT,lidar,forward_30deg,50-100,5
deb7b3f332f042d49e7636d6e4959354,LIDAR_TOP_RIGHT,lidar,forward_30deg,100-150,0
deb7b3f332f042d49e7636d6e4959354,LIDAR_TOP_RIGHT,lidar,forward_30deg,150-400,0
deb7b3f332f042d49e7636d6e4959354,LIDAR_TOP_RIGHT,lidar,forward_30deg,>=400,0
deb7b3f332f042d49e7636d6e4959354,RADAR_LEFT_BACK,radar,all_azimuth,0-50,206
deb7b3f332f042d49e7636d6e4959354,RADAR_LEFT_BACK,radar,all_azimuth,50-100,251
deb7b3f332f042d49e7636d6e4959354,RADAR_LEFT_BACK,radar,all_azimuth,100-150,215
deb7b3f332f042d49e7636d6e4959354,RADAR_LEFT_BACK,radar,all_azimuth,150-400,105
deb7b3f332f042d49e7636d6e4959354,RADAR_LEFT_BACK,radar,all_azimuth,>=400,0
deb7b3f332f042d49e7636d6e4959354,RADAR_LEFT_BACK,radar,forward_30deg,0-50,0
deb7b3f332f042d49e7636d6e4959354,RADAR_LEFT_BACK,radar,forward_30deg,50-100,0
deb7b3f332f042d49e7636d6e4959354,RADAR_LEFT_BACK,radar,forward_30deg,100-150,0
deb7b3f332f042d49e7636d6e4959354,RADAR_LEFT_BACK,radar,forward_30deg,150-400,0
deb7b3f332f042d49e7636d6e4959354,RADAR_LEFT_BACK,radar,forward_30deg,>=400,0
deb7b3f332f042d49e7636d6e4959354,RADAR_LEFT_FRONT,radar,all_azimuth,0-50,162
deb7b3f332f042d49e7636d6e4959354,RADAR_LEFT_FRONT,radar,all_azimuth,50-100,354
deb7b3f332f042d49e7636d6e4959354,RADAR_LEFT_FRONT,radar,all_azimuth,100-150,284
deb7b3f332f042d49e7636d6e4959354,RADAR_LEFT_FRONT,radar,all_azimuth,150-400,0
deb7b3f332f042d49e7636d6e4959354,RADAR_LEFT_FRONT,radar,all_azimuth,>=400,0
deb7b3f332f042d49e7636d6e4959354,RADAR_LEFT_FRONT,radar,forward_30deg,0-50,79
deb7b3f332f042d49e7636d6e4959354,RADAR_LEFT_FRONT,radar,forward_30deg,50-100,216
deb7b3f332f042d49e7636d6e4959354,RADAR_LEFT_FRONT,radar,forward_30deg,100-150,170
deb7b3f332f042d49e7636d6e4959354,RADAR_LEFT_FRONT,radar,forward_30deg,150-400,0
deb7b3f332f042d49e7636d6e4959354,RADAR_LEFT_FRONT,radar,forward_30deg,>=400,0
deb7b3f332f042d49e7636d6e4959354,RADAR_LEFT_SIDE,radar,all_azimuth,0-50,202
deb7b3f332f042d49e7636d6e4959354,RADAR_LEFT_SIDE,radar,all_azimuth,50-100,268
deb7b3f332f042d49e7636d6e4959354,RADAR_LEFT_SIDE,radar,all_azimuth,100-150,234
deb7b3f332f042d49e7636d6e4959354,RADAR_LEFT_SIDE,radar,all_azimuth,150-400,87
deb7b3f332f042d49e7636d6e4959354,RADAR_LEFT_SIDE,radar,all_azimuth,>=400,0
deb7b3f332f042d49e7636d6e4959354,RADAR_LEFT_SIDE,radar,forward_30deg,0-50,37
deb7b3f332f042d49e7636d6e4959354,RADAR_LEFT_SIDE,radar,forward_30deg,50-100,58
deb7b3f332f042d49e7636d6e4959354,RADAR_LEFT_SIDE,radar,forward_30deg,100-150,33
deb7b3f332f042d49e7636d6e4959354,RADAR_LEFT_SIDE,radar,forward_30deg,150-400,8
deb7b3f332f042d49e7636d6e4959354,RADAR_LEFT_SIDE,radar,forward_30deg,>=400,0
deb7b3f332f042d49e7636d6e4959354,RADAR_RIGHT_BACK,radar,all_azimuth,0-50,219
deb7b3f332f042d49e7636d6e4959354,RADAR_RIGHT_BACK,radar,all_azimuth,50-100,379
deb7b3f332f042d49e7636d6e4959354,RADAR_RIGHT_BACK,radar,all_azimuth,100-150,114
deb7b3f332f042d49e7636d6e4959354,RADAR_RIGHT_BACK,radar,all_azimuth,150-400,52
deb7b3f332f042d49e7636d6e4959354,RADAR_RIGHT_BACK,radar,all_azimuth,>=400,0
deb7b3f332f042d49e7636d6e4959354,RADAR_RIGHT_BACK,radar,forward_30deg,0-50,0
deb7b3f332f042d49e7636d6e4959354,RADAR_RIGHT_BACK,radar,forward_30deg,50-100,0
deb7b3f332f042d49e7636d6e4959354,RADAR_RIGHT_BACK,radar,forward_30deg,100-150,0
deb7b3f332f042d49e7636d6e4959354,RADAR_RIGHT_BACK,radar,forward_30deg,150-400,0
deb7b3f332f042d49e7636d6e4959354,RADAR_RIGHT_BACK,radar,forward_30deg,>=400,0
deb7b3f332f042d49e7636d6e4959354,RADAR_RIGHT_FRONT,radar,all_azimuth,0-50,134
deb7b3f332f042d49e7636d6e4959354,RADAR_RIGHT_FRONT,radar,all_azimuth,50-100,238
deb7b3f332f042d49e7636d6e4959354,RADAR_RIGHT_FRONT,radar,all_azimuth,100-150,215
deb7b3f332f042d49e7636d6e4959354,RADAR_RIGHT_FRONT,radar,all_azimuth,150-400,59
deb7b3f332f042d49e7636d6e4959354,RADAR_RIGHT_FRONT,radar,all_azimuth,>=400,0
deb7b3f332f042d49e7636d6e4959354,RADAR_RIGHT_FRONT,radar,forward_30deg,0-50,63
deb7b3f332f042d49e7636d6e4959354,RADAR_RIGHT_FRONT,radar,forward_30deg,50-100,138
deb7b3f332f042d49e7636d6e4959354,RADAR_RIGHT_FRONT,radar,forward_30deg,100-150,120
deb7b3f332f042d49e7636d6e4959354,RADAR_RIGHT_FRONT,radar,forward_30deg,150-400,36
deb7b3f332f042d49e7636d6e4959354,RADAR_RIGHT_FRONT,radar,forward_30deg,>=400,0
deb7b3f332f042d49e7636d6e4959354,RADAR_RIGHT_SIDE,radar,all_azimuth,0-50,236
deb7b3f332f042d49e7636d6e4959354,RADAR_RIGHT_SIDE,radar,all_azimuth,50-100,424
deb7b3f332f042d49e7636d6e4959354,RADAR_RIGHT_SIDE,radar,all_azimuth,100-150,140
deb7b3f332f042d49e7636d6e4959354,RADAR_RIGHT_SIDE,radar,all_azimuth,150-400,0
deb7b3f332f042d49e7636d6e4959354,RADAR_RIGHT_SIDE,radar,all_azimuth,>=400,0
deb7b3f332f042d49e7636d6e4959354,RADAR_RIGHT_SIDE,radar,forward_30deg,0-50,37
deb7b3f332f042d49e7636d6e4959354,RADAR_RIGHT_SIDE,radar,forward_30deg,50-100,68
deb7b3f332f042d49e7636d6e4959354,RADAR_RIGHT_SIDE,radar,forward_30deg,100-150,27
deb7b3f332f042d49e7636d6e4959354,RADAR_RIGHT_SIDE,radar,forward_30deg,150-400,0
deb7b3f332f042d49e7636d6e4959354,RADAR_RIGHT_SIDE,radar,forward_30deg,>=400,0
a574551be31547e4b7c78ff87c75abb3,LIDAR_LEFT,lidar,all_azimuth,0-50,69261
a574551be31547e4b7c78ff87c75abb3,LIDAR_LEFT,lidar,all_azimuth,50-100,8013
a574551be31547e4b7c78ff87c75abb3,LIDAR_LEFT,lidar,all_azimuth,100-150,2234
a574551be31547e4b7c78ff87c75abb3,LIDAR_LEFT,lidar,all_azimuth,150-400,712
a574551be31547e4b7c78ff87c75abb3,LIDAR_LEFT,lidar,all_azimuth,>=400,0
a574551be31547e4b7c78ff87c75abb3,LIDAR_LEFT,lidar,forward_30deg,0-50,22713
a574551be31547e4b7c78ff87c75abb3,LIDAR_LEFT,lidar,forward_30deg,50-100,2756
a574551be31547e4b7c78ff87c75abb3,LIDAR_LEFT,lidar,forward_30deg,100-150,64
a574551be31547e4b7c78ff87c75abb3,LIDAR_LEFT,lidar,forward_30deg,150-400,406
a574551be31547e4b7c78ff87c75abb3,LIDAR_LEFT,lidar,forward_30deg,>=400,0
a574551be31547e4b7c78ff87c75abb3,LIDAR_REAR,lidar,all_azimuth,0-50,19683
a574551be31547e4b7c78ff87c75abb3,LIDAR_REAR,lidar,all_azimuth,50-100,99
a574551be31547e4b7c78ff87c75abb3,LIDAR_REAR,lidar,all_azimuth,100-150,0
a574551be31547e4b7c78ff87c75abb3,LIDAR_REAR,lidar,all_azimuth,150-400,0
a574551be31547e4b7c78ff87c75abb3,LIDAR_REAR,lidar,all_azimuth,>=400,0
a574551be31547e4b7c78ff87c75abb3,LIDAR_REAR,lidar,forward_30deg,0-50,0
a574551be31547e4b7c78ff87c75abb3,LIDAR_REAR,lidar,forward_30deg,50-100,0
a574551be31547e4b7c78ff87c75abb3,LIDAR_REAR,lidar,forward_30deg,100-150,0
a574551be31547e4b7c78ff87c75abb3,LIDAR_REAR,lidar,forward_30deg,150-400,0
a574551be31547e4b7c78ff87c75abb3,LIDAR_REAR,lidar,forward_30deg,>=400,0
a574551be31547e4b7c78ff87c75abb3,LIDAR_RIGHT,lidar,all_azimuth,0-50,70383
a574551be31547e4b7c78ff87c75abb3,LIDAR_RIGHT,lidar,all_azimuth,50-100,7670
a574551be31547e4b7c78ff87c75abb3,LIDAR_RIGHT,lidar,all_azimuth,100-150,713
a574551be31547e4b7c78ff87c75abb3,LIDAR_RIGHT,lidar,all_azimuth,150-400,1150
a574551be31547e4b7c78ff87c75abb3,LIDAR_RIGHT,lidar,all_azimuth,>=400,0
a574551be31547e4b7c78ff87c75abb3,LIDAR_RIGHT,lidar,forward_30deg,0-50,19945
