annotation_token,sample_token,range_m,publisher,point_all_six,point_main_two,rigid_all_six,sector_mean_1deg_all_six
b80e07fe80d74274bffe66ccf1d3a466,3c7fe0a51cdd45da9a49624782c511f1,31.392475347678864,17,22,20,22,22
2afb0259411d4cb499548d558430d9f8,3c7fe0a51cdd45da9a49624782c511f1,13.355100789128489,3,3,2,1,3
4f2e12b0ccdf41c2a9337b8881b6c1e1,3c7fe0a51cdd45da9a49624782c511f1,17.911811880888852,2424,2923,2732,2981,2922
35d762f2947846e3999329e18312b711,3c7fe0a51cdd45da9a49624782c511f1,17.362619443571834,1837,2309,2275,2110,2308
573d4c1fcd77431b81ae543378e523cc,3c7fe0a51cdd45da9a49624782c511f1,10.354234424477136,1560,1605,825,1606,1605
115175fd6394409c808a883e496f1de9,4551a79e00f24684b35672591431ec8c,17.431852323496145,649,679,672,677,679
81cd011f7b514887af3223f7bc01da47,4551a79e00f24684b35672591431ec8c,20.871364739038743,348,458,438,461,458
b8357c6b5d074fd3967605f3f568ce68,4551a79e00f24684b35672591431ec8c,17.00330542177815,1193,1467,1382,1456,1465
dd25e99c796741eb81a8a48ab3e91e89,4551a79e00f24684b35672591431ec8c,5.213679177977435,529,590,402,597,590
3d6a996ab42a4a74a0a95154f3b7b6ab,4551a79e00f24684b35672591431ec8c,12.638305481603263,4578,4874,3668,4873,4873
0e17f4836c9d4268ae47669263b6901e,4551a79e00f24684b35672591431ec8c,26.285305223541517,2489,2972,2928,2957,2972
99398320ab734e92aa075773d2171153,4551a79e00f24684b35672591431ec8c,35.71643637882201,386,442,442,438,442
fa069204f55845aeb1ab7de0011139e8,4551a79e00f24684b35672591431ec8c,6.812218349577819,15776,21728,17108,21843,21728
3e4a27f859a0423da8bee594f9c47eab,4551a79e00f24684b35672591431ec8c,34.64361210339702,99,106,94,106,106
69037d52121149c5afd548fc0c0d75cd,4551a79e00f24684b35672591431ec8c,31.60326000698506,419,510,510,511,510
8e21d2ef1b8641e3a884eabb6879699b,4551a79e00f24684b35672591431ec8c,28.295044683985086,276,286,277,268,285
f1ade5bdb824411fbca3eb293e8af427,4551a79e00f24684b35672591431ec8c,55.39549992624578,56,55,55,48,54
a886c51db0df47259faef83a4e6758a2,4551a79e00f24684b35672591431ec8c,5.578079820005931,6859,13032,573,13037,13032
45844f8d8eef41e1a2dbbc0f6d767ce9,4551a79e00f24684b35672591431ec8c,29.546782273294056,1661,1924,1814,1894,1924
d64c335fcf6c472c92d0f3c44a4ed1c0,4551a79e00f24684b35672591431ec8c,18.395521945131655,663,706,678,710,706
be701924a2294943b200749a4c4150b5,4551a79e00f24684b35672591431ec8c,27.174998994999115,4301,5178,4744,5085,5179
2caade47503c4a2d8b5e12d10505f834,4551a79e00f24684b35672591431ec8c,10.393382562983087,78,72,41,72,72
aab4637a21f44b39a7ab63957760bb30,4551a79e00f24684b35672591431ec8c,8.248784249427487,13255,15521,11175,15556,15522
b6f7505804c34a9cb7cfeb5fe46fb657,4551a79e00f24684b35672591431ec8c,25.93432536354388,181,179,178,177,179
eac0eb2f1e2248fb99cc1343f091c7c0,4551a79e00f24684b35672591431ec8c,11.937855597841928,12197,16139,13390,16091,16136
d3087f1586744871bc51f9b97671638b,4551a79e00f24684b35672591431ec8c,10.228836026608729,449,577,496,533,575
97db47f563a14cb087693f1faebc55c4,4551a79e00f24684b35672591431ec8c,17.00400550309218,500,560,523,546,561
0f82071c9d3b4ee48829d5c0002bcc3b,4551a79e00f24684b35672591431ec8c,16.288910629343896,998,1059,1013,1061,1059
e7489d85f73d462dbf12b93dd340eb84,4551a79e00f24684b35672591431ec8c,30.964982313767756,155,150,150,102,150
62e76ad2c75b47d89072ed5e80be4918,4551a79e00f24684b35672591431ec8c,19.843764920251637,397,439,433,442,439
a70e6d4053594ad8a564445f829144ac,4551a79e00f24684b35672591431ec8c,31.030033711487686,117,136,129,134,136
7675587770fb48bb9e3c191a936bb78d,4551a79e00f24684b35672591431ec8c,21.307950936591563,113,115,96,118,115
8495c1d3e1a24e598ff7d3572da23390,4551a79e00f24684b35672591431ec8c,5.41950787103597,11664,11880,3455,11850,11882
74fc90ff455d4ff581b6d5c02f259eb2,4551a79e00f24684b35672591431ec8c,20.637327923620212,8716,11905,11059,11909,11905
4c4157cc63e74ef4829efba00e302b25,4551a79e00f24684b35672591431ec8c,23.693891404415606,251,266,253,262,266
4c0f8b3b8e5d4fa6912efa642d1080b6,4551a79e00f24684b35672591431ec8c,25.391648757379436,144,169,160,171,169
57f36b05fd6d444aa3ef25b4040d5069,4551a79e00f24684b35672591431ec8c,11.298399165355137,419,524,451,516,523
2467404e43c141aab76e408dfc37d32e,4551a79e00f24684b35672591431ec8c,31.16625455455843,652,697,691,698,697
e61050e017e3418c821afdd28cb4d560,4551a79e00f24684b35672591431ec8c,17.03749837371512,948,991,961,984,991
ab086d10a2574787a2a883633f1e4d85,4551a79e00f24684b35672591431ec8c,11.480843771789266,152,160,32,160,160
bdb8c990e3f94d7b8ebe3e92b464090c,188173f8e91a4090a439f6038577bf1d,29.795618457669008,195,211,210,216,210
a2e8c7d0c60c4e72bebcfb337bef4269,188173f8e91a4090a439f6038577bf1d,14.340001201986396,207,277,265,279,277
2fd120ed73e7491cb5c50202af1b83ae,188173f8e91a4090a439f6038577bf1d,8.640427964595347,9891,14192,11817,14239,14193
ddc48126fd2b4d4a82ba98d65e3ac1f3,188173f8e91a4090a439f6038577bf1d,8.986591379034923,230,265,209,270,264
a80bb4a670ba49f48496b76daa70b735,188173f8e91a4090a439f6038577bf1d,8.242359712192025,1055,1076,726,1095,1077
f1c07c5c890b4e718759f1e3507faabe,188173f8e91a4090a439f6038577bf1d,17.508226957986686,3596,5163,4961,5178,5162
69c3403544fd456abd38c9a05fc93f1a,188173f8e91a4090a439f6038577bf1d,26.943250939357814,620,822,807,822,822
c27ee86ba9d04b5bae1ef42f8e4d8951,188173f8e91a4090a439f6038577bf1d,12.464367288220773,3163,3359,2754,3571,3362
899b6c2b8c834a0c8a7c833572ab77e9,188173f8e91a4090a439f6038577bf1d,48.25782877325997,25,26,21,26,26
ef634fb1dfba47b0b3d93e7407db9d75,188173f8e91a4090a439f6038577bf1d,24.105397012811626,175,224,192,224,224
0dfe6ca60f4a43b0a58c5fd98eae31fb,188173f8e91a4090a439f6038577bf1d,41.15531670929103,128,118,118,61,119
fad60dd605024f47acd78ed449119a28,188173f8e91a4090a439f6038577bf1d,5.59610634987576,7124,14223,48,14230,14221
1f1d0175fb0c44aaa84016ef3e336eb3,188173f8e91a4090a439f6038577bf1d,31.150611004321927,222,238,238,243,238
f8200605e05d4ad09600f41baf7e8770,188173f8e91a4090a439f6038577bf1d,18.628319704130732,995,1139,1084,1140,1139
fa73e79e0c7c43fda6f86d9ff5184990,188173f8e91a4090a439f6038577bf1d,18.992634725629255,1201,1156,977,1281,1148
25f492119fd64acab1409350fc523f3f,188173f8e91a4090a439f6038577bf1d,38.91956850701742,93,79,79,61,79
c27f383050ec4dbfa1b3a22238288dfb,188173f8e91a4090a439f6038577bf1d,4.635597613543695,12879,15286,10584,15276,15284
c7f6f95f27cc4434b74fef39457989b2,188173f8e91a4090a439f6038577bf1d,26.979090169901966,1,0,0,0,1
c8c580da4bee440f956ab37ea0ac7748,188173f8e91a4090a439f6038577bf1d,28.60120368984379,162,171,170,172,171
6df47dea90564c08979ab2b6dc1e4084,188173f8e91a4090a439f6038577bf1d,27.433981566804654,99,110,109,107,110
d5b4d3f268ee47f998503c9a89cf50d3,188173f8e91a4090a439f6038577bf1d,43.95678576151483,16,12,12,7,12
a5cbcb4c3e0e4966ad698e4e71558ec2,188173f8e91a4090a439f6038577bf1d,32.7232826127895,153,161,161,168,159
04ea32031ad6434eb705c3dfca4f821b,188173f8e91a4090a439f6038577bf1d,22.539257387419607,1957,2613,2526,2615,2613
894ec5ea22f843d1a883f040db745eef,188173f8e91a4090a439f6038577bf1d,34.428733238113615,125,127,125,127,127
883e7a6fff8a4fe4859730d11ada6bc3,188173f8e91a4090a439f6038577bf1d,9.968532204219557,1145,1192,802,1184,1192
255eeba66de54cc18cb02c9aed5479ac,188173f8e91a4090a439f6038577bf1d,15.477945352323948,3967,5147,4791,5152,5147
307365e20a864b33b821eab2800ffcd0,188173f8e91a4090a439f6038577bf1d,36.73601631699933,139,120,118,108,120
0be06841d98842049592c5a55897bebe,188173f8e91a4090a439f6038577bf1d,19.77849263163807,28,37,37,37,37
3cab3b1f7feb43e5b990716be2442ac3,188173f8e91a4090a439f6038577bf1d,44.00208437878128,340,356,355,333,356
4a1031d012d44740a5664ab2e839d891,188173f8e91a4090a439f6038577bf1d,28.267054668472614,243,230,229,228,230
373a15d39c9d40b6805aad6b1ad06b38,fb586e9af9bc4ded87c306e7964345e6,59.333818497308656,34,35,35,36,35
e596862d4f3b4321ada3f556b28a7fe3,fb586e9af9bc4ded87c306e7964345e6,122.40875651653734,26,36,36,37,36
e2e770f8486b4270adc921c25fd4839b,fb586e9af9bc4ded87c306e7964345e6,131.65633325145902,10,7,7,7,7
0e93e6c18c7c4e5b99709afa92e3c888,fb586e9af9bc4ded87c306e7964345e6,29.659483622030145,611,834,833,814,834
8a7078d3df32450b8669dd4d3e1287c0,fb586e9af9bc4ded87c306e7964345e6,17.60022968920155,413,432,429,428,433
f0897c0df7b846bf9341e7a8c7a9b124,fb586e9af9bc4ded87c306e7964345e6,60.87716161088816,100,132,121,132,132
21c5511193c545b2a1a7a476d35ff502,fb586e9af9bc4ded87c306e7964345e6,62.64390351994478,36,48,45,48,48
21c47b2896eb46df8607d5f312a0ddef,fb586e9af9bc4ded87c306e7964345e6,63.64620958258691,2,3,3,3,3
a3c6e7eda07f4152bd3f37791c4ddba8,fb586e9af9bc4ded87c306e7964345e6,93.72908937986226,8,7,7,7,7
d063ccc32c9f44e9a89232a22e320632,fb586e9af9bc4ded87c306e7964345e6,52.469531510551654,42,53,49,56,53
4e025ba5c9c643a3a7d9ce98b5aea210,fb586e9af9bc4ded87c306e7964345e6,34.55784379417539,53,57,57,53,57
f2495bf0cdd74c42801ff5ec65123fbc,fb586e9af9bc4ded87c306e7964345e6,8.532553902394756,1204,1245,1194,1243,1245
1f16c97a7230493484aa53fe46ba2fb7,fb586e9af9bc4ded87c306e7964345e6,45.021305827184996,74,84,84,82,84
a561f4dbe42d48a6ad779d74678bfcf3,fb586e9af9bc4ded87c306e7964345e6,16.161321434258863,40,40,3,40,40
7f25efe816864e03aad5bb9d4de57075,fb586e9af9bc4ded87c306e7964345e6,45.20503069339934,172,209,209,208,209
e2f2f64977f042ef856ed78f1516b67e,fb586e9af9bc4ded87c306e7964345e6,55.46790880481251,253,249,247,246,253
ba5c31aaea3d40e7abde1b36be6a84fe,fb586e9af9bc4ded87c306e7964345e6,123.13067507147191,10,9,9,8,9
6d8712c7fbd34d07a90ee3baeb88a9e3,fb586e9af9bc4ded87c306e7964345e6,6.496995604123641,50723,75381,57211,75445,75381
a7779ad5fb7444059f8f97ea5b7feecd,fb586e9af9bc4ded87c306e7964345e6,61.94212901145695,31,34,34,9,34
4b5c082beda94256b95832c7366a9565,fb586e9af9bc4ded87c306e7964345e6,74.38588035837434,20,16,16,15,16
331813ca13924f79a203748582537200,fb586e9af9bc4ded87c306e7964345e6,82.29589047744048,15,17,17,7,17
bbb632f7ec444819b72179cbe5f11db3,fb586e9af9bc4ded87c306e7964345e6,68.1963592051155,45,41,41,41,41
54af70d81ab64a208e9d4849d805e790,fb586e9af9bc4ded87c306e7964345e6,9.80349734455778,32440,46134,39550,44870,46138
0246303646c541a6b6715a4b944b36f1,fb586e9af9bc4ded87c306e7964345e6,111.3156712931476,53,54,54,53,54
fa86e8a48d954506966aad4c340b605b,fb586e9af9bc4ded87c306e7964345e6,125.8355111708118,6,6,6,6,6
10297a07657f4830b148d98b10d7f2ad,fb586e9af9bc4ded87c306e7964345e6,23.458854251416653,358,527,515,527,527
16364a2c16604a669ede9a60c41c74b3,fb586e9af9bc4ded87c306e7964345e6,136.0984174582507,3,3,3,0,3
6e88c78a83cc4b5d956d643b3a08a46b,fb586e9af9bc4ded87c306e7964345e6,150.05681029796702,8,8,8,6,8
826e4909bd784a6284798ed69dc3af90,fb586e9af9bc4ded87c306e7964345e6,31.4421529303647,68,84,84,24,84
496281c022eb425f908a671c00306264,fb586e9af9bc4ded87c306e7964345e6,125.73588961035736,2,0,0,0,0
23f99d580f2044fcb68bf8065569aabd,fb586e9af9bc4ded87c306e7964345e6,24.976264972350485,94,93,93,90,94
30e6cd970a9f480b80d7414e17787f52,fb586e9af9bc4ded87c306e7964345e6,29.884472666907886,832,932,925,933,932
0fa21464109c42219a9c01a396891ab4,fb586e9af9bc4ded87c306e7964345e6,42.70643144973652,1020,1241,1233,1241,1241
38877adc58664ed0b65b6bae00262638,fb586e9af9bc4ded87c306e7964345e6,62.10190230187334,33,30,30,27,30
0faf424e15174e3c84ffe3a48143aa8a,fb586e9af9bc4ded87c306e7964345e6,14.129389885506159,1036,1373,1128,1345,1374
800a272e474b4f93b83ec6ca37352b09,fb586e9af9bc4ded87c306e7964345e6,22.124139465065355,933,986,982,527,986
cec4e4e78fda4dca9e8125400e349ef3,fb586e9af9bc4ded87c306e7964345e6,36.06820895421815,55,64,64,62,63
0824adf3a1d24a20bdd8c20a2e3e49c3,fb586e9af9bc4ded87c306e7964345e6,117.51970861328894,24,31,31,31,31
b9b48eae13fb43cf9e89dc3543abf324,fb586e9af9bc4ded87c306e7964345e6,113.80849425696398,14,17,17,15,17
1b8ee009cbda4771b7671ddf9e21aa90,fb586e9af9bc4ded87c306e7964345e6,87.51204967001946,22,23,23,21,23
a174952f16ab44ec97175aecb5d8ad04,fb586e9af9bc4ded87c306e7964345e6,35.87791746065471,631,743,743,744,742
46b53b25f77c4d22ac085e5f68f49eb2,fb586e9af9bc4ded87c306e7964345e6,71.72034151592973,40,48,46,35,49
7d59e8846014412db7577d809ce685f0,fb586e9af9bc4ded87c306e7964345e6,101.28799009193816,6,6,6,6,6
3f40d5dd17824fbc9279215b1ff6ccdc,fb586e9af9bc4ded87c306e7964345e6,107.33760719373676,19,23,23,22,23
bd3dca2390474ddbb703c4a551340943,fb586e9af9bc4ded87c306e7964345e6,69.73873057655582,42,42,42,38,42
91c44ea6e2744a16932e8a3f142605f0,fb586e9af9bc4ded87c306e7964345e6,37.18294484208837,847,946,943,954,946
274ec1ea16754d458c1dd8770a6bd81b,fb586e9af9bc4ded87c306e7964345e6,47.89023990912779,6,6,6,6,6
354b41a8948a4090bcd891d3831a066b,fb586e9af9bc4ded87c306e7964345e6,97.37747018066543,36,38,37,38,38
04b30188486643b5aef349a9b645a756,fb586e9af9bc4ded87c306e7964345e6,105.52447368733907,4,2,2,3,2
20eb81afaaf9463680d23520f3c5eb68,fb586e9af9bc4ded87c306e7964345e6,70.26052267021227,329,344,344,340,345
dbb7d63f78ea4023a93e261ea0623571,fb586e9af9bc4ded87c306e7964345e6,144.00391813678237,4,5,5,5,5
429764f2880045c2b0fb02687a689b8f,fb586e9af9bc4ded87c306e7964345e6,46.485498175893795,94,115,111,115,115
32a5f93f40bf44bfba105f9ea2ca28e9,fb586e9af9bc4ded87c306e7964345e6,45.08170377024928,51,58,58,44,58
4ffabcbe9b9241fa958d1c84c70d2018,fb586e9af9bc4ded87c306e7964345e6,143.05831752117862,2,2,2,2,2
da4bc17a8e8640cab6a5eee70631434b,fb586e9af9bc4ded87c306e7964345e6,51.09876400422835,434,446,443,441,444
37b0166cb6fa43b8b66eb8ac9fdc4a93,fb586e9af9bc4ded87c306e7964345e6,128.46679650588888,2,2,2,1,2
8a1c7d21ca5c41f0b19b2107528f77b2,fb586e9af9bc4ded87c306e7964345e6,51.112852298937746,99,124,124,123,124
f4242d05a06c443abd6dc3e3b5087af4,fb586e9af9bc4ded87c306e7964345e6,99.73014293377824,16,17,17,16,17
05ed1437bc644bd9a9aee8f1e5d47344,fb586e9af9bc4ded87c306e7964345e6,14.995494895053794,253,281,278,80,281
11bcbc98536e4a1182f31d5a7c972ee4,fb586e9af9bc4ded87c306e7964345e6,83.01452584208765,18,19,19,19,19
d23f111570cc4991bfdedaa5531dd086,fb586e9af9bc4ded87c306e7964345e6,118.55432317542238,13,13,13,13,13
2a614842e64f47ada7d8afe93568b7f9,fb586e9af9bc4ded87c306e7964345e6,123.42369765099637,5,8,8,8,8
9f5dcfa6d09a47cd886de1a7148af1b2,fb586e9af9bc4ded87c306e7964345e6,103.08482614278061,9,9,8,9,9
e3a3553149ab4664b675e5d2f56a8b5a,fb586e9af9bc4ded87c306e7964345e6,45.92795037466524,107,111,110,106,111
7f83719f149c4144aac68ba6fe3243d0,fb586e9af9bc4ded87c306e7964345e6,85.7447444975249,19,20,20,18,20
2d9a72a56522481b96e68e68445fd5b2,fb586e9af9bc4ded87c306e7964345e6,106.92163870298506,3,2,2,2,2
6bdbeadca279420fa5da436301235764,fb586e9af9bc4ded87c306e7964345e6,85.21162053494692,37,40,40,40,40
243f890947e349349ff2ad42602222e3,fb586e9af9bc4ded87c306e7964345e6,34.794308361947955,129,154,146,143,154
cb839e1c477a4c87aa7fcae96175cab7,fb586e9af9bc4ded87c306e7964345e6,119.24721403481549,42,46,46,46,45
0556687671a1463a8d49b8213f8008bb,fb586e9af9bc4ded87c306e7964345e6,86.10655562534342,15,18,18,18,18
afb377d048724efd8235b89c159524d2,fb586e9af9bc4ded87c306e7964345e6,144.11203211634893,5,3,3,2,3
eb72a5dde75d49858447eb6615458fff,fb586e9af9bc4ded87c306e7964345e6,37.219685637401106,176,179,179,172,179
0274835f086948f7bddd769a15131d6e,fb586e9af9bc4ded87c306e7964345e6,42.05380907972704,192,216,213,215,216
8cac8532d11649cc95690e5b03797bb4,fb586e9af9bc4ded87c306e7964345e6,25.005065745160874,44,59,59,59,59
a057b605a43644da8cbd8f5602fb0a00,fb586e9af9bc4ded87c306e7964345e6,104.49613153889567,3,0,0,0,0
ce52732b21e949bf9fdd331761c4d13c,fb586e9af9bc4ded87c306e7964345e6,47.00024804351327,138,158,155,154,158
b3109497ed92410586e2649ba4739b4e,fb586e9af9bc4ded87c306e7964345e6,138.41282521918836,15,15,15,14,15
18db37c7312843448f3108a38ae5fa2c,fb586e9af9bc4ded87c306e7964345e6,182.43856283141872,49,59,59,59,59
11830cc24e6e445992423201990bdabe,fb586e9af9bc4ded87c306e7964345e6,15.448932452986115,203,237,226,230,237
9b374e94504647e19b7560be86329f43,fb586e9af9bc4ded87c306e7964345e6,54.255082355906055,186,178,177,145,179
52f5474672044bb59684803157b16bd2,fb586e9af9bc4ded87c306e7964345e6,4.675887031110512,6959,15826,1127,15753,15824
556375b0852741c3a02bb7b026a4e28c,fb586e9af9bc4ded87c306e7964345e6,75.2595384568814,111,148,148,147,148
f2fc088104be4f55b2d4e09a9fcdb878,fb586e9af9bc4ded87c306e7964345e6,55.9052568612702,86,76,75,69,76
ebd86c4a19734e3890c60de616e55fb5,fb586e9af9bc4ded87c306e7964345e6,50.80975220741061,131,201,199,202,200
21c07e32de384e7a9ca6f867b199c55f,fb586e9af9bc4ded87c306e7964345e6,157.19164120016816,7,7,7,7,7
13af3b18fa5f48b4a2d3ec57dc58baf3,fb586e9af9bc4ded87c306e7964345e6,43.495680872772155,162,185,185,187,185
4b89348d00fa434cb56a703e7b93b02c,fb586e9af9bc4ded87c306e7964345e6,103.74997827585234,59,63,63,62,63
f34fdbfa75804b0e9eeacb787d15f245,fb586e9af9bc4ded87c306e7964345e6,105.37346795285735,26,31,31,31,31
94d409dae73a4f7a9bb976e68828cf94,fb586e9af9bc4ded87c306e7964345e6,31.278340793924222,774,829,828,855,825
a3d634acf93b467ea58e9824483b0a09,fb586e9af9bc4ded87c306e7964345e6,133.70379940413648,9,8,8,0,8
86bc3cdf4ce747cc9232724a05703f4a,fb586e9af9bc4ded87c306e7964345e6,14.82106815126094,302,389,347,257,388
042c7e96fd834b91923436de600495e5,fb586e9af9bc4ded87c306e7964345e6,125.88223598069746,24,19,19,19,19
a7153c091a9e49aba3a010ffd01e6b37,fb586e9af9bc4ded87c306e7964345e6,100.114216461117,2,0,0,0,0
24115f3958784125a7af7f5b7d6abbd3,fb586e9af9bc4ded87c306e7964345e6,18.674445377750327,1735,2262,2107,2250,2262
b554bba686884d288a2b12b6e61016c3,fb586e9af9bc4ded87c306e7964345e6,72.43640848214875,31,39,39,38,38
d3772499d9674d738ce72c7c064ae553,fb586e9af9bc4ded87c306e7964345e6,40.8284060244939,62,90,81,89,90
189024f301fb4c78bda4037cb778153c,fb586e9af9bc4ded87c306e7964345e6,106.98181818179309,5,4,4,4,4
f9e586ee1cbe46eeac2c41453bb26c80,fb586e9af9bc4ded87c306e7964345e6,110.73960194097272,39,41,41,41,41
2eb4768b208c4db3af6de4b0f0f70ffd,7aab37b38b4344b2a5f9b4d56bdc8cf9,198.4898325186018,7,7,7,4,7
156d370db6d84b8fa262dbbae98d7bd7,7aab37b38b4344b2a5f9b4d56bdc8cf9,33.95544370449862,431,475,475,475,477
4968cedd93fb4175b9e09e08fe579009,7aab37b38b4344b2a5f9b4d56bdc8cf9,108.27139807645914,146,150,150,115,148
fd7123a9f8734c08988bfb2dd2771752,7aab37b38b4344b2a5f9b4d56bdc8cf9,122.7020671874938,11,8,8,8,8
31deecdd4ffa4544aa69d1ceca126863,7aab37b38b4344b2a5f9b4d56bdc8cf9,28.729747852573762,447,516,515,516,516
b6c06f81712e4d31a554eba2c7a67747,7aab37b38b4344b2a5f9b4d56bdc8cf9,37.585469334639846,76,107,93,114,108
35b5b9498f2c4f64bce507c9e0c4d01b,7aab37b38b4344b2a5f9b4d56bdc8cf9,55.1034981717416,60,76,74,73,77
da60922a0b254638a01cec40b29fd3a1,7aab37b38b4344b2a5f9b4d56bdc8cf9,82.26475667287698,7,6,6,5,8
7abc705ee5fc424e8e9417812dfe9823,7aab37b38b4344b2a5f9b4d56bdc8cf9,28.470591132862292,118,154,143,148,154
175c107f79e7404c96c665965e44a520,7aab37b38b4344b2a5f9b4d56bdc8cf9,139.41708776386537,1,0,0,0,0
825a3aca64284bdaa31115c4f7b615fd,7aab37b38b4344b2a5f9b4d56bdc8cf9,129.2142277012353,12,15,15,10,15
9bcd4d8d14ce4d07adbd353e76d2b34e,7aab37b38b4344b2a5f9b4d56bdc8cf9,32.5296608858845,28,29,29,29,29
43fa7348f7f04a84ab4d3e5079cba000,7aab37b38b4344b2a5f9b4d56bdc8cf9,10.564000344939162,36,35,0,34,35
e9e655f9554f48129770e99372fca43e,7aab37b38b4344b2a5f9b4d56bdc8cf9,27.72975399941775,240,298,284,300,298
2075fa37855b4eeb85017650d2810969,7aab37b38b4344b2a5f9b4d56bdc8cf9,102.14229310192117,13,13,13,6,13
af948911ea784658932bfb68a4eab402,7aab37b38b4344b2a5f9b4d56bdc8cf9,98.41564382729005,4,2,2,2,2
cb13b638a6484b83be8dc0dade8e4da7,7aab37b38b4344b2a5f9b4d56bdc8cf9,14.760559393147943,2,17,0,16,17
0b5d0d3b3e1349c496cd1630e83bef7e,7aab37b38b4344b2a5f9b4d56bdc8cf9,22.61992492940272,194,254,211,251,254
84671703abc642b1b1f976fd0dce8ccd,7aab37b38b4344b2a5f9b4d56bdc8cf9,105.40635408067571,40,41,41,38,41
18424befd1ec4aebb24dd85b9e12c63f,7aab37b38b4344b2a5f9b4d56bdc8cf9,8.278617536782425,29977,38641,32436,38787,38639
30fad5e55edd4e908df8d2794e62fa5f,7aab37b38b4344b2a5f9b4d56bdc8cf9,52.904322328808455,4,2,2,2,2
b9b82b7eca8845e099b01071f46f1c8a,7aab37b38b4344b2a5f9b4d56bdc8cf9,84.3756200056261,42,44,44,36,44
