sample_token,source,region,band_m,count,denominator
32d2bcf46e734dffb14fe2e0a823d059,LIDAR_TOP_FRONT,forward_30deg,50-100,0,13298
32d2bcf46e734dffb14fe2e0a823d059,LIDAR_TOP_FRONT,forward_30deg,100-150,0,13298
32d2bcf46e734dffb14fe2e0a823d059,LIDAR_TOP_FRONT,forward_30deg,150-400,0,13298
32d2bcf46e734dffb14fe2e0a823d059,LIDAR_TOP_FRONT,forward_30deg,>=400,0,13298
32d2bcf46e734dffb14fe2e0a823d059,camera_one,all_azimuth,0-50,45,53
32d2bcf46e734dffb14fe2e0a823d059,camera_one,all_azimuth,50-100,8,53
32d2bcf46e734dffb14fe2e0a823d059,camera_one,all_azimuth,100-150,0,53
32d2bcf46e734dffb14fe2e0a823d059,camera_one,all_azimuth,150-400,0,53
32d2bcf46e734dffb14fe2e0a823d059,camera_one,all_azimuth,>=400,0,53
32d2bcf46e734dffb14fe2e0a823d059,camera_one,forward_30deg,0-50,37,45
32d2bcf46e734dffb14fe2e0a823d059,camera_one,forward_30deg,50-100,8,45
32d2bcf46e734dffb14fe2e0a823d059,camera_one,forward_30deg,100-150,0,45
32d2bcf46e734dffb14fe2e0a823d059,camera_one,forward_30deg,150-400,0,45
32d2bcf46e734dffb14fe2e0a823d059,camera_one,forward_30deg,>=400,0,45
32d2bcf46e734dffb14fe2e0a823d059,camera_four,all_azimuth,0-50,104,125
32d2bcf46e734dffb14fe2e0a823d059,camera_four,all_azimuth,50-100,19,125
32d2bcf46e734dffb14fe2e0a823d059,camera_four,all_azimuth,100-150,2,125
32d2bcf46e734dffb14fe2e0a823d059,camera_four,all_azimuth,150-400,0,125
32d2bcf46e734dffb14fe2e0a823d059,camera_four,all_azimuth,>=400,0,125
32d2bcf46e734dffb14fe2e0a823d059,camera_four,forward_30deg,0-50,56,76
32d2bcf46e734dffb14fe2e0a823d059,camera_four,forward_30deg,50-100,18,76
32d2bcf46e734dffb14fe2e0a823d059,camera_four,forward_30deg,100-150,2,76
32d2bcf46e734dffb14fe2e0a823d059,camera_four,forward_30deg,150-400,0,76
32d2bcf46e734dffb14fe2e0a823d059,camera_four,forward_30deg,>=400,0,76
32d2bcf46e734dffb14fe2e0a823d059,ground_truth,all_azimuth,0-50,31,36
32d2bcf46e734dffb14fe2e0a823d059,ground_truth,all_azimuth,50-100,5,36
32d2bcf46e734dffb14fe2e0a823d059,ground_truth,all_azimuth,100-150,0,36
32d2bcf46e734dffb14fe2e0a823d059,ground_truth,all_azimuth,150-400,0,36
32d2bcf46e734dffb14fe2e0a823d059,ground_truth,all_azimuth,>=400,0,36
32d2bcf46e734dffb14fe2e0a823d059,ground_truth,forward_30deg,0-50,17,22
32d2bcf46e734dffb14fe2e0a823d059,ground_truth,forward_30deg,50-100,5,22
32d2bcf46e734dffb14fe2e0a823d059,ground_truth,forward_30deg,100-150,0,22
32d2bcf46e734dffb14fe2e0a823d059,ground_truth,forward_30deg,150-400,0,22
32d2bcf46e734dffb14fe2e0a823d059,ground_truth,forward_30deg,>=400,0,22
deb7b3f332f042d49e7636d6e4959354,RADAR_LEFT_FRONT,all_azimuth,0-50,162,800
deb7b3f332f042d49e7636d6e4959354,RADAR_LEFT_FRONT,all_azimuth,50-100,354,800
deb7b3f332f042d49e7636d6e4959354,RADAR_LEFT_FRONT,all_azimuth,100-150,284,800
deb7b3f332f042d49e7636d6e4959354,RADAR_LEFT_FRONT,all_azimuth,150-400,0,800
deb7b3f332f042d49e7636d6e4959354,RADAR_LEFT_FRONT,all_azimuth,>=400,0,800
deb7b3f332f042d49e7636d6e4959354,RADAR_LEFT_FRONT,forward_30deg,0-50,79,465
deb7b3f332f042d49e7636d6e4959354,RADAR_LEFT_FRONT,forward_30deg,50-100,216,465
deb7b3f332f042d49e7636d6e4959354,RADAR_LEFT_FRONT,forward_30deg,100-150,170,465
deb7b3f332f042d49e7636d6e4959354,RADAR_LEFT_FRONT,forward_30deg,150-400,0,465
deb7b3f332f042d49e7636d6e4959354,RADAR_LEFT_FRONT,forward_30deg,>=400,0,465
deb7b3f332f042d49e7636d6e4959354,LIDAR_LEFT,all_azimuth,0-50,68996,79982
deb7b3f332f042d49e7636d6e4959354,LIDAR_LEFT,all_azimuth,50-100,8027,79982
deb7b3f332f042d49e7636d6e4959354,LIDAR_LEFT,all_azimuth,100-150,2189,79982
deb7b3f332f042d49e7636d6e4959354,LIDAR_LEFT,all_azimuth,150-400,770,79982
deb7b3f332f042d49e7636d6e4959354,LIDAR_LEFT,all_azimuth,>=400,0,79982
deb7b3f332f042d49e7636d6e4959354,LIDAR_LEFT,forward_30deg,0-50,22706,25699
deb7b3f332f042d49e7636d6e4959354,LIDAR_LEFT,forward_30deg,50-100,2513,25699
deb7b3f332f042d49e7636d6e4959354,LIDAR_LEFT,forward_30deg,100-150,64,25699
deb7b3f332f042d49e7636d6e4959354,LIDAR_LEFT,forward_30deg,150-400,416,25699
deb7b3f332f042d49e7636d6e4959354,LIDAR_LEFT,forward_30deg,>=400,0,25699
deb7b3f332f042d49e7636d6e4959354,LIDAR_TOP_FRONT,all_azimuth,0-50,17315,17323
deb7b3f332f042d49e7636d6e4959354,LIDAR_TOP_FRONT,all_azimuth,50-100,8,17323
deb7b3f332f042d49e7636d6e4959354,LIDAR_TOP_FRONT,all_azimuth,100-150,0,17323
deb7b3f332f042d49e7636d6e4959354,LIDAR_TOP_FRONT,all_azimuth,150-400,0,17323
deb7b3f332f042d49e7636d6e4959354,LIDAR_TOP_FRONT,all_azimuth,>=400,0,17323
deb7b3f332f042d49e7636d6e4959354,LIDAR_TOP_FRONT,forward_30deg,0-50,13653,13653
deb7b3f332f042d49e7636d6e4959354,LIDAR_TOP_FRONT,forward_30deg,50-100,0,13653
deb7b3f332f042d49e7636d6e4959354,LIDAR_TOP_FRONT,forward_30deg,100-150,0,13653
deb7b3f332f042d49e7636d6e4959354,LIDAR_TOP_FRONT,forward_30deg,150-400,0,13653
deb7b3f332f042d49e7636d6e4959354,LIDAR_TOP_FRONT,forward_30deg,>=400,0,13653
deb7b3f332f042d49e7636d6e4959354,camera_one,all_azimuth,0-50,44,50
deb7b3f332f042d49e7636d6e4959354,camera_one,all_azimuth,50-100,6,50
deb7b3f332f042d49e7636d6e4959354,camera_one,all_azimuth,100-150,0,50
deb7b3f332f042d49e7636d6e4959354,camera_one,all_azimuth,150-400,0,50
deb7b3f332f042d49e7636d6e4959354,camera_one,all_azimuth,>=400,0,50
deb7b3f332f042d49e7636d6e4959354,camera_one,forward_30deg,0-50,35,41
deb7b3f332f042d49e7636d6e4959354,camera_one,forward_30deg,50-100,6,41
deb7b3f332f042d49e7636d6e4959354,camera_one,forward_30deg,100-150,0,41
deb7b3f332f042d49e7636d6e4959354,camera_one,forward_30deg,150-400,0,41
deb7b3f332f042d49e7636d6e4959354,camera_one,forward_30deg,>=400,0,41
deb7b3f332f042d49e7636d6e4959354,camera_four,all_azimuth,0-50,119,136
deb7b3f332f042d49e7636d6e4959354,camera_four,all_azimuth,50-100,17,136
deb7b3f332f042d49e7636d6e4959354,camera_four,all_azimuth,100-150,0,136
deb7b3f332f042d49e7636d6e4959354,camera_four,all_azimuth,150-400,0,136
deb7b3f332f042d49e7636d6e4959354,camera_four,all_azimuth,>=400,0,136
deb7b3f332f042d49e7636d6e4959354,camera_four,forward_30deg,0-50,62,79
deb7b3f332f042d49e7636d6e4959354,camera_four,forward_30deg,50-100,17,79
deb7b3f332f042d49e7636d6e4959354,camera_four,forward_30deg,100-150,0,79
deb7b3f332f042d49e7636d6e4959354,camera_four,forward_30deg,150-400,0,79
deb7b3f332f042d49e7636d6e4959354,camera_four,forward_30deg,>=400,0,79
deb7b3f332f042d49e7636d6e4959354,ground_truth,all_azimuth,0-50,31,36
deb7b3f332f042d49e7636d6e4959354,ground_truth,all_azimuth,50-100,5,36
deb7b3f332f042d49e7636d6e4959354,ground_truth,all_azimuth,100-150,0,36
deb7b3f332f042d49e7636d6e4959354,ground_truth,all_azimuth,150-400,0,36
deb7b3f332f042d49e7636d6e4959354,ground_truth,all_azimuth,>=400,0,36
deb7b3f332f042d49e7636d6e4959354,ground_truth,forward_30deg,0-50,16,21
deb7b3f332f042d49e7636d6e4959354,ground_truth,forward_30deg,50-100,5,21
deb7b3f332f042d49e7636d6e4959354,ground_truth,forward_30deg,100-150,0,21
deb7b3f332f042d49e7636d6e4959354,ground_truth,forward_30deg,150-400,0,21
deb7b3f332f042d49e7636d6e4959354,ground_truth,forward_30deg,>=400,0,21
a574551be31547e4b7c78ff87c75abb3,RADAR_LEFT_FRONT,all_azimuth,0-50,163,800
a574551be31547e4b7c78ff87c75abb3,RADAR_LEFT_FRONT,all_azimuth,50-100,346,800
a574551be31547e4b7c78ff87c75abb3,RADAR_LEFT_FRONT,all_azimuth,100-150,275,800
a574551be31547e4b7c78ff87c75abb3,RADAR_LEFT_FRONT,all_azimuth,150-400,16,800
a574551be31547e4b7c78ff87c75abb3,RADAR_LEFT_FRONT,all_azimuth,>=400,0,800
a574551be31547e4b7c78ff87c75abb3,RADAR_LEFT_FRONT,forward_30deg,0-50,75,452
a574551be31547e4b7c78ff87c75abb3,RADAR_LEFT_FRONT,forward_30deg,50-100,215,452
a574551be31547e4b7c78ff87c75abb3,RADAR_LEFT_FRONT,forward_30deg,100-150,150,452
a574551be31547e4b7c78ff87c75abb3,RADAR_LEFT_FRONT,forward_30deg,150-400,12,452
a574551be31547e4b7c78ff87c75abb3,RADAR_LEFT_FRONT,forward_30deg,>=400,0,452
a574551be31547e4b7c78ff87c75abb3,LIDAR_LEFT,all_azimuth,0-50,69261,80220
a574551be31547e4b7c78ff87c75abb3,LIDAR_LEFT,all_azimuth,50-100,8013,80220
a574551be31547e4b7c78ff87c75abb3,LIDAR_LEFT,all_azimuth,100-150,2234,80220
a574551be31547e4b7c78ff87c75abb3,LIDAR_LEFT,all_azimuth,150-400,712,80220
a574551be31547e4b7c78ff87c75abb3,LIDAR_LEFT,all_azimuth,>=400,0,80220
a574551be31547e4b7c78ff87c75abb3,LIDAR_LEFT,forward_30deg,0-50,22713,25939
a574551be31547e4b7c78ff87c75abb3,LIDAR_LEFT,forward_30deg,50-100,2756,25939
a574551be31547e4b7c78ff87c75abb3,LIDAR_LEFT,forward_30deg,100-150,64,25939
a574551be31547e4b7c78ff87c75abb3,LIDAR_LEFT,forward_30deg,150-400,406,25939
a574551be31547e4b7c78ff87c75abb3,LIDAR_LEFT,forward_30deg,>=400,0,25939
a574551be31547e4b7c78ff87c75abb3,LIDAR_TOP_FRONT,all_azimuth,0-50,17747,17760
a574551be31547e4b7c78ff87c75abb3,LIDAR_TOP_FRONT,all_azimuth,50-100,13,17760
a574551be31547e4b7c78ff87c75abb3,LIDAR_TOP_FRONT,all_azimuth,100-150,0,17760
a574551be31547e4b7c78ff87c75abb3,LIDAR_TOP_FRONT,all_azimuth,150-400,0,17760
a574551be31547e4b7c78ff87c75abb3,LIDAR_TOP_FRONT,all_azimuth,>=400,0,17760
a574551be31547e4b7c78ff87c75abb3,LIDAR_TOP_FRONT,forward_30deg,0-50,13567,13567
a574551be31547e4b7c78ff87c75abb3,LIDAR_TOP_FRONT,forward_30deg,50-100,0,13567
a574551be31547e4b7c78ff87c75abb3,LIDAR_TOP_FRONT,forward_30deg,100-150,0,13567
a574551be31547e4b7c78ff87c75abb3,LIDAR_TOP_FRONT,forward_30deg,150-400,0,13567
a574551be31547e4b7c78ff87c75abb3,LIDAR_TOP_FRONT,forward_30deg,>=400,0,13567
a574551be31547e4b7c78ff87c75abb3,camera_one,all_azimuth,0-50,42,52
a574551be31547e4b7c78ff87c75abb3,camera_one,all_azimuth,50-100,10,52
a574551be31547e4b7c78ff87c75abb3,camera_one,all_azimuth,100-150,0,52
a574551be31547e4b7c78ff87c75abb3,camera_one,all_azimuth,150-400,0,52
a574551be31547e4b7c78ff87c75abb3,camera_one,all_azimuth,>=400,0,52
a574551be31547e4b7c78ff87c75abb3,camera_one,forward_30deg,0-50,29,39
a574551be31547e4b7c78ff87c75abb3,camera_one,forward_30deg,50-100,10,39
a574551be31547e4b7c78ff87c75abb3,camera_one,forward_30deg,100-150,0,39
a574551be31547e4b7c78ff87c75abb3,camera_one,forward_30deg,150-400,0,39
a574551be31547e4b7c78ff87c75abb3,camera_one,forward_30deg,>=400,0,39
a574551be31547e4b7c78ff87c75abb3,camera_four,all_azimuth,0-50,131,149
a574551be31547e4b7c78ff87c75abb3,camera_four,all_azimuth,50-100,18,149
a574551be31547e4b7c78ff87c75abb3,camera_four,all_azimuth,100-150,0,149
a574551be31547e4b7c78ff87c75abb3,camera_four,all_azimuth,150-400,0,149
a574551be31547e4b7c78ff87c75abb3,camera_four,all_azimuth,>=400,0,149
a574551be31547e4b7c78ff87c75abb3,camera_four,forward_30deg,0-50,55,73
a574551be31547e4b7c78ff87c75abb3,camera_four,forward_30deg,50-100,18,73
a574551be31547e4b7c78ff87c75abb3,camera_four,forward_30deg,100-150,0,73
a574551be31547e4b7c78ff87c75abb3,camera_four,forward_30deg,150-400,0,73
a574551be31547e4b7c78ff87c75abb3,camera_four,forward_30deg,>=400,0,73
a574551be31547e4b7c78ff87c75abb3,ground_truth,all_azimuth,0-50,31,35
a574551be31547e4b7c78ff87c75abb3,ground_truth,all_azimuth,50-100,4,35
a574551be31547e4b7c78ff87c75abb3,ground_truth,all_azimuth,100-150,0,35
a574551be31547e4b7c78ff87c75abb3,ground_truth,all_azimuth,150-400,0,35
a574551be31547e4b7c78ff87c75abb3,ground_truth,all_azimuth,>=400,0,35
a574551be31547e4b7c78ff87c75abb3,ground_truth,forward_30deg,0-50,16,20
a574551be31547e4b7c78ff87c75abb3,ground_truth,forward_30deg,50-100,4,20
a574551be31547e4b7c78ff87c75abb3,ground_truth,forward_30deg,100-150,0,20
a574551be31547e4b7c78ff87c75abb3,ground_truth,forward_30deg,150-400,0,20
a574551be31547e4b7c78ff87c75abb3,ground_truth,forward_30deg,>=400,0,20
1393759bf6ff4f8e88deff0da0dc2aca,RADAR_LEFT_FRONT,all_azimuth,0-50,176,800
1393759bf6ff4f8e88deff0da0dc2aca,RADAR_LEFT_FRONT,all_azimuth,50-100,340,800
1393759bf6ff4f8e88deff0da0dc2aca,RADAR_LEFT_FRONT,all_azimuth,100-150,284,800
1393759bf6ff4f8e88deff0da0dc2aca,RADAR_LEFT_FRONT,all_azimuth,150-400,0,800
1393759bf6ff4f8e88deff0da0dc2aca,RADAR_LEFT_FRONT,all_azimuth,>=400,0,800
1393759bf6ff4f8e88deff0da0dc2aca,RADAR_LEFT_FRONT,forward_30deg,0-50,92,458
1393759bf6ff4f8e88deff0da0dc2aca,RADAR_LEFT_FRONT,forward_30deg,50-100,201,458
1393759bf6ff4f8e88deff0da0dc2aca,RADAR_LEFT_FRONT,forward_30deg,100-150,165,458
1393759bf6ff4f8e88deff0da0dc2aca,RADAR_LEFT_FRONT,forward_30deg,150-400,0,458
1393759bf6ff4f8e88deff0da0dc2aca,RADAR_LEFT_FRONT,forward_30deg,>=400,0,458
1393759bf6ff4f8e88deff0da0dc2aca,LIDAR_LEFT,all_azimuth,0-50,69514,80342
1393759bf6ff4f8e88deff0da0dc2aca,LIDAR_LEFT,all_azimuth,50-100,7876,80342
1393759bf6ff4f8e88deff0da0dc2aca,LIDAR_LEFT,all_azimuth,100-150,2322,80342
1393759bf6ff4f8e88deff0da0dc2aca,LIDAR_LEFT,all_azimuth,150-400,630,80342
1393759bf6ff4f8e88deff0da0dc2aca,LIDAR_LEFT,all_azimuth,>=400,0,80342
1393759bf6ff4f8e88deff0da0dc2aca,LIDAR_LEFT,forward_30deg,0-50,22515,25285
1393759bf6ff4f8e88deff0da0dc2aca,LIDAR_LEFT,forward_30deg,50-100,2401,25285
1393759bf6ff4f8e88deff0da0dc2aca,LIDAR_LEFT,forward_30deg,100-150,17,25285
1393759bf6ff4f8e88deff0da0dc2aca,LIDAR_LEFT,forward_30deg,150-400,352,25285
1393759bf6ff4f8e88deff0da0dc2aca,LIDAR_LEFT,forward_30deg,>=400,0,25285
1393759bf6ff4f8e88deff0da0dc2aca,LIDAR_TOP_FRONT,all_azimuth,0-50,17696,17718
1393759bf6ff4f8e88deff0da0dc2aca,LIDAR_TOP_FRONT,all_azimuth,50-100,22,17718
1393759bf6ff4f8e88deff0da0dc2aca,LIDAR_TOP_FRONT,all_azimuth,100-150,0,17718
1393759bf6ff4f8e88deff0da0dc2aca,LIDAR_TOP_FRONT,all_azimuth,150-400,0,17718
1393759bf6ff4f8e88deff0da0dc2aca,LIDAR_TOP_FRONT,all_azimuth,>=400,0,17718
1393759bf6ff4f8e88deff0da0dc2aca,LIDAR_TOP_FRONT,forward_30deg,0-50,13411,13411
1393759bf6ff4f8e88deff0da0dc2aca,LIDAR_TOP_FRONT,forward_30deg,50-100,0,13411
1393759bf6ff4f8e88deff0da0dc2aca,LIDAR_TOP_FRONT,forward_30deg,100-150,0,13411
1393759bf6ff4f8e88deff0da0dc2aca,LIDAR_TOP_FRONT,forward_30deg,150-400,0,13411
1393759bf6ff4f8e88deff0da0dc2aca,LIDAR_TOP_FRONT,forward_30deg,>=400,0,13411
1393759bf6ff4f8e88deff0da0dc2aca,camera_one,all_azimuth,0-50,45,53
1393759bf6ff4f8e88deff0da0dc2aca,camera_one,all_azimuth,50-100,8,53
1393759bf6ff4f8e88deff0da0dc2aca,camera_one,all_azimuth,100-150,0,53
1393759bf6ff4f8e88deff0da0dc2aca,camera_one,all_azimuth,150-400,0,53
1393759bf6ff4f8e88deff0da0dc2aca,camera_one,all_azimuth,>=400,0,53
1393759bf6ff4f8e88deff0da0dc2aca,camera_one,forward_30deg,0-50,26,34
1393759bf6ff4f8e88deff0da0dc2aca,camera_one,forward_30deg,50-100,8,34
1393759bf6ff4f8e88deff0da0dc2aca,camera_one,forward_30deg,100-150,0,34
1393759bf6ff4f8e88deff0da0dc2aca,camera_one,forward_30deg,150-400,0,34
1393759bf6ff4f8e88deff0da0dc2aca,camera_one,forward_30deg,>=400,0,34
1393759bf6ff4f8e88deff0da0dc2aca,camera_four,all_azimuth,0-50,130,159
1393759bf6ff4f8e88deff0da0dc2aca,camera_four,all_azimuth,50-100,29,159
1393759bf6ff4f8e88deff0da0dc2aca,camera_four,all_azimuth,100-150,0,159
1393759bf6ff4f8e88deff0da0dc2aca,camera_four,all_azimuth,150-400,0,159
1393759bf6ff4f8e88deff0da0dc2aca,camera_four,all_azimuth,>=400,0,159
1393759bf6ff4f8e88deff0da0dc2aca,camera_four,forward_30deg,0-50,53,82
1393759bf6ff4f8e88deff0da0dc2aca,camera_four,forward_30deg,50-100,29,82
1393759bf6ff4f8e88deff0da0dc2aca,camera_four,forward_30deg,100-150,0,82
1393759bf6ff4f8e88deff0da0dc2aca,camera_four,forward_30deg,150-400,0,82
1393759bf6ff4f8e88deff0da0dc2aca,camera_four,forward_30deg,>=400,0,82
1393759bf6ff4f8e88deff0da0dc2aca,ground_truth,all_azimuth,0-50,33,36
1393759bf6ff4f8e88deff0da0dc2aca,ground_truth,all_azimuth,50-100,3,36
1393759bf6ff4f8e88deff0da0dc2aca,ground_truth,all_azimuth,100-150,0,36
1393759bf6ff4f8e88deff0da0dc2aca,ground_truth,all_azimuth,150-400,0,36
1393759bf6ff4f8e88deff0da0dc2aca,ground_truth,all_azimuth,>=400,0,36
1393759bf6ff4f8e88deff0da0dc2aca,ground_truth,forward_30deg,0-50,16,19
1393759bf6ff4f8e88deff0da0dc2aca,ground_truth,forward_30deg,50-100,3,19
1393759bf6ff4f8e88deff0da0dc2aca,ground_truth,forward_30deg,100-150,0,19
1393759bf6ff4f8e88deff0da0dc2aca,ground_truth,forward_30deg,150-400,0,19
1393759bf6ff4f8e88deff0da0dc2aca,ground_truth,forward_30deg,>=400,0,19
368662645c194921b716c026347db664,RADAR_LEFT_FRONT,all_azimuth,0-50,164,800
368662645c194921b716c026347db664,RADAR_LEFT_FRONT,all_azimuth,50-100,343,800
368662645c194921b716c026347db664,RADAR_LEFT_FRONT,all_azimuth,100-150,293,800
368662645c194921b716c026347db664,RADAR_LEFT_FRONT,all_azimuth,150-400,0,800
368662645c194921b716c026347db664,RADAR_LEFT_FRONT,all_azimuth,>=400,0,800
368662645c194921b716c026347db664,RADAR_LEFT_FRONT,forward_30deg,0-50,89,445
368662645c194921b716c026347db664,RADAR_LEFT_FRONT,forward_30deg,50-100,190,445
368662645c194921b716c026347db664,RADAR_LEFT_FRONT,forward_30deg,100-150,166,445
368662645c194921b716c026347db664,RADAR_LEFT_FRONT,forward_30deg,150-400,0,445
368662645c194921b716c026347db664,RADAR_LEFT_FRONT,forward_30deg,>=400,0,445
368662645c194921b716c026347db664,LIDAR_LEFT,all_azimuth,0-50,69088,80187
368662645c194921b716c026347db664,LIDAR_LEFT,all_azimuth,50-100,8224,80187
368662645c194921b716c026347db664,LIDAR_LEFT,all_azimuth,100-150,2348,80187
368662645c194921b716c026347db664,LIDAR_LEFT,all_azimuth,150-400,527,80187
368662645c194921b716c026347db664,LIDAR_LEFT,all_azimuth,>=400,0,80187
368662645c194921b716c026347db664,LIDAR_LEFT,forward_30deg,0-50,22781,24986
368662645c194921b716c026347db664,LIDAR_LEFT,forward_30deg,50-100,1927,24986
368662645c194921b716c026347db664,LIDAR_LEFT,forward_30deg,100-150,7,24986
368662645c194921b716c026347db664,LIDAR_LEFT,forward_30deg,150-400,271,24986
368662645c194921b716c026347db664,LIDAR_LEFT,forward_30deg,>=400,0,24986
368662645c194921b716c026347db664,LIDAR_TOP_FRONT,all_azimuth,0-50,17815,17834
368662645c194921b716c026347db664,LIDAR_TOP_FRONT,all_azimuth,50-100,19,17834
368662645c194921b716c026347db664,LIDAR_TOP_FRONT,all_azimuth,100-150,0,17834
368662645c194921b716c026347db664,LIDAR_TOP_FRONT,all_azimuth,150-400,0,17834
368662645c194921b716c026347db664,LIDAR_TOP_FRONT,all_azimuth,>=400,0,17834
368662645c194921b716c026347db664,LIDAR_TOP_FRONT,forward_30deg,0-50,13411,13411
368662645c194921b716c026347db664,LIDAR_TOP_FRONT,forward_30deg,50-100,0,13411
368662645c194921b716c026347db664,LIDAR_TOP_FRONT,forward_30deg,100-150,0,13411
368662645c194921b716c026347db664,LIDAR_TOP_FRONT,forward_30deg,150-400,0,13411
368662645c194921b716c026347db664,LIDAR_TOP_FRONT,forward_30deg,>=400,0,13411
368662645c194921b716c026347db664,camera_one,all_azimuth,0-50,24,38
368662645c194921b716c026347db664,camera_one,all_azimuth,50-100,14,38
368662645c194921b716c026347db664,camera_one,all_azimuth,100-150,0,38
368662645c194921b716c026347db664,camera_one,all_azimuth,150-400,0,38
368662645c194921b716c026347db664,camera_one,all_azimuth,>=400,0,38
368662645c194921b716c026347db664,camera_one,forward_30deg,0-50,16,30
368662645c194921b716c026347db664,camera_one,forward_30deg,50-100,14,30
368662645c194921b716c026347db664,camera_one,forward_30deg,100-150,0,30
368662645c194921b716c026347db664,camera_one,forward_30deg,150-400,0,30
368662645c194921b716c026347db664,camera_one,forward_30deg,>=400,0,30
368662645c194921b716c026347db664,camera_four,all_azimuth,0-50,108,137
368662645c194921b716c026347db664,camera_four,all_azimuth,50-100,29,137
368662645c194921b716c026347db664,camera_four,all_azimuth,100-150,0,137
368662645c194921b716c026347db664,camera_four,all_azimuth,150-400,0,137
368662645c194921b716c026347db664,camera_four,all_azimuth,>=400,0,137
368662645c194921b716c026347db664,camera_four,forward_30deg,0-50,44,73
368662645c194921b716c026347db664,camera_four,forward_30deg,50-100,29,73
368662645c194921b716c026347db664,camera_four,forward_30deg,100-150,0,73
368662645c194921b716c026347db664,camera_four,forward_30deg,150-400,0,73
368662645c194921b716c026347db664,camera_four,forward_30deg,>=400,0,73
368662645c194921b716c026347db664,ground_truth,all_azimuth,0-50,34,36
368662645c194921b716c026347db664,ground_truth,all_azimuth,50-100,2,36
368662645c194921b716c026347db664,ground_truth,all_azimuth,100-150,0,36
368662645c194921b716c026347db664,ground_truth,all_azimuth,150-400,0,36
368662645c194921b716c026347db664,ground_truth,all_azimuth,>=400,0,36
368662645c194921b716c026347db664,ground_truth,forward_30deg,0-50,16,18
368662645c194921b716c026347db664,ground_truth,forward_30deg,50-100,2,18
368662645c194921b716c026347db664,ground_truth,forward_30deg,100-150,0,18
368662645c194921b716c026347db664,ground_truth,forward_30deg,150-400,0,18
368662645c194921b716c026347db664,ground_truth,forward_30deg,>=400,0,18
a42b482121464aa795d24f55400c574f,RADAR_LEFT_FRONT,all_azimuth,0-50,151,800
a42b482121464aa795d24f55400c574f,RADAR_LEFT_FRONT,all_azimuth,50-100,354,800
a42b482121464aa795d24f55400c574f,RADAR_LEFT_FRONT,all_azimuth,100-150,295,800
a42b482121464aa795d24f55400c574f,RADAR_LEFT_FRONT,all_azimuth,150-400,0,800
a42b482121464aa795d24f55400c574f,RADAR_LEFT_FRONT,all_azimuth,>=400,0,800
a42b482121464aa795d24f55400c574f,RADAR_LEFT_FRONT,forward_30deg,0-50,92,471
