scenario,class_id,class,band_m,points
2022-08-30_siegertsbrunn_feldwege,2,snow,0-50,0
2022-08-30_siegertsbrunn_feldwege,2,snow,50-100,0
2022-08-30_siegertsbrunn_feldwege,2,snow,100-150,0
2022-08-30_siegertsbrunn_feldwege,2,snow,150-400,0
2022-08-30_siegertsbrunn_feldwege,2,snow,>=400,0
2022-08-30_siegertsbrunn_feldwege,3,cobble,0-50,9146
2022-08-30_siegertsbrunn_feldwege,3,cobble,50-100,92
2022-08-30_siegertsbrunn_feldwege,3,cobble,100-150,0
2022-08-30_siegertsbrunn_feldwege,3,cobble,150-400,0
2022-08-30_siegertsbrunn_feldwege,3,cobble,>=400,0
2022-08-30_siegertsbrunn_feldwege,4,obstacle,0-50,76647
2022-08-30_siegertsbrunn_feldwege,4,obstacle,50-100,4641
2022-08-30_siegertsbrunn_feldwege,4,obstacle,100-150,834
2022-08-30_siegertsbrunn_feldwege,4,obstacle,150-400,271
2022-08-30_siegertsbrunn_feldwege,4,obstacle,>=400,0
2022-08-30_siegertsbrunn_feldwege,5,leaves,0-50,1795
2022-08-30_siegertsbrunn_feldwege,5,leaves,50-100,19
2022-08-30_siegertsbrunn_feldwege,5,leaves,100-150,0
2022-08-30_siegertsbrunn_feldwege,5,leaves,150-400,0
2022-08-30_siegertsbrunn_feldwege,5,leaves,>=400,0
2022-08-30_siegertsbrunn_feldwege,6,street_light,0-50,6850
2022-08-30_siegertsbrunn_feldwege,6,street_light,50-100,477
2022-08-30_siegertsbrunn_feldwege,6,street_light,100-150,25
2022-08-30_siegertsbrunn_feldwege,6,street_light,150-400,2
2022-08-30_siegertsbrunn_feldwege,6,street_light,>=400,0
2022-08-30_siegertsbrunn_feldwege,7,bikeway,0-50,0
2022-08-30_siegertsbrunn_feldwege,7,bikeway,50-100,0
2022-08-30_siegertsbrunn_feldwege,7,bikeway,100-150,0
2022-08-30_siegertsbrunn_feldwege,7,bikeway,150-400,0
2022-08-30_siegertsbrunn_feldwege,7,bikeway,>=400,0
2022-08-30_siegertsbrunn_feldwege,8,ego_vehicle,0-50,36395
2022-08-30_siegertsbrunn_feldwege,8,ego_vehicle,50-100,0
2022-08-30_siegertsbrunn_feldwege,8,ego_vehicle,100-150,0
2022-08-30_siegertsbrunn_feldwege,8,ego_vehicle,150-400,0
2022-08-30_siegertsbrunn_feldwege,8,ego_vehicle,>=400,0
2022-08-30_siegertsbrunn_feldwege,9,pedestrian_crossing,0-50,0
2022-08-30_siegertsbrunn_feldwege,9,pedestrian_crossing,50-100,0
2022-08-30_siegertsbrunn_feldwege,9,pedestrian_crossing,100-150,0
2022-08-30_siegertsbrunn_feldwege,9,pedestrian_crossing,150-400,0
2022-08-30_siegertsbrunn_feldwege,9,pedestrian_crossing,>=400,0
2022-08-30_siegertsbrunn_feldwege,10,road_block,0-50,699
2022-08-30_siegertsbrunn_feldwege,10,road_block,50-100,69
2022-08-30_siegertsbrunn_feldwege,10,road_block,100-150,12
2022-08-30_siegertsbrunn_feldwege,10,road_block,150-400,19
2022-08-30_siegertsbrunn_feldwege,10,road_block,>=400,0
2022-08-30_siegertsbrunn_feldwege,11,road_marking,0-50,15223
2022-08-30_siegertsbrunn_feldwege,11,road_marking,50-100,1054
2022-08-30_siegertsbrunn_feldwege,11,road_marking,100-150,34
2022-08-30_siegertsbrunn_feldwege,11,road_marking,150-400,0
2022-08-30_siegertsbrunn_feldwege,11,road_marking,>=400,0
2022-08-30_siegertsbrunn_feldwege,12,car,0-50,38651
2022-08-30_siegertsbrunn_feldwege,12,car,50-100,2311
2022-08-30_siegertsbrunn_feldwege,12,car,100-150,369
2022-08-30_siegertsbrunn_feldwege,12,car,150-400,147
2022-08-30_siegertsbrunn_feldwege,12,car,>=400,0
2022-08-30_siegertsbrunn_feldwege,13,bicycle,0-50,736
2022-08-30_siegertsbrunn_feldwege,13,bicycle,50-100,3
2022-08-30_siegertsbrunn_feldwege,13,bicycle,100-150,1
2022-08-30_siegertsbrunn_feldwege,13,bicycle,150-400,0
2022-08-30_siegertsbrunn_feldwege,13,bicycle,>=400,0
2022-08-30_siegertsbrunn_feldwege,14,person,0-50,1202
2022-08-30_siegertsbrunn_feldwege,14,person,50-100,426
2022-08-30_siegertsbrunn_feldwege,14,person,100-150,20
2022-08-30_siegertsbrunn_feldwege,14,person,150-400,2
2022-08-30_siegertsbrunn_feldwege,14,person,>=400,0
2022-08-30_siegertsbrunn_feldwege,15,bus,0-50,0
2022-08-30_siegertsbrunn_feldwege,15,bus,50-100,0
2022-08-30_siegertsbrunn_feldwege,15,bus,100-150,0
2022-08-30_siegertsbrunn_feldwege,15,bus,150-400,0
2022-08-30_siegertsbrunn_feldwege,15,bus,>=400,0
2022-08-30_siegertsbrunn_feldwege,16,forest,0-50,2147587
2022-08-30_siegertsbrunn_feldwege,16,forest,50-100,116272
2022-08-30_siegertsbrunn_feldwege,16,forest,100-150,55853
2022-08-30_siegertsbrunn_feldwege,16,forest,150-400,35206
2022-08-30_siegertsbrunn_feldwege,16,forest,>=400,0
2022-08-30_siegertsbrunn_feldwege,17,bush,0-50,331018
2022-08-30_siegertsbrunn_feldwege,17,bush,50-100,23392
2022-08-30_siegertsbrunn_feldwege,17,bush,100-150,16294
2022-08-30_siegertsbrunn_feldwege,17,bush,150-400,13542
2022-08-30_siegertsbrunn_feldwege,17,bush,>=400,0
2022-08-30_siegertsbrunn_feldwege,18,moss,0-50,0
2022-08-30_siegertsbrunn_feldwege,18,moss,50-100,0
2022-08-30_siegertsbrunn_feldwege,18,moss,100-150,0
2022-08-30_siegertsbrunn_feldwege,18,moss,150-400,0
2022-08-30_siegertsbrunn_feldwege,18,moss,>=400,0
2022-08-30_siegertsbrunn_feldwege,19,traffic_light,0-50,270
2022-08-30_siegertsbrunn_feldwege,19,traffic_light,50-100,0
2022-08-30_siegertsbrunn_feldwege,19,traffic_light,100-150,0
2022-08-30_siegertsbrunn_feldwege,19,traffic_light,150-400,0
2022-08-30_siegertsbrunn_feldwege,19,traffic_light,>=400,0
2022-08-30_siegertsbrunn_feldwege,20,motorcycle,0-50,988
2022-08-30_siegertsbrunn_feldwege,20,motorcycle,50-100,164
2022-08-30_siegertsbrunn_feldwege,20,motorcycle,100-150,2
2022-08-30_siegertsbrunn_feldwege,20,motorcycle,150-400,3
2022-08-30_siegertsbrunn_feldwege,20,motorcycle,>=400,0
2022-08-30_siegertsbrunn_feldwege,21,sidewalk,0-50,24013
2022-08-30_siegertsbrunn_feldwege,21,sidewalk,50-100,2132
2022-08-30_siegertsbrunn_feldwege,21,sidewalk,100-150,182
2022-08-30_siegertsbrunn_feldwege,21,sidewalk,150-400,17
2022-08-30_siegertsbrunn_feldwege,21,sidewalk,>=400,0
2022-08-30_siegertsbrunn_feldwege,22,curb,0-50,7445
2022-08-30_siegertsbrunn_feldwege,22,curb,50-100,605
2022-08-30_siegertsbrunn_feldwege,22,curb,100-150,20
2022-08-30_siegertsbrunn_feldwege,22,curb,150-400,2
2022-08-30_siegertsbrunn_feldwege,22,curb,>=400,0
2022-08-30_siegertsbrunn_feldwege,23,asphalt,0-50,406856
2022-08-30_siegertsbrunn_feldwege,23,asphalt,50-100,20024
2022-08-30_siegertsbrunn_feldwege,23,asphalt,100-150,1893
2022-08-30_siegertsbrunn_feldwege,23,asphalt,150-400,80
2022-08-30_siegertsbrunn_feldwege,23,asphalt,>=400,0
2022-08-30_siegertsbrunn_feldwege,24,gravel,0-50,285376
2022-08-30_siegertsbrunn_feldwege,24,gravel,50-100,15438
2022-08-30_siegertsbrunn_feldwege,24,gravel,100-150,1967
2022-08-30_siegertsbrunn_feldwege,24,gravel,150-400,154
2022-08-30_siegertsbrunn_feldwege,24,gravel,>=400,0
2022-08-30_siegertsbrunn_feldwege,25,boom_barrier,0-50,0
2022-08-30_siegertsbrunn_feldwege,25,boom_barrier,50-100,0
2022-08-30_siegertsbrunn_feldwege,25,boom_barrier,100-150,0
2022-08-30_siegertsbrunn_feldwege,25,boom_barrier,150-400,0
2022-08-30_siegertsbrunn_feldwege,25,boom_barrier,>=400,0
2022-08-30_siegertsbrunn_feldwege,26,rail_track,0-50,5623
2022-08-30_siegertsbrunn_feldwege,26,rail_track,50-100,271
2022-08-30_siegertsbrunn_feldwege,26,rail_track,100-150,27
2022-08-30_siegertsbrunn_feldwege,26,rail_track,150-400,6
2022-08-30_siegertsbrunn_feldwege,26,rail_track,>=400,0
2022-08-30_siegertsbrunn_feldwege,27,tree_crown,0-50,247317
2022-08-30_siegertsbrunn_feldwege,27,tree_crown,50-100,38397
2022-08-30_siegertsbrunn_feldwege,27,tree_crown,100-150,13457
2022-08-30_siegertsbrunn_feldwege,27,tree_crown,150-400,6252
2022-08-30_siegertsbrunn_feldwege,27,tree_crown,>=400,0
2022-08-30_siegertsbrunn_feldwege,28,tree_trunk,0-50,110913
2022-08-30_siegertsbrunn_feldwege,28,tree_trunk,50-100,2709
2022-08-30_siegertsbrunn_feldwege,28,tree_trunk,100-150,570
2022-08-30_siegertsbrunn_feldwege,28,tree_trunk,150-400,337
2022-08-30_siegertsbrunn_feldwege,28,tree_trunk,>=400,0
2022-08-30_siegertsbrunn_feldwege,29,debris,0-50,95907
2022-08-30_siegertsbrunn_feldwege,29,debris,50-100,3775
2022-08-30_siegertsbrunn_feldwege,29,debris,100-150,1178
2022-08-30_siegertsbrunn_feldwege,29,debris,150-400,298
2022-08-30_siegertsbrunn_feldwege,29,debris,>=400,0
2022-08-30_siegertsbrunn_feldwege,30,crops,0-50,2781818
2022-08-30_siegertsbrunn_feldwege,30,crops,50-100,195736
2022-08-30_siegertsbrunn_feldwege,30,crops,100-150,94558
2022-08-30_siegertsbrunn_feldwege,30,crops,150-400,44417
2022-08-30_siegertsbrunn_feldwege,30,crops,>=400,0
2022-08-30_siegertsbrunn_feldwege,31,soil,0-50,1379826
2022-08-30_siegertsbrunn_feldwege,31,soil,50-100,324592
2022-08-30_siegertsbrunn_feldwege,31,soil,100-150,100857
2022-08-30_siegertsbrunn_feldwege,31,soil,150-400,28962
2022-08-30_siegertsbrunn_feldwege,31,soil,>=400,0
2022-08-30_siegertsbrunn_feldwege,32,rider,0-50,589
2022-08-30_siegertsbrunn_feldwege,32,rider,50-100,33
2022-08-30_siegertsbrunn_feldwege,32,rider,100-150,4
2022-08-30_siegertsbrunn_feldwege,32,rider,150-400,0
2022-08-30_siegertsbrunn_feldwege,32,rider,>=400,0
2022-08-30_siegertsbrunn_feldwege,33,animal,0-50,22
2022-08-30_siegertsbrunn_feldwege,33,animal,50-100,20
2022-08-30_siegertsbrunn_feldwege,33,animal,100-150,17
2022-08-30_siegertsbrunn_feldwege,33,animal,150-400,2
2022-08-30_siegertsbrunn_feldwege,33,animal,>=400,0
2022-08-30_siegertsbrunn_feldwege,34,truck,0-50,0
2022-08-30_siegertsbrunn_feldwege,34,truck,50-100,351
2022-08-30_siegertsbrunn_feldwege,34,truck,100-150,371
2022-08-30_siegertsbrunn_feldwege,34,truck,150-400,90
2022-08-30_siegertsbrunn_feldwege,34,truck,>=400,0
2022-08-30_siegertsbrunn_feldwege,35,on_rails,0-50,0
2022-08-30_siegertsbrunn_feldwege,35,on_rails,50-100,0
2022-08-30_siegertsbrunn_feldwege,35,on_rails,100-150,0
2022-08-30_siegertsbrunn_feldwege,35,on_rails,150-400,0
2022-08-30_siegertsbrunn_feldwege,35,on_rails,>=400,0
2022-08-30_siegertsbrunn_feldwege,36,caravan,0-50,0
2022-08-30_siegertsbrunn_feldwege,36,caravan,50-100,0
2022-08-30_siegertsbrunn_feldwege,36,caravan,100-150,0
2022-08-30_siegertsbrunn_feldwege,36,caravan,150-400,0
2022-08-30_siegertsbrunn_feldwege,36,caravan,>=400,0
2022-08-30_siegertsbrunn_feldwege,37,trailer,0-50,40264
2022-08-30_siegertsbrunn_feldwege,37,trailer,50-100,3353
2022-08-30_siegertsbrunn_feldwege,37,trailer,100-150,334
2022-08-30_siegertsbrunn_feldwege,37,trailer,150-400,50
2022-08-30_siegertsbrunn_feldwege,37,trailer,>=400,0
2022-08-30_siegertsbrunn_feldwege,38,building,0-50,509686
2022-08-30_siegertsbrunn_feldwege,38,building,50-100,117930
2022-08-30_siegertsbrunn_feldwege,38,building,100-150,36545
2022-08-30_siegertsbrunn_feldwege,38,building,150-400,22968
2022-08-30_siegertsbrunn_feldwege,38,building,>=400,0
2022-08-30_siegertsbrunn_feldwege,39,wall,0-50,34198
2022-08-30_siegertsbrunn_feldwege,39,wall,50-100,3526
2022-08-30_siegertsbrunn_feldwege,39,wall,100-150,766
