sync,sensor,modality,points,timestamp_ns,annotation_timestamp_ns,offset_ms,max_planar_range_m,points_ge_100m,points_ge_150m,points_ge_200m,points_ge_250m,points_ge_300m,points_ge_400m
247,conti542/joint_radars/detections,radar,2967,12361218560,12372102583,-10.884023,322.75662557539897,517,190,42,19,8,0
247,aeva/joint_lidars/points,lidar,311608,12400032512,12372102583,27.929929,387.6771957094703,28167,11821,2393,321,60,0
247,ouster/forward_center/points,lidar,55080,12374710784,12372102583,2.608201,177.94826198506848,128,27,0,0,0,0
247,ouster/sideward_left/points,lidar,49145,12370929408,12372102583,-1.173175,239.1723807607331,16,12,1,0,0,0
247,ouster/sideward_right/points,lidar,54507,12369527296,12372102583,-2.575287,177.8792602531119,15,10,0,0,0,0
257,conti542/joint_radars/detections,radar,2901,12861555456,12872073733,-10.518277,322.77541468540994,505,174,41,13,6,0
257,aeva/joint_lidars/points,lidar,304380,12900017152,12872073733,27.943419,356.02237023825694,29452,10734,2519,380,85,0
257,ouster/forward_center/points,lidar,54767,12874575104,12872073733,2.501371,176.9996735042539,132,29,0,0,0,0
257,ouster/sideward_left/points,lidar,50001,12870720512,12872073733,-1.353221,224.49902015178643,18,12,1,0,0,0
257,ouster/sideward_right/points,lidar,55025,12869718272,12872073733,-2.355461,176.89281385120034,15,10,0,0,0,0
267,conti542/joint_radars/detections,radar,3030,13361675264,13372054983,-10.379719,327.6788384875036,529,213,38,14,8,0
267,aeva/joint_lidars/points,lidar,286772,13400015872,13372054983,27.960889,329.4842695962119,30451,11320,2549,506,53,0
267,ouster/forward_center/points,lidar,54671,13374610944,13372054983,2.555961,230.80264106574816,329,33,1,0,0,0
267,ouster/sideward_left/points,lidar,50414,13370618112,13372054983,-1.436871,176.23857556107401,16,6,0,0,0,0
267,ouster/sideward_right/points,lidar,54763,13369856256,13372054983,-2.198727,176.0195439096834,21,11,0,0,0,0
277,conti542/joint_radars/detections,radar,3126,13861238528,13872026383,-10.787855,327.8192918550565,624,224,55,23,10,0
277,aeva/joint_lidars/points,lidar,304038,13899993088,13872026383,27.966705,367.87608998435314,31351,11308,2770,508,55,0
277,ouster/forward_center/points,lidar,54795,13874784256,13872026383,2.757873,227.18034625760606,272,45,3,0,0,0
277,ouster/sideward_left/points,lidar,50197,13870652416,13872026383,-1.373967,210.50709378407004,13,7,1,0,0,0
277,ouster/sideward_right/points,lidar,55298,13869960192,13872026383,-2.066191,188.41609380925837,19,12,0,0,0,0
287,conti542/joint_radars/detections,radar,3074,14361569024,14372008083,-10.439059,325.88873918438026,575,227,45,18,8,0
287,aeva/joint_lidars/points,lidar,321066,14399986432,14372008083,27.978349,382.43503400412754,28633,10443,2832,448,50,0
287,ouster/forward_center/points,lidar,55669,14374885632,14372008083,2.877549,180.30986434756161,216,40,0,0,0,0
287,ouster/sideward_left/points,lidar,49806,14370691584,14372008083,-1.316499,174.1865907532303,12,7,0,0,0,0
287,ouster/sideward_right/points,lidar,54672,14369779968,14372008083,-2.228115,173.99325226001235,14,9,0,0,0,0
297,conti542/joint_radars/detections,radar,3013,14861539072,14872146683,-10.607611,327.78628266014425,594,234,58,24,13,0
297,aeva/joint_lidars/points,lidar,326227,14899993600,14872146683,27.846917,324.1803449102318,22718,7591,3041,467,37,0
297,ouster/forward_center/points,lidar,56274,14875105024,14872146683,2.958341,234.99405338966793,253,18,2,0,0,0
297,ouster/sideward_left/points,lidar,49810,14870765056,14872146683,-1.381627,172.96618430374815,9,1,0,0,0,0
297,ouster/sideward_right/points,lidar,55386,14869628160,14872146683,-2.518523,154.67267977901287,10,1,0,0,0,0
307,conti542/joint_radars/detections,radar,3058,15361269504,15372127658,-10.858154,327.8135264188393,573,236,76,40,26,0
307,aeva/joint_lidars/points,lidar,325344,15399992576,15372127658,27.864918,377.8367765453765,22155,5592,2081,363,37,0
307,ouster/forward_center/points,lidar,56202,15374858752,15372127658,2.731094,220.67371069975027,315,26,1,0,0,0
307,ouster/sideward_left/points,lidar,49505,15370918400,15372127658,-1.209258,171.9085893179906,11,4,0,0,0,0
307,ouster/sideward_right/points,lidar,55270,15369520896,15372127658,-2.606762,215.85910319720224,9,3,1,0,0,0
319,conti542/joint_radars/detections,radar,2951,15961231360,15972026533,-10.795173,327.7216903794223,550,250,88,35,10,0
319,aeva/joint_lidars/points,lidar,317353,15999988736,15972026533,27.962203,324.6577809349912,20611,7042,2467,329,30,0
319,ouster/forward_center/points,lidar,55397,15974743296,15972026533,2.716763,190.58530649931652,131,62,0,0,0,0
319,ouster/sideward_left/points,lidar,49428,15970651392,15972026533,-1.375141,205.15381483784589,9,1,1,0,0,0
319,ouster/sideward_right/points,lidar,56001,15969825536,15972026533,-2.200997,177.1670907304209,5,1,0,0,0,0
329,conti542/joint_radars/detections,radar,2924,16461558272,16472008333,-10.450061,327.93452705965666,585,247,98,33,16,0
329,aeva/joint_lidars/points,lidar,315165,16499981568,16472008333,27.973235,329.37594547457843,27896,8593,4574,614,10,0
329,ouster/forward_center/points,lidar,54661,16475037952,16472008333,3.029619,208.44785296524694,106,54,2,0,0,0
329,ouster/sideward_left/points,lidar,49388,16470648320,16472008333,-1.360013,155.40429689247102,9,3,0,0,0,0
329,ouster/sideward_right/points,lidar,56019,16469990400,16472008333,-2.017933,213.50336245011653,11,4,1,0,0,0
339,conti542/joint_radars/detections,radar,2744,16961564672,16972147258,-10.582586,327.8691277585825,517,223,93,27,21,0
339,aeva/joint_lidars/points,lidar,311149,16999974144,16972147258,27.826886,362.0942606002284,26913,6155,3946,661,26,0
339,ouster/forward_center/points,lidar,54895,16975054848,16972147258,2.90759,248.1163204512994,105,83,4,0,0,0
339,ouster/sideward_left/points,lidar,49591,16970732032,16972147258,-1.415226,205.0592157061995,33,7,2,0,0,0
339,ouster/sideward_right/points,lidar,56584,16969987840,16972147258,-2.159418,168.17288573701725,12,3,0,0,0,0
349,conti542/joint_radars/detections,radar,2606,17461335296,17472128983,-10.793687,327.86774425585367,503,263,86,24,15,0
349,aeva/joint_lidars/points,lidar,295326,17499968256,17472128983,27.839273,380.54948007422024,22678,5546,2623,738,49,0
349,ouster/forward_center/points,lidar,54371,17474915584,17472128983,2.786601,233.95853647346144,39,17,2,0,0,0
349,ouster/sideward_left/points,lidar,49603,17470843392,17472128983,-1.285591,183.67783994193658,25,4,0,0,0,0
349,ouster/sideward_right/points,lidar,57291,17469736448,17472128983,-2.392535,169.58749127362125,9,3,0,0,0,0
359,conti542/joint_radars/detections,radar,2547,17961515264,17972100533,-10.585269,327.9065692897976,502,239,45,19,12,0
359,aeva/joint_lidars/points,lidar,301898,17999987968,17972100533,27.887435,347.443798732898,21673,6855,2122,962,59,0
359,ouster/forward_center/points,lidar,53648,17974637056,17972100533,2.536523,209.50503740642293,35,14,1,0,0,0
359,ouster/sideward_left/points,lidar,49389,17970991616,17972100533,-1.108917,197.88588522492162,21,4,0,0,0,0
359,ouster/sideward_right/points,lidar,57594,17969622272,17972100533,-2.478261,193.164411495866,13,1,0,0,0,0
369,conti542/joint_radars/detections,radar,2595,18461678080,18472082308,-10.404228,327.8993166593539,507,224,45,15,12,0
369,aeva/joint_lidars/points,lidar,308371,18499996160,18472082308,27.913852,361.09931661924134,20469,5784,1677,981,65,0
369,ouster/forward_center/points,lidar,52501,18474594560,18472082308,2.512252,212.473835278574,41,14,1,0,0,0
369,ouster/sideward_left/points,lidar,48977,18470873344,18472082308,-1.208964,212.31806718495844,15,4,2,0,0,0
369,ouster/sideward_right/points,lidar,58577,18469453568,18472082308,-2.62874,177.72778687890207,11,1,0,0,0,0
379,conti542/joint_radars/detections,radar,2609,18961204992,18972053933,-10.848941,327.9021851869507,514,250,48,31,23,0
379,aeva/joint_lidars/points,lidar,304708,19000000768,18972053933,27.946835,374.96153193881366,22644,7179,1670,1037,90,0
379,ouster/forward_center/points,lidar,52282,18974680832,18972053933,2.626899,235.81669646251808,55,11,2,0,0,0
379,ouster/sideward_left/points,lidar,48961,18970765056,18972053933,-1.288877,226.27603848274802,16,11,1,0,0,0
379,ouster/sideward_right/points,lidar,57544,18969518592,18972053933,-2.535341,176.34695966997947,8,2,0,0,0,0
389,conti542/joint_radars/detections,radar,2592,19461564160,19472035608,-10.471448,327.87344719863376,514,245,35,21,10,0
389,aeva/joint_lidars/points,lidar,296081,19500006912,19472035608,27.971304,390.3863724155639,23695,6717,2000,1108,112,0
389,ouster/forward_center/points,lidar,52410,19474841856,19472035608,2.806248,236.40930181751528,40,5,2,0,0,0
389,ouster/sideward_left/points,lidar,48732,19470666240,19472035608,-1.369368,189.3912337990397,13,6,0,0,0,0
389,ouster/sideward_right/points,lidar,57306,19469664256,19472035608,-2.371352,183.14401418003595,17,2,0,0,0,0
399,conti542/joint_radars/detections,radar,2544,19961548800,19972007158,-10.458358,327.88851982004957,456,191,42,23,10,0
399,aeva/joint_lidars/points,lidar,315136,19999998976,19972007158,27.991818,360.112439826134,23043,5569,2280,1175,112,0
399,ouster/forward_center/points,lidar,52145,19975095808,19972007158,3.08865,162.94116013179806,36,1,0,0,0,0
399,ouster/sideward_left/points,lidar,48717,19970641664,19972007158,-1.365494,186.04715209323837,7,4,0,0,0,0
399,ouster/sideward_right/points,lidar,57505,19969958912,19972007158,-2.048246,173.51830703462534,11,2,0,0,0,0
409,conti542/joint_radars/detections,radar,2527,20461289728,20472156283,-10.866555,327.95692477767113,461,166,26,21,8,0
409,aeva/joint_lidars/points,lidar,320179,20500000768,20472156283,27.844485,363.8447534555954,18974,4767,2226,1058,87,0
409,ouster/forward_center/points,lidar,52147,20475048448,20472156283,2.892165,220.78319584933027,38,4,2,0,0,0
409,ouster/sideward_left/points,lidar,48824,20470668800,20472156283,-1.487483,200.1543906081292,5,2,2,0,0,0
409,ouster/sideward_right/points,lidar,57348,20469958912,20472156283,-2.197371,232.89989820561834,13,1,1,0,0,0
421,conti542/joint_radars/detections,radar,2308,21061245952,21072055158,-10.809206,326.75089781370485,406,155,16,11,2,0
421,aeva/joint_lidars/points,lidar,310185,21100003840,21072055158,27.948682,386.72142831212267,19101,5962,2674,1236,120,0
421,ouster/forward_center/points,lidar,51827,21074619904,21072055158,2.564746,221.1097186833749,37,2,1,0,0,0
421,ouster/sideward_left/points,lidar,49870,21070974720,21072055158,-1.080438,132.65533482929317,3,0,0,0,0,0
421,ouster/sideward_right/points,lidar,56976,21069467648,21072055158,-2.58751,215.8526391387438,10,1,1,0,0,0
431,conti542/joint_radars/detections,radar,2515,21561538816,21572036658,-10.497842,321.3905239980321,439,158,29,6,2,0
431,aeva/joint_lidars/points,lidar,304307,21600021248,21572036658,27.98459,370.01006336706126,24812,8385,3656,1218,147,0
431,ouster/forward_center/points,lidar,51936,21574566144,21572036658,2.529486,146.9716830185184,69,0,0,0,0,0
431,ouster/sideward_left/points,lidar,48528,21570840832,21572036658,-1.195826,115.59951762770866,3,0,0,0,0,0
431,ouster/sideward_right/points,lidar,56758,21569457664,21572036658,-2.578994,163.57019265115738,14,1,0,0,0,0
441,conti542/joint_radars/detections,radar,2570,22061562112,22072008083,-10.445971,327.8771064777769,513,193,41,3,1,0
441,aeva/joint_lidars/points,lidar,307907,22100038912,22072008083,28.030829,355.7744964660958,20499,6780,2526,1034,138,0
441,ouster/forward_center/points,lidar,52123,22074852352,22072008083,2.844269,148.3027867095511,39,0,0,0,0,0
441,ouster/sideward_left/points,lidar,48528,22070780416,22072008083,-1.227667,160.91658953073662,9,1,0,0,0,0
441,ouster/sideward_right/points,lidar,56613,22069628928,22072008083,-2.379155,147.5785791377021,18,0,0,0,0,0
451,conti542/joint_radars/detections,radar,2536,22561328896,22572156883,-10.827987,327.8895339099257,422,196,51,6,1,0
451,aeva/joint_lidars/points,lidar,329471,22600041728,22572156883,27.884845,343.6739004214475,17299,6907,2961,1402,139,0
451,ouster/forward_center/points,lidar,52121,22575053824,22572156883,2.896941,208.36376141854703,49,2,1,0,0,0
451,ouster/sideward_left/points,lidar,48315,22570705408,22572156883,-1.451475,127.05062651938415,5,0,0,0,0,0
451,ouster/sideward_right/points,lidar,56447,22569763072,22572156883,-2.393811,165.88217551059753,16,3,0,0,0,0
461,conti542/joint_radars/detections,radar,2411,23061534208,23072128258,-10.59405,327.9129846129199,370,151,35,13,2,0
461,aeva/joint_lidars/points,lidar,313234,23100045568,23072128258,27.91731,347.2073367502258,14890,6997,2915,1348,198,0
461,ouster/forward_center/points,lidar,51913,23075110656,23072128258,2.982398,150.71300970891556,33,1,0,0,0,0
461,ouster/sideward_left/points,lidar,48436,23070671360,23072128258,-1.456898,153.30810226768403,18,1,0,0,0,0
461,ouster/sideward_right/points,lidar,56357,23069907712,23072128258,-2.220546,186.35512663892754,13,2,0,0,0,0
