sync,annotation_index,reason
124,39,invalid_3d
124,40,invalid_3d
124,41,invalid_3d
124,42,invalid_3d
124,43,invalid_3d
124,44,invalid_3d
124,45,invalid_3d
124,46,invalid_3d
124,47,invalid_3d
124,48,invalid_3d
124,49,invalid_3d
124,50,invalid_3d
124,51,invalid_3d
124,52,invalid_3d
124,53,invalid_3d
124,54,invalid_3d
124,55,invalid_3d
124,56,invalid_3d
124,57,invalid_3d
124,58,invalid_3d
124,59,invalid_3d
124,60,invalid_3d
124,61,invalid_3d
124,62,invalid_3d
134,0,ego_vehicle
134,5,ego_vehicle
134,15,invalid_3d
134,16,invalid_3d
134,17,invalid_3d
134,18,invalid_3d
134,19,invalid_3d
134,20,invalid_3d
134,21,invalid_3d
134,22,invalid_3d
134,23,invalid_3d
134,24,invalid_3d
134,25,invalid_3d
134,26,invalid_3d
134,27,invalid_3d
134,28,invalid_3d
134,29,invalid_3d
134,30,invalid_3d
134,31,invalid_3d
134,32,invalid_3d
134,33,invalid_3d
134,34,invalid_3d
134,35,invalid_3d
134,36,invalid_3d
134,37,invalid_3d
134,38,invalid_3d
134,39,invalid_3d
134,40,invalid_3d
134,41,invalid_3d
134,42,invalid_3d
134,43,invalid_3d
134,44,invalid_3d
134,45,invalid_3d
134,46,invalid_3d
134,47,invalid_3d
134,48,invalid_3d
134,49,invalid_3d
134,50,invalid_3d
134,51,invalid_3d
134,52,invalid_3d
134,53,invalid_3d
134,54,invalid_3d
134,55,invalid_3d
134,56,invalid_3d
134,57,invalid_3d
134,58,invalid_3d
134,59,invalid_3d
134,60,invalid_3d
134,61,invalid_3d
134,62,invalid_3d
134,63,invalid_3d
144,0,ego_vehicle
144,4,ego_vehicle
144,16,invalid_3d
144,17,invalid_3d
144,18,invalid_3d
144,19,invalid_3d
144,20,invalid_3d
144,21,invalid_3d
144,22,invalid_3d
144,23,invalid_3d
144,24,invalid_3d
144,25,invalid_3d
144,26,invalid_3d
144,27,invalid_3d
144,28,invalid_3d
144,29,invalid_3d
144,30,invalid_3d
144,31,invalid_3d
144,32,invalid_3d
144,33,invalid_3d
144,34,invalid_3d
144,35,invalid_3d
144,36,invalid_3d
144,37,invalid_3d
144,38,invalid_3d
144,39,invalid_3d
144,40,invalid_3d
144,41,invalid_3d
144,42,invalid_3d
144,43,invalid_3d
144,44,invalid_3d
144,45,invalid_3d
144,46,invalid_3d
144,47,invalid_3d
144,48,invalid_3d
144,49,invalid_3d
144,50,invalid_3d
144,51,invalid_3d
144,52,invalid_3d
144,53,invalid_3d
144,54,invalid_3d
144,55,invalid_3d
144,56,invalid_3d
144,57,invalid_3d
144,58,invalid_3d
144,59,invalid_3d
144,60,invalid_3d
144,61,invalid_3d
144,62,invalid_3d
144,63,invalid_3d
144,64,invalid_3d
144,65,invalid_3d
144,66,invalid_3d
144,67,invalid_3d
144,68,invalid_3d
154,0,ego_vehicle
154,6,ego_vehicle
154,17,invalid_3d
154,18,invalid_3d
154,19,invalid_3d
154,20,invalid_3d
154,21,invalid_3d
154,22,invalid_3d
154,23,invalid_3d
154,24,invalid_3d
154,25,invalid_3d
154,26,invalid_3d
154,27,invalid_3d
154,28,invalid_3d
154,29,invalid_3d
154,30,invalid_3d
154,31,invalid_3d
154,32,invalid_3d
154,33,invalid_3d
154,34,invalid_3d
154,35,invalid_3d
154,36,invalid_3d
154,37,invalid_3d
154,38,invalid_3d
154,39,invalid_3d
154,40,invalid_3d
154,41,invalid_3d
154,42,invalid_3d
154,43,invalid_3d
154,44,invalid_3d
154,45,invalid_3d
154,46,invalid_3d
154,47,invalid_3d
154,48,invalid_3d
154,49,invalid_3d
154,50,invalid_3d
154,51,invalid_3d
154,52,invalid_3d
154,53,invalid_3d
154,54,invalid_3d
154,55,invalid_3d
154,56,invalid_3d
154,57,invalid_3d
154,58,invalid_3d
154,59,invalid_3d
154,60,invalid_3d
154,61,invalid_3d
154,62,invalid_3d
154,63,invalid_3d
154,64,invalid_3d
154,65,invalid_3d
154,66,invalid_3d
164,0,ego_vehicle
164,6,ego_vehicle
164,18,invalid_3d
164,19,invalid_3d
164,20,invalid_3d
164,21,invalid_3d
164,22,invalid_3d
164,23,invalid_3d
164,24,invalid_3d
164,25,invalid_3d
164,26,invalid_3d
164,27,invalid_3d
164,28,invalid_3d
164,29,invalid_3d
164,30,invalid_3d
164,31,invalid_3d
164,32,invalid_3d
164,33,invalid_3d
164,34,invalid_3d
164,35,invalid_3d
164,36,invalid_3d
164,37,invalid_3d
164,38,invalid_3d
164,39,invalid_3d
164,40,invalid_3d
164,41,invalid_3d
164,42,invalid_3d
164,43,invalid_3d
164,44,invalid_3d
164,45,invalid_3d
164,46,invalid_3d
164,47,invalid_3d
164,48,invalid_3d
164,49,invalid_3d
164,50,invalid_3d
164,51,invalid_3d
164,52,invalid_3d
164,53,invalid_3d
164,54,invalid_3d
164,55,invalid_3d
164,56,invalid_3d
164,57,invalid_3d
164,58,invalid_3d
164,59,invalid_3d
164,60,invalid_3d
164,61,invalid_3d
164,62,invalid_3d
164,63,invalid_3d
164,64,invalid_3d
164,65,invalid_3d
174,0,ego_vehicle
174,6,ego_vehicle
174,19,invalid_3d
174,20,invalid_3d
174,21,invalid_3d
174,22,invalid_3d
174,23,invalid_3d
174,24,invalid_3d
174,25,invalid_3d
174,26,invalid_3d
174,27,invalid_3d
174,28,invalid_3d
174,29,invalid_3d
174,30,invalid_3d
174,31,invalid_3d
174,32,invalid_3d
174,33,invalid_3d
174,34,invalid_3d
174,35,invalid_3d
174,36,invalid_3d
174,37,invalid_3d
174,38,invalid_3d
174,39,invalid_3d
174,40,invalid_3d
174,41,invalid_3d
174,42,invalid_3d
174,43,invalid_3d
174,44,invalid_3d
174,45,invalid_3d
174,46,invalid_3d
174,47,invalid_3d
174,48,invalid_3d
174,49,invalid_3d
174,50,invalid_3d
174,51,invalid_3d
174,52,invalid_3d
174,53,invalid_3d
174,54,invalid_3d
174,55,invalid_3d
174,56,invalid_3d
174,57,invalid_3d
174,58,invalid_3d
174,59,invalid_3d
174,60,invalid_3d
174,61,invalid_3d
174,62,invalid_3d
174,63,invalid_3d
174,64,invalid_3d
174,65,invalid_3d
174,66,invalid_3d
174,67,invalid_3d
174,68,invalid_3d
174,69,invalid_3d
174,70,invalid_3d
174,71,invalid_3d
174,72,invalid_3d
174,73,invalid_3d
174,74,invalid_3d
184,0,ego_vehicle
184,6,ego_vehicle
184,19,invalid_3d
184,20,invalid_3d
184,21,invalid_3d
184,22,invalid_3d
184,23,invalid_3d
184,24,invalid_3d
184,25,invalid_3d
184,26,invalid_3d
184,27,invalid_3d
184,28,invalid_3d
184,29,invalid_3d
184,30,invalid_3d
184,31,invalid_3d
184,32,invalid_3d
184,33,invalid_3d
184,34,invalid_3d
184,35,invalid_3d
184,36,invalid_3d
184,37,invalid_3d
184,38,invalid_3d
184,39,invalid_3d
184,40,invalid_3d
184,41,invalid_3d
184,42,invalid_3d
184,43,invalid_3d
184,44,invalid_3d
184,45,invalid_3d
184,46,invalid_3d
184,47,invalid_3d
184,48,invalid_3d
184,49,invalid_3d
184,50,invalid_3d
184,51,invalid_3d
184,52,invalid_3d
184,53,invalid_3d
184,54,invalid_3d
184,55,invalid_3d
184,56,invalid_3d
184,57,invalid_3d
184,58,invalid_3d
184,59,invalid_3d
184,60,invalid_3d
184,61,invalid_3d
184,62,invalid_3d
184,63,invalid_3d
184,64,invalid_3d
184,65,invalid_3d
184,66,invalid_3d
184,67,invalid_3d
184,68,invalid_3d
184,69,invalid_3d
184,70,invalid_3d
184,71,invalid_3d
194,0,ego_vehicle
194,6,ego_vehicle
194,18,invalid_3d
194,19,invalid_3d
194,20,invalid_3d
194,21,invalid_3d
194,22,invalid_3d
194,23,invalid_3d
194,24,invalid_3d
194,25,invalid_3d
194,26,invalid_3d
194,27,invalid_3d
194,28,invalid_3d
194,29,invalid_3d
194,30,invalid_3d
194,31,invalid_3d
194,32,invalid_3d
194,33,invalid_3d
194,34,invalid_3d
194,35,invalid_3d
194,36,invalid_3d
194,37,invalid_3d
194,38,invalid_3d
194,39,invalid_3d
194,40,invalid_3d
194,41,invalid_3d
194,42,invalid_3d
194,43,invalid_3d
194,44,invalid_3d
194,45,invalid_3d
194,46,invalid_3d
194,47,invalid_3d
194,48,invalid_3d
194,49,invalid_3d
194,50,invalid_3d
194,51,invalid_3d
194,52,invalid_3d
194,53,invalid_3d
194,54,invalid_3d
194,55,invalid_3d
194,56,invalid_3d
194,57,invalid_3d
194,58,invalid_3d
194,59,invalid_3d
194,60,invalid_3d
194,61,invalid_3d
194,62,invalid_3d
194,63,invalid_3d
194,64,invalid_3d
194,65,invalid_3d
194,66,invalid_3d
194,67,invalid_3d
194,68,invalid_3d
194,69,invalid_3d
194,70,invalid_3d
194,71,invalid_3d
194,72,invalid_3d
194,73,invalid_3d
194,74,invalid_3d
194,75,invalid_3d
194,76,invalid_3d
204,0,ego_vehicle
204,6,ego_vehicle
204,18,invalid_3d
204,19,invalid_3d
204,20,invalid_3d
204,21,invalid_3d
204,22,invalid_3d
204,23,invalid_3d
204,24,invalid_3d
204,25,invalid_3d
204,26,invalid_3d
204,27,invalid_3d
204,28,invalid_3d
204,29,invalid_3d
204,30,invalid_3d
204,31,invalid_3d
204,32,invalid_3d
204,33,invalid_3d
204,34,invalid_3d
204,35,invalid_3d
204,36,invalid_3d
204,37,invalid_3d
204,38,invalid_3d
204,39,invalid_3d
204,40,invalid_3d
204,41,invalid_3d
204,42,invalid_3d
204,43,invalid_3d
204,44,invalid_3d
204,45,invalid_3d
204,46,invalid_3d
204,47,invalid_3d
204,48,invalid_3d
204,49,invalid_3d
204,50,invalid_3d
204,51,invalid_3d
204,52,invalid_3d
204,53,invalid_3d
204,54,invalid_3d
204,55,invalid_3d
204,56,invalid_3d
204,57,invalid_3d
204,58,invalid_3d
204,59,invalid_3d
204,60,invalid_3d
204,61,invalid_3d
204,62,invalid_3d
204,63,invalid_3d
204,64,invalid_3d
204,65,invalid_3d
204,66,invalid_3d
204,67,invalid_3d
204,68,invalid_3d
204,69,invalid_3d
204,70,invalid_3d
204,71,invalid_3d
204,72,invalid_3d
204,73,invalid_3d
204,74,invalid_3d
204,75,invalid_3d
216,0,ego_vehicle
216,7,ego_vehicle
216,18,invalid_3d
216,19,invalid_3d
216,20,invalid_3d
216,21,invalid_3d
216,22,invalid_3d
216,23,invalid_3d
216,24,invalid_3d
216,25,invalid_3d
216,26,invalid_3d
216,27,invalid_3d
216,28,invalid_3d
216,29,invalid_3d
216,30,invalid_3d
216,31,invalid_3d
216,32,invalid_3d
216,33,invalid_3d
216,34,invalid_3d
216,35,invalid_3d
216,36,invalid_3d
216,37,invalid_3d
216,38,invalid_3d
216,39,invalid_3d
216,40,invalid_3d
216,41,invalid_3d
216,42,invalid_3d
216,43,invalid_3d
216,44,invalid_3d
216,45,invalid_3d
216,46,invalid_3d
216,47,invalid_3d
216,48,invalid_3d
216,49,invalid_3d
216,50,invalid_3d
216,51,invalid_3d
216,52,invalid_3d
216,53,invalid_3d
216,54,invalid_3d
216,55,invalid_3d
216,56,invalid_3d
216,57,invalid_3d
216,58,invalid_3d
216,59,invalid_3d
216,60,invalid_3d
216,61,invalid_3d
216,62,invalid_3d
216,63,invalid_3d
216,64,invalid_3d
216,65,invalid_3d
216,66,invalid_3d
216,67,invalid_3d
216,68,invalid_3d
216,69,invalid_3d
216,70,invalid_3d
216,71,invalid_3d
216,72,invalid_3d
216,73,invalid_3d
216,74,invalid_3d
216,75,invalid_3d
226,0,ego_vehicle
226,7,ego_vehicle
226,18,invalid_3d
226,19,invalid_3d
226,20,invalid_3d
226,21,invalid_3d
226,22,invalid_3d
226,23,invalid_3d
226,24,invalid_3d
226,25,invalid_3d
226,26,invalid_3d
226,27,invalid_3d
226,28,invalid_3d
226,29,invalid_3d
226,30,invalid_3d
226,31,invalid_3d
226,32,invalid_3d
226,33,invalid_3d
226,34,invalid_3d
226,35,invalid_3d
226,36,invalid_3d
226,37,invalid_3d
226,38,invalid_3d
226,39,invalid_3d
226,40,invalid_3d
226,41,invalid_3d
226,42,invalid_3d
226,43,invalid_3d
226,44,invalid_3d
226,45,invalid_3d
226,46,invalid_3d
226,47,invalid_3d
226,48,invalid_3d
226,49,invalid_3d
226,50,invalid_3d
226,51,invalid_3d
226,52,invalid_3d
226,53,invalid_3d
226,54,invalid_3d
226,55,invalid_3d
226,56,invalid_3d
226,57,invalid_3d
226,58,invalid_3d
226,59,invalid_3d
226,60,invalid_3d
226,61,invalid_3d
226,62,invalid_3d
226,63,invalid_3d
226,64,invalid_3d
226,65,invalid_3d
226,66,invalid_3d
226,67,invalid_3d
226,68,invalid_3d
226,69,invalid_3d
226,70,invalid_3d
226,71,invalid_3d
226,72,invalid_3d
226,73,invalid_3d
236,0,ego_vehicle
236,5,ego_vehicle
236,17,invalid_3d
236,18,invalid_3d
236,19,invalid_3d
236,20,invalid_3d
236,21,invalid_3d
236,22,invalid_3d
236,23,invalid_3d
236,24,invalid_3d
236,25,invalid_3d
236,26,invalid_3d
236,27,invalid_3d
236,28,invalid_3d
236,29,invalid_3d
236,30,invalid_3d
236,31,invalid_3d
236,32,invalid_3d
236,33,invalid_3d
236,34,invalid_3d
236,35,invalid_3d
236,36,invalid_3d
236,37,invalid_3d
236,38,invalid_3d
236,39,invalid_3d
236,40,invalid_3d
236,41,invalid_3d
236,42,invalid_3d
236,43,invalid_3d
236,44,invalid_3d
236,45,invalid_3d
236,46,invalid_3d
236,47,invalid_3d
236,48,invalid_3d
236,49,invalid_3d
236,50,invalid_3d
236,51,invalid_3d
236,52,invalid_3d
236,53,invalid_3d
236,54,invalid_3d
236,55,invalid_3d
236,56,invalid_3d
236,57,invalid_3d
236,58,invalid_3d
236,59,invalid_3d
236,60,invalid_3d
236,61,invalid_3d
236,62,invalid_3d
236,63,invalid_3d
236,64,invalid_3d
236,65,invalid_3d
236,66,invalid_3d
236,67,invalid_3d
236,68,invalid_3d
236,69,invalid_3d
236,70,invalid_3d
236,71,invalid_3d
236,72,invalid_3d
236,73,invalid_3d
236,74,invalid_3d
236,75,invalid_3d
246,0,ego_vehicle
246,4,ego_vehicle
246,16,invalid_3d
246,17,invalid_3d
246,18,invalid_3d
246,19,invalid_3d
246,20,invalid_3d
246,21,invalid_3d
246,22,invalid_3d
246,23,invalid_3d
246,24,invalid_3d
246,25,invalid_3d
246,26,invalid_3d
246,27,invalid_3d
246,28,invalid_3d
246,29,invalid_3d
246,30,invalid_3d
246,31,invalid_3d
246,32,invalid_3d
246,33,invalid_3d
246,34,invalid_3d
246,35,invalid_3d
246,36,invalid_3d
246,37,invalid_3d
246,38,invalid_3d
246,39,invalid_3d
246,40,invalid_3d
246,41,invalid_3d
246,42,invalid_3d
246,43,invalid_3d
246,44,invalid_3d
246,45,invalid_3d
246,46,invalid_3d
246,47,invalid_3d
246,48,invalid_3d
246,49,invalid_3d
246,50,invalid_3d
246,51,invalid_3d
246,52,invalid_3d
246,53,invalid_3d
246,54,invalid_3d
246,55,invalid_3d
246,56,invalid_3d
246,57,invalid_3d
246,58,invalid_3d
246,59,invalid_3d
246,60,invalid_3d
246,61,invalid_3d
246,62,invalid_3d
246,63,invalid_3d
246,64,invalid_3d
246,65,invalid_3d
246,66,invalid_3d
246,67,invalid_3d
246,68,invalid_3d
246,69,invalid_3d
246,70,invalid_3d
246,71,invalid_3d
246,72,invalid_3d
246,73,invalid_3d
246,74,invalid_3d
246,75,invalid_3d
246,76,invalid_3d
256,0,ego_vehicle
256,4,ego_vehicle
256,16,invalid_3d
256,17,invalid_3d
256,18,invalid_3d
256,19,invalid_3d
256,20,invalid_3d
256,21,invalid_3d
256,22,invalid_3d
256,23,invalid_3d
256,24,invalid_3d
256,25,invalid_3d
256,26,invalid_3d
256,27,invalid_3d
256,28,invalid_3d
256,29,invalid_3d
256,30,invalid_3d
256,31,invalid_3d
256,32,invalid_3d
256,33,invalid_3d
256,34,invalid_3d
256,35,invalid_3d
256,36,invalid_3d
256,37,invalid_3d
256,38,invalid_3d
256,39,invalid_3d
256,40,invalid_3d
256,41,invalid_3d
256,42,invalid_3d
256,43,invalid_3d
256,44,invalid_3d
256,45,invalid_3d
256,46,invalid_3d
256,47,invalid_3d
256,48,invalid_3d
256,49,invalid_3d
256,50,invalid_3d
256,51,invalid_3d
256,52,invalid_3d
256,53,invalid_3d
256,54,invalid_3d
256,55,invalid_3d
256,56,invalid_3d
256,57,invalid_3d
256,58,invalid_3d
256,59,invalid_3d
256,60,invalid_3d
256,61,invalid_3d
256,62,invalid_3d
256,63,invalid_3d
256,64,invalid_3d
256,65,invalid_3d
256,66,invalid_3d
256,67,invalid_3d
256,68,invalid_3d
256,69,invalid_3d
256,70,invalid_3d
256,71,invalid_3d
256,72,invalid_3d
256,73,invalid_3d
256,74,invalid_3d
256,75,invalid_3d
256,76,invalid_3d
256,77,invalid_3d
256,78,invalid_3d
256,79,invalid_3d
256,80,invalid_3d
266,0,ego_vehicle
266,3,ego_vehicle
266,16,invalid_3d
266,17,invalid_3d
266,18,invalid_3d
266,19,invalid_3d
266,20,invalid_3d
266,21,invalid_3d
266,22,invalid_3d
266,23,invalid_3d
266,24,invalid_3d
266,25,invalid_3d
266,26,invalid_3d
266,27,invalid_3d
266,28,invalid_3d
266,29,invalid_3d
266,30,invalid_3d
266,31,invalid_3d
266,32,invalid_3d
266,33,invalid_3d
266,34,invalid_3d
266,35,invalid_3d
266,36,invalid_3d
266,37,invalid_3d
266,38,invalid_3d
266,39,invalid_3d
266,40,invalid_3d
266,41,invalid_3d
266,42,invalid_3d
266,43,invalid_3d
266,44,invalid_3d
266,45,invalid_3d
266,46,invalid_3d
266,47,invalid_3d
266,48,invalid_3d
266,49,invalid_3d
266,50,invalid_3d
266,51,invalid_3d
266,52,invalid_3d
266,53,invalid_3d
266,54,invalid_3d
266,55,invalid_3d
266,56,invalid_3d
266,57,invalid_3d
266,58,invalid_3d
266,59,invalid_3d
266,60,invalid_3d
266,61,invalid_3d
266,62,invalid_3d
266,63,invalid_3d
266,64,invalid_3d
266,65,invalid_3d
266,66,invalid_3d
266,67,invalid_3d
266,68,invalid_3d
266,69,invalid_3d
266,70,invalid_3d
266,71,invalid_3d
266,72,invalid_3d
266,73,invalid_3d
266,74,invalid_3d
266,75,invalid_3d
266,76,invalid_3d
266,77,invalid_3d
266,78,invalid_3d
266,79,invalid_3d
266,80,invalid_3d
266,81,invalid_3d
266,82,invalid_3d
266,83,invalid_3d
266,84,invalid_3d
266,85,invalid_3d
266,86,invalid_3d
266,87,invalid_3d
266,88,invalid_3d
276,0,ego_vehicle
276,5,ego_vehicle
276,18,invalid_3d
276,19,invalid_3d
276,20,invalid_3d
276,21,invalid_3d
276,22,invalid_3d
276,23,invalid_3d
276,24,invalid_3d
276,25,invalid_3d
276,26,invalid_3d
276,27,invalid_3d
276,28,invalid_3d
276,29,invalid_3d
276,30,invalid_3d
276,31,invalid_3d
276,32,invalid_3d
276,33,invalid_3d
276,34,invalid_3d
276,35,invalid_3d
276,36,invalid_3d
276,37,invalid_3d
276,38,invalid_3d
276,39,invalid_3d
276,40,invalid_3d
276,41,invalid_3d
276,42,invalid_3d
276,43,invalid_3d
276,44,invalid_3d
276,45,invalid_3d
276,46,invalid_3d
276,47,invalid_3d
276,48,invalid_3d
276,49,invalid_3d
276,50,invalid_3d
276,51,invalid_3d
276,52,invalid_3d
276,53,invalid_3d
276,54,invalid_3d
276,55,invalid_3d
276,56,invalid_3d
276,57,invalid_3d
276,58,invalid_3d
276,59,invalid_3d
276,60,invalid_3d
276,61,invalid_3d
276,62,invalid_3d
276,63,invalid_3d
276,64,invalid_3d
276,65,invalid_3d
276,66,invalid_3d
276,67,invalid_3d
276,68,invalid_3d
276,69,invalid_3d
276,70,invalid_3d
276,71,invalid_3d
276,72,invalid_3d
276,73,invalid_3d
276,74,invalid_3d
276,75,invalid_3d
276,76,invalid_3d
276,77,invalid_3d
276,78,invalid_3d
276,79,invalid_3d
276,80,invalid_3d
276,81,invalid_3d
276,82,invalid_3d
286,0,ego_vehicle
286,3,ego_vehicle
286,18,invalid_3d
286,19,invalid_3d
286,20,invalid_3d
286,21,invalid_3d
286,22,invalid_3d
286,23,invalid_3d
286,24,invalid_3d
286,25,invalid_3d
286,26,invalid_3d
286,27,invalid_3d
286,28,invalid_3d
286,29,invalid_3d
286,30,invalid_3d
286,31,invalid_3d
286,32,invalid_3d
286,33,invalid_3d
286,34,invalid_3d
286,35,invalid_3d
286,36,invalid_3d
286,37,invalid_3d
286,38,invalid_3d
286,39,invalid_3d
286,40,invalid_3d
286,41,invalid_3d
286,42,invalid_3d
286,43,invalid_3d
286,44,invalid_3d
286,45,invalid_3d
286,46,invalid_3d
286,47,invalid_3d
286,48,invalid_3d
286,49,invalid_3d
286,50,invalid_3d
286,51,invalid_3d
286,52,invalid_3d
286,53,invalid_3d
286,54,invalid_3d
286,55,invalid_3d
286,56,invalid_3d
286,57,invalid_3d
286,58,invalid_3d
286,59,invalid_3d
286,60,invalid_3d
286,61,invalid_3d
286,62,invalid_3d
286,63,invalid_3d
286,64,invalid_3d
286,65,invalid_3d
286,66,invalid_3d
286,67,invalid_3d
286,68,invalid_3d
286,69,invalid_3d
286,70,invalid_3d
286,71,invalid_3d
286,72,invalid_3d
286,73,invalid_3d
286,74,invalid_3d
286,75,invalid_3d
286,76,invalid_3d
286,77,invalid_3d
286,78,invalid_3d
286,79,invalid_3d
286,80,invalid_3d
286,81,invalid_3d
286,82,invalid_3d
286,83,invalid_3d
286,84,invalid_3d
286,85,invalid_3d
286,86,invalid_3d
286,87,invalid_3d
286,88,invalid_3d
286,89,invalid_3d
296,0,ego_vehicle
